lon,lat,depth,unc,elev,thickness
130.0830,1.5000,5.5670,5.0000,-4341.0000,1226.0000
130.1670,1.5000,4.6460,5.0000,-3528.0000,1118.0000
130.2500,1.5000,4.4290,5.0000,-3382.0000,1047.0000
130.3330,1.5000,4.5570,5.0000,-3540.0000,1017.0000
130.4170,1.5000,4.4510,5.0000,-3445.0000,1006.0000
130.5000,1.5000,4.7330,5.0000,-3735.0000,998.0000
130.5830,1.5000,4.8420,5.0000,-3854.0000,988.0000
130.6670,1.5000,4.6720,5.0000,-3691.0000,981.0000
130.7500,1.5000,4.4720,5.0000,-3501.0000,971.0000
130.8330,1.5000,4.3380,5.0000,-3376.0000,962.0000
130.9170,1.5000,4.3690,5.0000,-3418.0000,951.0000
131.0000,1.5000,4.6260,5.0000,-3685.0000,941.0000
129.2500,1.4170,5.6920,5.0000,-4545.0000,1147.0000
129.3330,1.4170,5.8530,5.0000,-4683.0000,1170.0000
129.4170,1.4170,5.4750,5.0000,-4280.0000,1195.0000
129.5000,1.4170,5.3460,5.0000,-4121.0000,1225.0000
129.5830,1.4170,4.9750,5.0000,-3714.0000,1261.0000
129.6670,1.4170,4.9090,5.0000,-3603.0000,1306.0000
129.7500,1.4170,5.2890,5.0000,-3925.0000,1364.0000
129.8330,1.4170,5.2030,5.0000,-3769.0000,1434.0000
129.9170,1.4170,5.6100,5.0000,-4124.0000,1486.0000
130.0000,1.4170,5.5760,5.0000,-4125.0000,1451.0000
130.0830,1.4170,5.0230,5.0000,-3714.0000,1309.0000
130.1670,1.4170,4.1300,5.0000,-2970.0000,1160.0000
130.2500,1.4170,3.7620,5.0000,-2690.0000,1072.0000
130.3330,1.4170,3.1770,5.0000,-2137.0000,1040.0000
130.4170,1.4170,3.6530,5.0000,-2625.0000,1028.0000
130.5000,1.4170,4.4810,5.0000,-3468.0000,1013.0000
130.5830,1.4170,4.5510,5.0000,-3556.0000,995.0000
130.6670,1.4170,4.5000,5.0000,-3517.0000,983.0000
130.7500,1.4170,4.0990,5.0000,-3125.0000,974.0000
130.8330,1.4170,4.0240,5.0000,-3059.0000,965.0000
130.9170,1.4170,4.0600,5.0000,-3105.0000,955.0000
131.0000,1.4170,4.3190,5.0000,-3373.0000,946.0000
129.2500,1.3330,5.0020,5.0000,-3847.0000,1155.0000
129.3330,1.3330,4.3240,5.0000,-3145.0000,1179.0000
129.4170,1.3330,3.8180,5.0000,-2612.0000,1206.0000
129.5000,1.3330,4.0220,5.0000,-2783.0000,1239.0000
129.5830,1.3330,4.0680,5.0000,-2790.0000,1278.0000
129.6670,1.3330,4.5050,5.0000,-3177.0000,1328.0000
129.7500,1.3330,4.6040,5.0000,-3210.0000,1394.0000
129.8330,1.3330,4.5580,5.0000,-3081.0000,1477.0000
129.9170,1.3330,4.7650,5.0000,-3225.0000,1540.0000
130.0000,1.3330,4.9600,5.0000,-3460.0000,1500.0000
130.0830,1.3330,4.5910,5.0000,-3253.0000,1338.0000
130.1670,1.3330,4.2700,5.0000,-3087.0000,1183.0000
130.2500,1.3330,3.4930,5.0000,-2382.0000,1111.0000
130.3330,1.3330,2.8570,5.0000,-1757.0000,1100.0000
130.4170,1.3330,3.3760,5.0000,-2281.0000,1095.0000
130.5000,1.3330,4.4900,5.0000,-3430.0000,1060.0000
130.5830,1.3330,4.3040,5.0000,-3286.0000,1018.0000
130.6670,1.3330,4.1520,5.0000,-3159.0000,993.0000
130.7500,1.3330,3.6590,5.0000,-2679.0000,980.0000
130.8330,1.3330,3.6970,5.0000,-2727.0000,970.0000
130.9170,1.3330,3.8830,5.0000,-2922.0000,961.0000
131.0000,1.3330,4.1630,5.0000,-3213.0000,950.0000
129.2500,1.2500,3.1570,5.0000,-1998.0000,1159.0000
129.3330,1.2500,2.8000,5.0000,-1615.0000,1185.0000
129.4170,1.2500,3.4830,5.0000,-2270.0000,1213.0000
129.5000,1.2500,3.8130,5.0000,-2567.0000,1246.0000
129.5830,1.2500,3.8520,5.0000,-2568.0000,1284.0000
129.6670,1.2500,4.1740,5.0000,-2844.0000,1330.0000
129.7500,1.2500,4.2990,5.0000,-2912.0000,1387.0000
129.8330,1.2500,4.0890,5.0000,-2637.0000,1452.0000
129.9170,1.2500,4.5030,5.0000,-3011.0000,1492.0000
130.0000,1.2500,4.6150,5.0000,-3174.0000,1441.0000
130.0830,1.2500,4.4090,5.0000,-3106.0000,1303.0000
130.1670,1.2500,4.2690,5.0000,-3073.0000,1196.0000
130.2500,1.2500,3.3630,5.0000,-2181.0000,1182.0000
130.3330,1.2500,3.6390,5.0000,-2413.0000,1226.0000
130.4170,1.2500,4.4780,5.0000,-3241.0000,1237.0000
130.5000,1.2500,4.2980,5.0000,-3138.0000,1160.0000
130.5830,1.2500,3.9750,5.0000,-2909.0000,1066.0000
130.6670,1.2500,3.8900,5.0000,-2877.0000,1013.0000
130.7500,1.2500,3.5410,5.0000,-2552.0000,989.0000
130.8330,1.2500,3.4700,5.0000,-2494.0000,976.0000
