lon,lat,depth,stdv,smag,shiftstd,avstr,avdip,avrke,psdepth,sstr,sdip,nID,pslon,pslat,bzlon,bzlat,centsurf,thickness,alen,blen,clen,ogstr,ogdip,hstdv,vstdv
126.60,1.60,7.54,10.00,0.00,0.00,nan,nan,nan,7.54,14.93,6.46,126616,126.60,1.60,126.60,1.60,10.00,129.14,100.00,20.00,100.00,12.03,13.56,2.34,9.72
126.80,1.60,9.53,10.00,0.00,0.00,nan,nan,nan,9.53,14.96,9.03,126816,126.80,1.60,126.80,1.60,10.00,129.14,100.00,20.00,100.00,21.00,6.83,1.19,9.93
126.60,1.80,7.52,10.00,0.00,0.00,nan,nan,nan,7.52,14.63,5.83,126618,126.60,1.80,126.60,1.80,10.00,129.32,100.00,20.00,100.00,12.53,14.53,2.51,9.68
126.80,1.80,8.77,10.00,0.00,0.00,nan,nan,nan,8.77,15.26,8.24,126818,126.80,1.80,126.80,1.80,10.00,129.32,100.00,20.00,100.00,21.49,7.05,1.23,9.92
126.80,2.00,8.39,10.00,0.00,0.00,nan,nan,nan,8.39,15.15,7.42,126820,126.80,2.00,126.80,2.00,10.00,128.32,100.00,20.00,100.00,20.44,7.73,1.35,9.91
126.80,2.20,7.98,10.00,0.00,0.00,nan,nan,nan,7.98,14.57,6.64,126822,126.80,2.20,126.80,2.20,10.00,127.73,100.00,20.00,100.00,18.26,9.04,1.57,9.88
126.80,2.40,7.61,10.00,0.00,0.00,nan,nan,nan,7.61,13.51,5.88,126824,126.80,2.40,126.80,2.40,10.00,126.54,100.00,20.00,100.00,17.10,10.57,1.83,9.83
126.80,2.60,7.35,10.00,0.00,0.00,nan,nan,nan,7.35,11.71,5.12,126826,126.80,2.60,126.80,2.60,10.00,123.59,100.00,20.00,100.00,16.70,11.88,2.06,9.79
126.20,-1.60,14.81,10.00,0.00,0.00,nan,nan,nan,14.81,55.91,14.98,1262016,126.20,-1.60,126.20,-1.60,10.00,105.16,56.00,20.00,100.00,351.74,19.26,3.30,9.44
125.80,-1.40,7.65,10.00,0.00,0.00,nan,nan,nan,7.65,84.81,9.34,1258014,125.80,-1.40,125.80,-1.40,10.00,105.16,45.00,20.00,100.00,333.02,23.19,3.94,9.19
126.00,-1.40,9.56,10.00,0.00,0.00,nan,nan,nan,9.56,68.55,10.94,1260014,126.00,-1.40,126.00,-1.40,10.00,105.16,76.00,20.00,100.00,339.31,22.67,3.85,9.23
126.20,-1.40,13.20,10.00,0.00,0.00,nan,nan,nan,13.20,53.09,14.01,1262014,126.20,-1.40,126.20,-1.40,10.00,105.16,100.00,20.00,100.00,337.57,16.59,2.86,9.58
126.40,-1.40,17.94,10.00,0.00,0.00,nan,nan,nan,17.94,41.93,16.82,1264014,126.40,-1.40,126.40,-1.40,10.00,105.16,56.00,20.00,100.00,350.30,10.24,1.78,9.84
125.80,-1.20,7.40,10.00,0.00,0.00,nan,nan,nan,7.40,89.46,7.45,1258012,125.80,-1.20,125.80,-1.20,10.00,107.76,20.00,20.00,100.00,346.42,16.96,2.92,9.57
126.00,-1.20,8.77,10.00,0.00,0.00,nan,nan,nan,8.77,59.78,8.25,1260012,126.00,-1.20,126.00,-1.20,10.00,107.76,100.00,20.00,100.00,351.32,21.17,3.61,9.33
126.20,-1.20,12.26,10.00,0.00,0.00,nan,nan,nan,12.26,40.46,10.99,1262012,126.20,-1.20,126.20,-1.20,10.00,107.76,100.00,20.00,100.00,348.85,12.44,2.15,9.77
126.40,-1.20,16.52,10.00,0.00,0.00,nan,nan,nan,16.52,31.18,14.33,1264012,126.40,-1.20,126.40,-1.20,10.00,108.91,20.00,20.00,100.00,3.36,5.91,1.03,9.95
125.80,-1.00,7.50,10.00,0.00,0.00,nan,nan,nan,7.50,72.34,4.65,1258010,125.80,-1.00,125.80,-1.00,10.00,108.91,30.00,20.00,100.00,12.25,17.67,3.04,9.53
126.00,-1.00,8.28,10.00,0.00,0.00,nan,nan,nan,8.28,45.37,6.04,1260010,126.00,-1.00,126.00,-1.00,10.00,108.91,100.00,20.00,100.00,5.92,21.21,3.62,9.32
126.20,-1.00,10.92,10.00,0.00,0.00,nan,nan,nan,10.92,28.95,9.24,1262010,126.20,-1.00,126.20,-1.00,10.00,108.91,34.00,20.00,100.00,9.89,11.58,2.01,9.80
126.40,-1.00,15.57,10.00,0.00,0.00,nan,nan,nan,15.57,22.83,12.76,1264010,126.40,-1.00,126.40,-1.00,10.00,111.43,29.00,20.00,100.00,32.54,4.75,0.83,9.97
126.00,-0.80,7.92,10.00,0.00,0.00,nan,nan,nan,7.92,33.23,5.01,126008,126.00,-0.80,126.00,-0.80,10.00,111.43,100.00,20.00,100.00,10.63,22.14,3.77,9.26
126.20,-0.80,10.22,10.00,0.00,0.00,nan,nan,nan,10.22,21.64,8.24,126208,126.20,-0.80,126.20,-0.80,10.00,111.43,53.00,20.00,100.00,15.60,12.52,2.17,9.76
126.40,-0.80,13.83,10.00,0.00,0.00,nan,nan,nan,13.83,17.93,11.71,126408,126.40,-0.80,126.40,-0.80,10.00,113.71,58.00,20.00,100.00,42.62,4.66,0.81,9.97
126.00,-0.60,7.46,10.00,0.00,0.00,nan,nan,nan,7.46,26.52,4.51,126006,126.00,-0.60,126.00,-0.60,10.00,113.71,100.00,20.00,100.00,9.68,23.17,3.93,9.19
126.20,-0.60,9.54,10.00,0.00,0.00,nan,nan,nan,9.54,18.23,7.56,126206,126.20,-0.60,126.20,-0.60,10.00,116.06,78.00,20.00,100.00,12.72,13.16,2.28,9.74
126.40,-0.60,12.97,10.00,0.00,0.00,nan,nan,nan,12.97,15.72,10.89,126406,126.40,-0.60,126.40,-0.60,10.00,116.06,100.00,20.00,100.00,42.66,4.20,0.73,9.97
126.60,-0.60,17.11,10.00,0.00,0.00,nan,nan,nan,17.11,14.69,14.36,126606,126.60,-0.60,126.60,-0.60,10.00,116.06,100.00,20.00,100.00,23.78,8.42,1.46,9.89
126.00,-0.40,7.47,10.00,0.00,0.00,nan,nan,nan,7.47,23.97,4.19,126004,126.00,-0.40,126.00,-0.40,10.00,116.06,100.00,20.00,100.00,10.83,24.91,4.21,9.07
126.20,-0.40,8.71,10.00,0.00,0.00,nan,nan,nan,8.71,17.18,6.99,126204,126.20,-0.40,126.20,-0.40,10.00,117.02,100.00,20.00,100.00,13.58,14.06,2.43,9.70
126.40,-0.40,11.91,10.00,0.00,0.00,nan,nan,nan,11.91,15.10,10.17,126404,126.40,-0.40,126.40,-0.40,10.00,117.02,100.00,20.00,100.00,46.08,4.12,0.72,9.97
126.60,-0.40,16.35,10.00,0.00,0.00,nan,nan,nan,16.35,14.31,13.58,126604,126.60,-0.40,126.60,-0.40,10.00,117.02,100.00,20.00,100.00,24.20,7.93,1.38,9.90
126.00,-0.20,7.51,10.00,0.00,0.00,nan,nan,nan,7.51,21.18,4.52,126002,126.00,-0.20,126.00,-0.20,10.00,117.02,100.00,20.00,100.00,10.52,26.59,4.48,8.94
126.20,-0.20,8.23,10.00,0.00,0.00,nan,nan,nan,8.23,17.23,6.48,126202,126.20,-0.20,126.20,-0.20,10.00,119.22,100.00,20.00,100.00,14.22,15.08,2.60,9.66
126.40,-0.20,10.59,10.00,0.00,0.00,nan,nan,nan,10.59,15.25,9.49,126402,126.40,-0.20,126.40,-0.20,10.00,119.22,100.00,20.00,100.00,46.62,4.34,0.76,9.97
126.60,-0.20,15.02,10.00,0.00,0.00,nan,nan,nan,15.02,14.64,12.80,126602,126.60,-0.20,126.60,-0.20,10.00,119.22,100.00,20.00,100.00,23.89,7.61,1.32,9.91
126.20,0.00,7.82,10.00,0.00,0.00,nan,nan,nan,7.82,17.52,6.01,126200,126.20,0.00,126.20,0.00,10.00,121.07,100.00,20.00,100.00,14.97,16.02,2.76,9.61
126.40,0.00,9.99,10.00,0.00,0.00,nan,nan,nan,9.99,15.61,8.81,126400,126.40,0.00,126.40,0.00,10.00,121.07,100.00,20.00,100.00,44.49,4.88,0.85,9.96
126.60,0.00,13.52,10.00,0.00,0.00,nan,nan,nan,13.52,15.17,11.98,126600,126.60,0.00,126.60,0.00,10.00,121.07,100.00,20.00,100.00,23.58,7.52,1.31,9.91
126.20,0.20,7.33,10.00,0.00,0.00,nan,nan,nan,7.33,17.61,5.56,12622,126.20,0.20,126.20,0.20,10.00,123.02,100.00,20.00,100.00,15.44,16.92,2.91,9.57
126.40,0.20,9.19,10.00,0.00,0.00,nan,nan,nan,9.19,15.83,8.12,12642,126.40,0.20,126.40,0.20,10.00,123.02,100.00,20.00,100.00,39.02,5.61,0.98,9.95
126.60,0.20,12.78,10.00,0.00,0.00,nan,nan,nan,12.78,15.52,11.11,12662,126.60,0.20,126.60,0.20,10.00,123.02,100.00,20.00,100.00,21.34,7.56,1.32,9.91
126.80,0.20,16.82,10.00,0.00,0.00,nan,nan,nan,16.82,15.74,14.32,12682,126.80,0.20,126.80,0.20,10.00,123.64,100.00,20.00,100.00,14.48,12.69,2.20,9.76
126.20,0.40,7.49,10.00,0.00,0.00,nan,nan,nan,7.49,17.54,5.24,12624,126.20,0.40,126.20,0.40,10.00,123.64,100.00,20.00,100.00,15.49,17.91,3.08,9.52
126.40,0.40,8.41,10.00,0.00,0.00,nan,nan,nan,8.41,15.87,7.47,12644,126.40,0.40,126.40,0.40,10.00,123.64,100.00,20.00,100.00,31.01,6.62,1.15,9.93
126.60,0.40,11.65,10.00,0.00,0.00,nan,nan,nan,11.65,15.56,10.26,12664,126.60,0.40,126.60,0.40,10.00,123.64,100.00,20.00,100.00,16.19,7.77,1.35,9.91
126.80,0.40,16.24,10.00,0.00,0.00,nan,nan,nan,16.24,15.63,13.36,12684,126.80,0.40,126.80,0.40,10.00,125.37,100.00,20.00,100.00,12.59,11.48,1.99,9.80
126.40,0.60,8.19,10.00,0.00,0.00,nan,nan,nan,8.19,15.80,6.86,12646,126.40,0.60,126.40,0.60,10.00,125.37,100.00,20.00,100.00,23.49,8.29,1.44,9.90
126.60,0.60,10.64,10.00,0.00,0.00,nan,nan,nan,10.64,15.32,9.47,12666,126.60,0.60,126.60,0.60,10.00,126.51,100.00,20.00,100.00,10.61,8.38,1.46,9.89
126.80,0.60,14.74,10.00,0.00,0.00,nan,nan,nan,14.74,15.10,12.47,12686,126.80,0.60,126.80,0.60,10.00,126.51,100.00,20.00,100.00,10.49,10.13,1.76,9.84
126.40,0.80,7.75,10.00,0.00,0.00,nan,nan,nan,7.75,15.70,6.32,12648,126.40,0.80,126.40,0.80,10.00,126.51,100.00,20.00,100.00,19.57,10.43,1.81,9.83
126.60,0.80,9.92,10.00,0.00,0.00,nan,nan,nan,9.92,14.99,8.77,12668,126.60,0.80,126.60,0.80,10.00,127.87,100.00,20.00,100.00,10.26,9.37,1.63,9.87
126.80,0.80,13.29,10.00,0.00,0.00,nan,nan,nan,13.29,14.44,11.69,12688,126.80,0.80,126.80,0.80,10.00,127.87,100.00,20.00,100.00,11.99,8.88,1.54,9.88
126.40,1.00,7.36,10.00,0.00,0.00,nan,nan,nan,7.36,15.66,5.83,126410,126.40,1.00,126.40,1.00,10.00,127.87,100.00,20.00,100.00,17.96,12.51,2.17,9.76
126.60,1.00,9.02,10.00,0.00,0.00,nan,nan,nan,9.02,14.77,8.16,126610,126.60,1.00,126.60,1.00,10.00,127.92,100.00,20.00,100.00,11.70,10.43,1.81,9.83
126.80,1.00,12.32,10.00,0.00,0.00,nan,nan,nan,12.32,14.00,11.02,126810,126.80,1.00,126.80,1.00,10.00,127.92,100.00,20.00,100.00,15.42,8.00,1.39,9.90
126.40,1.20,7.39,10.00,0.00,0.00,nan,nan,nan,7.39,15.47,5.87,126412,126.40,1.20,126.40,1.20,10.00,127.92,100.00,20.00,100.00,16.26,14.51,2.51,9.68
126.60,1.20,8.48,10.00,0.00,0.00,nan,nan,nan,8.48,14.79,7.60,126612,126.60,1.20,126.60,1.20,10.00,128.91,100.00,20.00,100.00,11.78,11.51,1.99,9.80
126.80,1.20,11.09,10.00,0.00,0.00,nan,nan,nan,11.09,14.03,10.39,126812,126.80,1.20,126.80,1.20,10.00,128.91,100.00,20.00,100.00,17.68,7.32,1.27,9.92
126.60,1.40,7.98,10.00,0.00,0.00,nan,nan,nan,7.98,14.93,7.04,126614,126.60,1.40,126.60,1.40,10.00,129.62,100.00,20.00,100.00,11.99,12.57,2.18,9.76
126.80,1.40,9.82,23.37,0.00,0.00,nan,nan,nan,9.82,14.45,9.75,126814,126.80,1.40,126.80,1.40,8.00,129.62,100.00,20.00,100.00,19.76,6.94,2.82,23.20
128.41,-2.20,213.28,6.94,1.05,5.26,nan,nan,nan,213.96,14.52,49.71,1284022,128.40,-2.20,128.40,-2.20,11.00,105.16,100.00,20.00,100.00,13.61,50.47,5.35,4.42
128.60,-2.20,239.85,6.94,1.05,5.26,nan,nan,nan,240.54,14.44,49.50,1286022,128.60,-2.20,128.59,-2.20,11.00,105.16,100.00,20.00,100.00,14.65,50.11,5.33,4.45
128.80,-2.20,265.53,6.94,1.05,5.26,nan,nan,nan,266.22,14.40,48.72,1288022,128.80,-2.20,128.79,-2.20,11.00,105.16,100.00,20.00,100.00,15.01,49.93,5.31,4.47
128.99,-2.20,291.27,6.63,1.05,5.26,nan,nan,nan,291.98,14.28,47.13,1290022,129.00,-2.20,128.99,-2.20,11.00,105.16,100.00,20.00,100.00,15.45,48.84,4.99,4.37
127.81,-2.00,129.06,7.21,1.05,5.26,nan,nan,nan,129.77,16.62,47.02,1278020,127.80,-2.00,127.81,-2.00,12.00,105.16,100.00,20.00,100.00,11.73,49.44,5.48,4.69
128.01,-2.00,155.11,7.21,1.05,5.26,nan,nan,nan,155.81,15.43,48.66,1280020,128.00,-2.00,128.01,-2.00,12.00,105.16,100.00,20.00,100.00,11.42,50.15,5.54,4.62
128.21,-2.00,180.79,6.94,1.05,5.26,nan,nan,nan,181.47,14.79,49.45,1282020,128.20,-2.00,128.21,-2.00,11.00,105.16,100.00,20.00,100.00,12.20,49.64,5.29,4.49
128.41,-2.00,207.06,6.94,1.05,5.26,nan,nan,nan,207.74,14.52,49.71,1284020,128.40,-2.00,128.40,-2.00,11.00,105.16,100.00,20.00,100.00,13.34,49.85,5.31,4.47
128.61,-2.00,232.64,6.94,1.05,5.26,nan,nan,nan,233.33,14.44,49.50,1286020,128.60,-2.00,128.60,-2.00,11.00,105.16,100.00,20.00,100.00,14.01,49.88,5.31,4.47
128.81,-2.00,258.36,6.94,1.08,5.39,nan,nan,nan,259.07,14.40,48.72,1288020,128.80,-2.00,128.80,-2.00,11.00,107.76,100.00,20.00,100.00,13.44,49.95,5.31,4.47
129.01,-2.00,283.68,6.94,1.08,5.39,nan,nan,nan,284.41,14.28,47.13,1290020,129.00,-2.00,129.00,-2.00,11.00,107.76,100.00,20.00,100.00,13.01,48.83,5.22,4.57
129.21,-2.00,307.09,6.63,1.08,5.39,nan,nan,nan,307.86,14.03,44.62,1292020,129.20,-2.00,129.21,-2.00,11.00,107.76,100.00,20.00,100.00,12.90,47.47,4.89,4.48
126.99,-1.79,49.12,7.79,0.50,2.51,nan,nan,nan,49.56,30.57,29.21,1270018,127.00,-1.80,126.99,-1.79,13.00,105.16,100.00,20.00,100.00,27.31,27.80,3.63,6.89
127.21,-1.81,57.78,7.79,1.05,5.26,nan,nan,nan,58.65,25.43,34.45,1272018,127.20,-1.80,127.21,-1.80,13.00,105.16,100.00,20.00,100.00,20.32,38.13,4.81,6.13
127.41,-1.80,76.91,7.21,1.05,5.26,nan,nan,nan,77.71,21.39,39.79,1274018,127.40,-1.80,127.41,-1.80,12.00,105.16,100.00,20.00,100.00,16.92,44.09,5.02,5.18
127.61,-1.80,99.71,6.94,1.05,5.26,nan,nan,nan,100.46,18.53,44.12,1276018,127.60,-1.80,127.60,-1.80,11.00,105.16,100.00,20.00,100.00,15.46,46.56,5.04,4.77
127.81,-1.80,123.30,6.94,1.05,5.26,nan,nan,nan,124.02,16.62,47.02,1278018,127.80,-1.80,127.81,-1.80,11.00,105.16,100.00,20.00,100.00,13.31,49.92,5.31,4.47
128.01,-1.80,149.57,6.94,1.08,5.39,nan,nan,nan,150.28,15.43,48.66,1280018,128.00,-1.80,128.01,-1.80,11.00,107.76,100.00,20.00,100.00,12.47,50.40,5.35,4.42
128.21,-1.80,175.15,6.94,1.08,5.39,nan,nan,nan,175.86,14.79,49.45,1282018,128.20,-1.80,128.21,-1.80,11.00,107.76,100.00,20.00,100.00,12.94,49.35,5.27,4.52
128.41,-1.80,201.00,6.94,1.08,5.39,nan,nan,nan,201.69,14.52,49.71,1284018,128.40,-1.80,128.40,-1.80,11.00,107.76,100.00,20.00,100.00,13.54,49.40,5.27,4.52
128.61,-1.80,226.34,6.94,1.09,5.45,nan,nan,nan,227.05,14.44,49.50,1286018,128.60,-1.80,128.60,-1.80,11.00,108.91,100.00,20.00,100.00,13.62,49.89,5.31,4.47
128.81,-1.80,252.34,7.21,1.09,5.45,nan,nan,nan,253.05,14.40,48.72,1288018,128.80,-1.80,128.80,-1.80,12.00,108.91,100.00,20.00,100.00,12.97,50.33,5.55,4.60
129.01,-1.80,278.08,7.21,1.09,5.45,nan,nan,nan,278.82,14.28,47.13,1290018,129.00,-1.80,129.00,-1.80,12.00,108.91,100.00,20.00,100.00,12.79,49.22,5.46,4.71
129.21,-1.80,302.47,7.21,1.09,5.45,nan,nan,nan,303.25,14.03,44.62,1292018,129.20,-1.80,129.20,-1.80,12.00,108.91,100.00,20.00,100.00,12.79,47.81,5.34,4.84
127.00,-1.60,43.54,7.21,0.19,0.98,nan,nan,nan,43.71,30.57,29.21,1270016,127.00,-1.60,127.00,-1.60,12.00,105.16,100.00,20.00,100.00,18.14,24.72,3.02,6.55
