lon,lat,az,bound,slab,depth
192.6625,51.9682,248.3881,PA/NA,alu,7.612
192.9331,52.0348,248.5254,PA/NA,alu,7.618
193.2037,52.1014,248.6627,PA/NA,alu,7.431
193.4168,52.1484,249.1257,PA/NA,alu,7.491
193.6299,52.1955,249.5888,PA/NA,alu,7.563
193.843,52.2426,250.0519,PA/NA,alu,7.484
194.0561,52.2897,250.5149,PA/NA,alu,7.516
194.2572,52.3424,249.6533,PA/NA,alu,7.556
194.4584,52.3952,248.7917,PA/NA,alu,7.511
194.6596,52.448,247.9301,PA/NA,alu,7.43
194.8607,52.5007,247.0685,PA/NA,alu,7.458
195.0475,52.5488,247.1299,PA/NA,alu,6.372
195.2343,52.5969,247.1912,PA/NA,alu,7.183
195.4211,52.645,247.2525,PA/NA,alu,7.148
195.6079,52.6931,247.3139,PA/NA,alu,7.301
195.7611,52.741,246.2129,PA/NA,alu,7.369
195.9144,52.7889,245.112,PA/NA,alu,7.419
196.0677,52.8368,244.0111,PA/NA,alu,7.416
196.2209,52.8848,242.9101,PA/NA,alu,6.824
196.3909,52.9282,244.0115,PA/NA,alu,7.367
196.5609,52.9715,245.113,PA/NA,alu,7.373
196.7309,53.0148,246.2144,PA/NA,alu,7.229
196.9009,53.0582,247.3158,PA/NA,alu,7.366
197.0925,53.1014,247.9132,PA/NA,alu,7.308
197.2841,53.1446,248.5105,PA/NA,alu,7.389
197.4757,53.1878,249.1078,PA/NA,alu,7.413
197.6672,53.231,249.7052,PA/NA,alu,7.393
197.8516,53.2712,249.846,PA/NA,alu,7.349
198.036,53.3113,249.9869,PA/NA,alu,7.456
198.2204,53.3514,250.1277,PA/NA,alu,7.441
198.4048,53.3916,250.2686,PA/NA,alu,7.499
198.6035,53.4231,251.5615,PA/NA,alu,7.09
198.8023,53.4545,252.8544,PA/NA,alu,7.4
199.0011,53.486,254.1473,PA/NA,alu,7.365
199.1998,53.5174,255.4402,PA/NA,alu,7.414
199.4177,53.5459,256.0619,PA/NA,alu,7.387
199.6356,53.5744,256.6836,PA/NA,alu,7.127
199.8535,53.6029,257.3053,PA/NA,alu,7.317
200.0714,53.6314,257.927,PA/NA,alu,7.033
200.2462,53.6655,256.4559,PA/NA,alu,7.106
200.421,53.6996,254.9848,PA/NA,alu,7.108
200.5958,53.7338,253.5138,PA/NA,alu,6.926
200.7706,53.7679,252.0427,PA/NA,alu,7.147
200.9323,53.8004,251.9957,PA/NA,alu,6.883
201.0939,53.8329,251.9486,PA/NA,alu,6.995
201.2555,53.8655,251.9015,PA/NA,alu,7.08
201.4171,53.898,251.8544,PA/NA,alu,6.889
201.5788,53.9305,251.8073,PA/NA,alu,6.987
201.7404,53.9631,251.7603,PA/NA,alu,6.63
201.9021,53.9956,251.7133,PA/NA,alu,6.714
202.0637,54.0281,251.6662,PA/NA,alu,6.656
202.3295,54.0787,251.8525,PA/NA,alu,6.376
202.5953,54.1294,252.0388,PA/NA,alu,6.575
202.8611,54.18,252.2251,PA/NA,alu,6.409
203.1269,54.2307,252.4115,PA/NA,alu,6.487
203.3256,54.2656,252.7055,PA/NA,alu,6.687
203.5243,54.3004,252.9995,PA/NA,alu,6.743
203.7231,54.3353,253.2936,PA/NA,alu,6.87
203.9218,54.3702,253.5876,PA/NA,alu,6.863
204.1646,54.432,250.0813,PA/NA,alu,6.889
204.4075,54.4938,246.5751,PA/NA,alu,6.827
204.5665,54.5477,243.1959,PA/NA,alu,6.688
204.7255,54.6016,239.8166,PA/NA,alu,6.67
204.9357,54.7203,232.8234,PA/NA,alu,6.502
205.146,54.839,225.8302,PA/NA,alu,6.464
205.3067,54.9168,227.9305,PA/NA,alu,6.434
205.4674,54.9945,230.0309,PA/NA,alu,6.428
205.5983,55.0448,231.6126,PA/NA,alu,6.467
205.7292,55.095,233.1943,PA/NA,alu,6.439
205.8601,55.1453,234.776,PA/NA,alu,6.238
205.9909,55.1955,236.3578,PA/NA,alu,6.44
206.1849,55.2747,235.9324,PA/NA,alu,6.406
206.3788,55.3538,235.507,PA/NA,alu,6.365
206.5728,55.4329,235.0816,PA/NA,alu,6.268
206.7668,55.512,234.6562,PA/NA,alu,6.234
206.9679,55.5973,234.3432,PA/NA,alu,6.223
207.1691,55.6825,234.0302,PA/NA,alu,6.22
207.3702,55.7677,233.7172,PA/NA,alu,6.225
207.5714,55.8529,233.4042,PA/NA,alu,6.198
207.7821,55.9389,233.747,PA/NA,alu,6.124
207.9928,56.025,234.0898,PA/NA,alu,6.22
208.1901,56.096,234.9298,PA/NA,alu,6.132
208.3874,56.167,235.7697,PA/NA,alu,6.144
208.5847,56.238,236.6096,PA/NA,alu,5.989
208.782,56.309,237.4496,PA/NA,alu,6.161
208.9497,56.3565,238.882,PA/NA,alu,5.804
209.1175,56.404,240.3145,PA/NA,alu,6.057
209.2853,56.4515,241.7469,PA/NA,alu,6.194
209.453,56.499,243.1793,PA/NA,alu,6.105
209.686,56.561,243.7993,PA/NA,alu,6.119
209.919,56.623,244.4193,PA/NA,alu,6.054
210.158,56.7037,241.5122,PA/NA,alu,5.942
210.397,56.7844,238.6051,PA/NA,alu,5.813
210.6221,56.8657,237.6665,PA/NA,alu,5.79
210.8472,56.947,236.7279,PA/NA,alu,4.74
211.0483,57.0306,234.7689,PA/NA,alu,5.787
211.2495,57.1142,232.8099,PA/NA,alu,5.873
211.3932,57.1791,232.2027,PA/NA,alu,5.939
211.5369,57.244,231.5954,PA/NA,alu,5.94
211.6805,57.3089,230.9882,PA/NA,alu,5.927
211.8242,57.3738,230.3809,PA/NA,alu,5.935
212.011,57.4847,226.3452,PA/NA,alu,5.875
212.1978,57.5956,222.3096,PA/NA,alu,5.831
212.3894,57.7186,221.1116,PA/NA,alu,5.85
212.5809,57.8416,219.9137,PA/NA,alu,5.691
212.7724,57.9689,219.3417,PA/NA,alu,5.193
212.964,58.0961,218.7696,PA/NA,alu,5.628
213.1125,58.2224,215.3235,PA/NA,alu,5.691
213.261,58.3488,211.8774,PA/NA,alu,5.64
213.4274,58.4964,211.2575,PA/NA,alu,5.561
213.5938,58.6441,210.6375,PA/NA,alu,5.482
213.7243,58.7514,211.5016,PA/NA,alu,5.366
213.8548,58.8587,212.3658,PA/NA,alu,5.023
214.032,58.9798,214.7626,PA/NA,alu,5.505
214.2092,59.101,217.1594,PA/NA,alu,5.243
214.42,59.2289,220.2769,PA/NA,alu,3.189
214.5707,59.3157,220.6464,PA/NA,alu,3.081
214.7215,59.4024,221.0159,PA/NA,alu,2.415
214.8723,59.4891,221.3853,PA/NA,alu,1.328
215.023,59.5759,221.7548,PA/NA,alu,1.34
215.1882,59.6615,222.4408,PA/NA,alu,1.314
215.3535,59.7471,223.1268,PA/NA,alu,1.286
215.5188,59.8327,223.8128,PA/NA,alu,1.264
215.684,59.9182,224.4989,PA/NA,alu,1.279
215.93,59.99,228.3942,PA/NA,alu,1.282
216.176,60.0619,232.2896,PA/NA,alu,3.5871
216.422,60.1338,236.185,PA/NA,alu,3.7081
216.668,60.2057,240.0803,PA/NA,alu,4.4278
216.8997,60.2706,240.2925,PA/NA,alu,4.3158
217.1315,60.3354,240.5047,PA/NA,alu,3.6798
217.3632,60.4002,240.7169,PA/NA,alu,3.9608
217.595,60.465,240.9291,PA/NA,alu,3.6245
217.7968,60.449,250.5707,PA/NA,alu,3.3765
217.9985,60.433,260.2122,PA/NA,alu,3.3395
218.2002,60.4169,269.8537,PA/NA,alu,3.1375
218.402,60.4009,279.4953,PA/NA,alu,3.6635
218.664,60.3554,275.0679,PA/NA,alu,3.328
218.926,60.3099,270.6405,PA/NA,alu,3.759
219.1625,60.3276,277.8051,PA/NA,alu,2.602
219.399,60.3454,284.9697,PA/NA,alu,2.327
219.6355,60.3631,292.1343,PA/NA,alu,1.7922
219.872,60.3809,299.2989,PA/NA,alu,2.1822
220.055,60.3081,301.7301,PA/NA,alu,1.8272
220.238,60.2353,304.1613,PA/NA,alu,1.8222
220.421,60.1625,306.5925,PA/NA,alu,2.7632
220.604,60.0897,309.0237,PA/NA,alu,0.7286
220.738,60.0078,311.9928,PA/NA,alu,-0.1584
220.872,59.9258,314.962,PA/NA,alu,0.5736
221.006,59.8439,317.9312,PA/NA,alu,1.0446
221.14,59.7619,320.9003,PA/NA,alu,0.7796
221.2668,59.6553,322.9585,PA/NA,alu,0.3746
221.3935,59.5488,325.0167,PA/NA,alu,0.5796
221.5202,59.4423,327.0749,PA/NA,alu,1.4547
221.647,59.3357,329.1331,PA/NA,alu,-0.1495
221.7805,59.2331,329.1331,PA/NA,alu,0.8385
221.914,59.1304,329.1331,PA/NA,alu,0.7865
222.0475,59.0277,329.1331,PA/NA,alu,0.7135
222.181,58.9251,329.1331,PA/NA,alu,0.8325
253.11,21.799,342.6086,RI/NA,cam,2.902
253.138,21.716,342.6086,RI/NA,cam,3.08
253.192,21.64,326.5739,RI/NA,cam,3.08
253.243,21.483,343.2008,RI/NA,cam,3.227
253.3095,21.397,333.736,RI/NA,cam,3.227
253.376,21.311,324.2711,RI/NA,cam,3.621
253.449,21.236,317.806,RI/NA,cam,4.087
253.475,21.184,313.481,RI/NA,cam,3.915
253.558,21.121,341.7821,RI/NA,cam,4.421
253.5885,20.9805,345.1671,RI/NA,cam,4.648
253.619,20.84,348.552,RI/NA,cam,4.634
253.61599999999999,20.739,355.0716,RI/NA,cam,4.588
253.613,20.638,1.5913,RI/NA,cam,4.001
253.614,20.533,0.5404,RI/NA,cam,3.691
253.615,20.428,359.4896,RI/NA,cam,3.856
253.63150000000002,20.3155,355.8313,RI/NA,cam,3.919
253.648,20.203,352.1731,RI/NA,cam,4.089
253.6885,20.0595,348.67,RI/NA,cam,4.257
253.72899999999998,19.916,345.1669,RI/NA,cam,4.5
253.804,19.78,338.8829,RI/NA,cam,4.594
253.87900000000002,19.644,332.5989,RI/NA,cam,4.823
253.965,19.523,329.4047,RI/NA,cam,4.735
254.051,19.402,326.2104,RI/NA,cam,4.927
254.156,19.283,323.228,RI/NA,cam,4.757
254.261,19.164,320.2456,RI/NA,cam,4.749
254.35750000000002,19.0725,317.685,RI/NA,cam,4.685
254.454,18.981,315.1244,RI/NA,cam,4.961
254.6035,18.8715,311.4574,RI/NA,cam,4.176
254.753,18.762,307.7905,RI/NA,cam,4.042
254.753,18.7448,306.8728,RI/NA,cam,3.771
254.85500000000002,18.6748,306.4139,RI/NA,cam,3.975
254.957,18.6048,305.9551,RI/NA,cam,4.202
255.0365,18.5413,307.0053,RI/NA,cam,3.81
255.11599999999999,18.4778,308.0554,RI/NA,cam,4.054
255.19549999999998,18.4143,309.1055,RI/NA,cam,4.343
255.275,18.3508,310.1557,RI/NA,cam,4.626
255.4345,18.2713,303.9515,RI/NA,cam,4.854
255.594,18.1918,297.7472,RI/NA,cam,4.897
255.7015,18.1563,297.7472,RI/NA,cam,5.062
255.809,18.1208,297.7472,RI/NA,cam,5.35
255.9087,18.0663,297.9363,RI/NA,cam,5.517
256.0085,18.0118,298.1254,RI/NA,cam,5.052
256.1082,17.9573,298.3145,RI/NA,cam,5.7
256.20799999999997,17.9028,298.5036,RI/NA,cam,5.127
256.356,17.8265,298.5036,RI/NA,cam,4.594
256.504,17.7503,298.5036,RI/NA,cam,4.789
256.652,17.674,298.5036,RI/NA,cam,5.014
256.8,17.5977,298.5036,RI/NA,cam,5.079
256.896,17.5558,298.0265,RI/NA,cam,5.22
256.992,17.514,297.5493,RI/NA,cam,4.613
257.08799999999997,17.4721,297.0721,RI/NA,cam,5.122
257.18399999999997,17.4302,296.5949,RI/NA,cam,4.528
257.28,17.3883,296.1177,RI/NA,cam,4.765
257.376,17.3464,295.6405,RI/NA,cam,4.811
257.472,17.3045,295.1633,RI/NA,cam,5.015
257.568,17.2627,294.6862,RI/NA,cam,4.434
257.65909999999997,17.2309,294.118,RI/NA,cam,4.791
257.7502,17.1992,293.5499,RI/NA,cam,4.334
257.8414,17.1675,292.9818,RI/NA,cam,3.306
257.9325,17.1357,292.4137,RI/NA,cam,4.141
258.0237,17.1039,291.8456,RI/NA,cam,4.087
258.1148,17.0722,291.2775,RI/NA,cam,3.62
258.2059,17.0404,290.7094,RI/NA,cam,4.594
258.297,17.0087,290.1413,RI/NA,cam,4.321
258.4015,16.9599,290.8867,RI/NA,cam,5.351
258.506,16.9112,291.632,RI/NA,cam,5.643
258.6105,16.8625,292.3773,RI/NA,cam,5.113
258.71500000000003,16.8137,293.1227,RI/NA,cam,4.774
258.8195,16.7649,293.8681,RI/NA,cam,4.582
258.924,16.7161,294.6135,RI/NA,cam,5.548
259.0285,16.6673,295.3588,RI/NA,cam,5.016
259.133,16.6186,296.1042,RI/NA,cam,5.589
259.2657,16.5701,294.8127,RI/NA,cam,5.458
259.3985,16.5216,293.5212,RI/NA,cam,5.712
259.5312,16.4731,292.2296,RI/NA,cam,5.625
259.664,16.4246,290.9381,RI/NA,cam,5.834
259.7965,16.3886,289.6749,RI/NA,cam,5.641
259.929,16.3526,288.4117,RI/NA,cam,5.179
260.0615,16.3166,287.1486,RI/NA,cam,4.654
260.194,16.2806,285.8854,RI/NA,cam,5.66
260.2867,16.2396,288.1069,RI/NA,cam,5.177
260.3795,16.1986,290.3283,RI/NA,cam,5.546
260.4723,16.1576,292.5497,RI/NA,cam,5.546
260.565,16.1166,294.7711,RI/NA,cam,5.653
260.66679999999997,16.0628,295.7909,RI/NA,cam,5.3
260.7685,16.0091,296.8107,RI/NA,cam,5.61
260.8702,15.9553,297.8304,RI/NA,cam,5.203
260.972,15.9016,298.8502,RI/NA,cam,5.307
261.082,15.8646,296.4706,RI/NA,cam,5.003
261.192,15.8276,294.091,RI/NA,cam,4.911
261.302,15.7906,291.7115,RI/NA,cam,4.365
261.41200000000003,15.7536,289.3319,RI/NA,cam,5.5
261.5175,15.7209,288.9814,RI/NA,cam,5.151
261.623,15.6881,288.6309,RI/NA,cam,5.237
261.7285,15.6554,288.2803,RI/NA,cam,5.214
261.834,15.6226,287.9298,RI/NA,cam,5.581
261.9528,15.5896,287.4863,RI/NA,cam,5.397
262.0715,15.5566,287.0428,RI/NA,cam,5.14
262.1902,15.5236,286.5993,RI/NA,cam,5.152
262.30899999999997,15.4905,286.1558,RI/NA,cam,5.21
262.4275,15.453,286.6763,RI/NA,cam,5.301
262.546,15.4155,287.1968,RI/NA,cam,4.913
262.6645,15.378,287.7173,RI/NA,cam,5.174
262.783,15.3405,288.2377,RI/NA,cam,4.636
262.9064,15.3336,284.5266,RI/NA,cam,5.077
263.0297,15.3267,280.8155,RI/NA,cam,5.126
263.1531,15.3198,277.1044,RI/NA,cam,5.356
263.27639999999997,15.3129,273.3933,RI/NA,cam,5.421
263.4024,15.3074,273.2047,RI/NA,cam,5.657
263.52840000000003,15.302,273.016,RI/NA,cam,5.375
263.6544,15.2965,272.8274,RI/NA,cam,5.46
263.7805,15.291,272.6387,RI/NA,cam,5.604
263.884,15.2768,274.0158,RI/NA,cam,5.606
263.9875,15.2626,275.3929,RI/NA,cam,5.514
264.091,15.2484,276.77,RI/NA,cam,4.953
264.1946,15.2342,278.1471,RI/NA,cam,4.985
264.2794,15.1937,282.6887,RI/NA,cam,5.218
264.3643,15.1533,287.2302,RI/NA,cam,5.118
264.4492,15.1129,291.7717,RI/NA,cam,5.539
264.534,15.0725,296.3133,RI/NA,cam,5.681
264.6213,15.0218,297.5097,RI/NA,cam,5.368
264.7085,14.971,298.706,RI/NA,cam,5.725
264.7957,14.9202,299.9024,RI/NA,cam,5.725
264.883,14.8695,301.0987,RI/NA,cam,6.343
265.005,14.776,304.7665,RI/NA,cam,6.07
265.127,14.6825,308.4344,RI/NA,cam,5.831
265.2097,14.6273,307.4868,RI/NA,cam,6.211
265.2925,14.572,306.5392,RI/NA,cam,6.211
265.3752,14.5167,305.5916,RI/NA,cam,6.073
265.45799999999997,14.4615,304.644,RI/NA,cam,5.735
265.5797,14.3972,303.1426,RI/NA,cam,5.904
265.7015,14.333,301.6411,RI/NA,cam,6.267
265.8233,14.2687,300.1396,RI/NA,cam,6.609
265.945,14.2044,298.6381,RI/NA,cam,6.013
266.04290000000003,14.1496,298.9849,RI/NA,cam,6.587
266.1409,14.0948,299.3317,RI/NA,cam,6.562
266.23879999999997,14.04,299.6785,RI/NA,cam,6.362
266.3368,13.9852,300.0254,RI/NA,cam,6.007
266.42449999999997,13.938,299.7848,RI/NA,cam,6.609
266.5123,13.8907,299.5441,RI/NA,cam,6.367
266.6001,13.8435,299.3034,RI/NA,cam,6.514
266.6879,13.7962,299.0628,RI/NA,cam,6.202
266.7768,13.7555,298.1166,RI/NA,cam,6.28
266.8657,13.7148,297.1704,RI/NA,cam,6.007
266.9546,13.6741,296.2242,RI/NA,cam,6.069
267.0434,13.6334,295.2781,RI/NA,cam,6.475
267.1964,13.5431,298.2812,RI/NA,cam,6.2
267.3494,13.4528,301.2844,RI/NA,cam,6.245
267.43600000000004,13.4077,300.5196,RI/NA,cam,6.477
267.5227,13.3625,299.7548,RI/NA,cam,6.268
267.6094,13.3174,298.99,RI/NA,cam,5.866
267.696,13.2722,298.2252,RI/NA,cam,6.319
267.795,13.2192,298.5059,RI/NA,cam,5.934
267.894,13.1663,298.7867,RI/NA,cam,5.934
268.0403,13.1045,296.1288,RI/NA,cam,6.041
268.1865,13.0428,293.471,RI/NA,cam,5.531
268.3012,12.9854,294.4062,RI/NA,cam,6.025
268.416,12.928,295.3415,RI/NA,cam,5.988
268.5308,12.8707,296.2768,RI/NA,cam,5.375
268.6456,12.8133,297.2121,RI/NA,cam,5.861
268.7581,12.7569,297.214,RI/NA,cam,5.556
268.87059999999997,12.7006,297.2158,RI/NA,cam,5.137
268.9831,12.6442,297.2176,RI/NA,cam,5.376
269.0956,12.5879,297.2194,RI/NA,cam,5.178
269.102,12.5663,291.1406,RI/NA,cam,5.178
269.2377,12.5308,289.6209,RI/NA,cam,5.328
269.3734,12.4953,288.1012,RI/NA,cam,5.455
269.5091,12.4598,286.5815,RI/NA,cam,5.365
269.6447,12.4243,285.0618,RI/NA,cam,5.984
269.8146,12.3602,286.5982,RI/NA,cam,5.992
269.9845,12.296,288.1346,RI/NA,cam,5.69
270.1544,12.2318,289.671,RI/NA,cam,5.479
270.3243,12.1676,291.2075,RI/NA,cam,5.944
270.41089999999997,12.1338,291.2824,RI/NA,cam,5.527
270.49760000000003,12.1,291.3573,RI/NA,cam,5.6
270.5842,12.0663,291.4323,RI/NA,cam,5.412
270.6709,12.0325,291.5072,RI/NA,cam,5.807
270.7575,11.9987,291.5822,RI/NA,cam,6.041
270.8441,11.9649,291.6571,RI/NA,cam,5.489
270.9307,11.9311,291.7321,RI/NA,cam,5.592
271.0174,11.8974,291.807,RI/NA,cam,5.398
271.1761,11.8298,292.2536,RI/NA,cam,6.039
271.3347,11.7621,292.7003,RI/NA,cam,5.672
271.4933,11.6945,293.147,RI/NA,cam,5.902
271.652,11.6269,293.5936,RI/NA,cam,5.766
271.7643,11.5627,295.2667,RI/NA,cam,5.402
271.87649999999996,11.4986,296.9398,RI/NA,cam,5.351
271.9887,11.4345,298.6129,RI/NA,cam,5.618
272.101,11.3704,300.2861,RI/NA,cam,5.405
272.2002,11.2957,302.0935,RI/NA,cam,5.229
272.29949999999997,11.221,303.901,RI/NA,cam,5.799
272.3988,11.1463,305.7085,RI/NA,cam,5.091
272.4981,11.0717,307.516,RI/NA,cam,5.068
272.5628,11.0027,308.7458,RI/NA,cam,5.068
