lon,lat,az,bound,slab,depth
19.6828,37.5986,222.2296,NU\EU,ita,10.8191
19.7816,37.6904,220.7883,NU\EU,ita,11.0611
19.8108,37.7805,214.1883,NU\EU,ita,11.1011
19.84,37.8706,207.5883,NU\EU,ita,10.9561
19.8693,37.9607,200.9883,NU\EU,ita,11.0881
19.8985,38.0508,194.3884,NU\EU,ita,11.0191
19.7526,38.1389,185.9969,NU\EU,ita,11.2041
19.6067,38.227,177.6055,NU\EU,ita,9.9491
19.4608,38.3151,169.214,NU\EU,ita,10.7585
19.3149,38.4032,160.8226,NU\EU,ita,10.5965
19.169,38.4913,152.4312,NU\EU,ita,9.0775
19.0231,38.5794,144.0397,NU\EU,ita,8.0594
18.8772,38.6675,135.6483,NU\EU,ita,9.2444
18.7313,38.7557,127.2568,NU\EU,ita,9.3704
18.5537,38.8678,127.6581,NU\EU,ita,8.1694
18.376,38.98,128.0594,NU\EU,ita,7.1464
18.1984,39.0922,128.4608,NU\EU,ita,7.3624
18.0208,39.2043,128.8621,NU\EU,ita,7.2414
17.915,39.3038,131.7543,NU\EU,ita,7.1664
17.8091,39.4032,134.6465,NU\EU,ita,7.1104
17.7033,39.5027,137.5387,NU\EU,ita,7.0934
17.5974,39.6021,140.4308,NU\EU,ita,6.6978
17.4789,39.7048,140.4308,NU\EU,ita,6.6238
17.3604,39.8074,140.4308,NU\EU,ita,4.6661
17.2418,39.91,140.4308,NU\EU,ita,4.3851
17.1233,40.0127,140.4308,NU\EU,ita,4.7051
138.4312,9.3743,195.7444,PA/PS,izu,6.656
138.4728,9.5201,195.7444,PA/PS,izu,7.833
138.5145,9.6658,195.7444,PA/PS,izu,7.312
138.5562,9.8116,195.7444,PA/PS,izu,7.76
138.5978,9.9574,195.7444,PA/PS,izu,6.745
138.6373,10.1232,195.1105,PA/PS,izu,7.185
138.6768,10.289,194.4766,PA/PS,izu,7.173
138.7163,10.4548,193.8426,PA/PS,izu,6.883
138.7558,10.6206,193.2087,PA/PS,izu,7.32
138.8136,10.7828,196.2591,PA/PS,izu,6.692
138.8715,10.9451,199.3094,PA/PS,izu,6.47
138.9257,11.0207,207.2384,PA/PS,izu,7.518
138.98,11.0964,215.1674,PA/PS,izu,7.754
139.0916,11.1355,250.3596,PA/PS,izu,6.959
139.2404,11.1058,281.535,PA/PS,izu,7.143
139.3484,11.0115,279.7288,PA/PS,izu,7.735
139.4564,10.9173,277.9226,PA/PS,izu,8.057
139.6042,10.9064,276.1164,PA/PS,izu,7.514
139.7519,10.8956,274.3102,PA/PS,izu,7.012
139.926,10.9208,267.9755,PA/PS,izu,5.691
140.1,10.946,261.6407,PA/PS,izu,5.381
140.2183,10.9279,265.9518,PA/PS,izu,4.708
140.3366,10.9098,270.2629,PA/PS,izu,5.782
140.4549,10.8918,274.574,PA/PS,izu,5.654
140.5732,10.8737,278.8852,PA/PS,izu,6.069
140.7015,10.8918,274.6346,PA/PS,izu,6.089
140.8298,10.9098,270.384,PA/PS,izu,6.222
140.9581,10.9279,266.1334,PA/PS,izu,7.279
141.0864,10.946,261.8827,PA/PS,izu,8.072
141.2212,10.9909,259.2383,PA/PS,izu,7.799
141.3561,11.0358,256.594,PA/PS,izu,8.685
141.4909,11.0808,253.9497,PA/PS,izu,9.744
141.6258,11.1257,251.3054,PA/PS,izu,8.55
141.7789,11.1967,248.0084,PA/PS,izu,9.298
141.932,11.2678,244.7115,PA/PS,izu,9.892
142.1043,11.2924,253.2228,PA/PS,izu,9.651
142.2766,11.3171,261.7341,PA/PS,izu,10.025
142.377,11.3286,262.1412,PA/PS,izu,10.313
142.4773,11.3402,262.5482,PA/PS,izu,10.222
142.5777,11.3517,262.9552,PA/PS,izu,10.018
142.678,11.3632,263.3623,PA/PS,izu,9.672
142.7835,11.3766,263.0213,PA/PS,izu,9.67
142.8891,11.3899,262.6802,PA/PS,izu,9.028
142.9986,11.4174,259.1505,PA/PS,izu,9.699
143.108,11.4449,255.6208,PA/PS,izu,9.634
143.1199,11.4568,258.1556,PA/PS,izu,9.634
143.2121,11.4717,257.7735,PA/PS,izu,9.15
143.3043,11.4865,257.3914,PA/PS,izu,9.085
143.3965,11.5014,257.0093,PA/PS,izu,9.153
143.4888,11.5163,256.6273,PA/PS,izu,9.051
143.4888,11.5223,255.099,PA/PS,izu,9.051
143.5906,11.5596,253.7011,PA/PS,izu,8.918
143.6925,11.597,252.3033,PA/PS,izu,9.075
143.7944,11.6344,250.9055,PA/PS,izu,8.965
143.8962,11.6718,249.5076,PA/PS,izu,9.319
143.9791,11.7248,246.3601,PA/PS,izu,9.235
144.062,11.7777,243.2125,PA/PS,izu,9.14
144.1449,11.8306,240.065,PA/PS,izu,9.189
144.2279,11.8836,236.9174,PA/PS,izu,8.466
144.3257,11.9179,240.2593,PA/PS,izu,9.648
144.4235,11.9523,243.6011,PA/PS,izu,9.269
144.5213,11.9867,246.9429,PA/PS,izu,10.307
144.619,12.021,250.2848,PA/PS,izu,10.307
144.7536,12.0822,247.688,PA/PS,izu,9.982
144.8882,12.1434,245.0913,PA/PS,izu,9.181
145.0572,12.2077,246.9275,PA/PS,izu,9.23
145.2262,12.272,248.7638,PA/PS,izu,9.185
145.3288,12.3331,243.7122,PA/PS,izu,9.432
145.4313,12.3941,238.6606,PA/PS,izu,9.14
145.5611,12.5206,238.6606,PA/PS,izu,8.078
145.691,12.647,238.6606,PA/PS,izu,8.793
145.8235,12.7357,237.1895,PA/PS,izu,7.915
145.956,12.8245,235.7184,PA/PS,izu,9.892
146.0885,12.9133,234.2473,PA/PS,izu,9.976
146.221,13.002,232.7762,PA/PS,izu,9.621
146.31,13.0679,232.7762,PA/PS,izu,7.412
146.399,13.1339,232.7762,PA/PS,izu,6.991
146.488,13.1998,232.7762,PA/PS,izu,8.548
146.5769,13.2657,232.7762,PA/PS,izu,9.485
146.6519,13.3495,229.8591,PA/PS,izu,9.383
146.727,13.4333,226.942,PA/PS,izu,8.619
146.8021,13.517,224.0249,PA/PS,izu,8.142
146.8772,13.6008,221.1078,PA/PS,izu,8.708
146.9581,13.7546,217.6069,PA/PS,izu,8.296
147.0391,13.9084,214.1059,PA/PS,izu,9.098
147.12,14.0622,210.6049,PA/PS,izu,9.182
147.201,14.216,207.1039,PA/PS,izu,9.084
147.2337,14.3097,206.0466,PA/PS,izu,9.297
147.2663,14.4035,204.9893,PA/PS,izu,8.778
147.2989,14.4972,203.932,PA/PS,izu,9.144
147.3315,14.591,202.8747,PA/PS,izu,9.142
147.3641,14.6847,201.8174,PA/PS,izu,9.019
147.3967,14.7785,200.7601,PA/PS,izu,8.61
147.4293,14.8722,199.7028,PA/PS,izu,8.365
147.462,14.966,198.6455,PA/PS,izu,7.871
147.5032,15.0936,198.319,PA/PS,izu,7.422
147.5444,15.2211,197.9925,PA/PS,izu,7.647
147.5856,15.3487,197.666,PA/PS,izu,7.152
147.6269,15.4763,197.3396,PA/PS,izu,7.499
147.647,15.5693,195.9517,PA/PS,izu,7.502
147.6671,15.6622,194.5637,PA/PS,izu,7.502
147.6873,15.7551,193.1758,PA/PS,izu,7.061
147.7074,15.848,191.7879,PA/PS,izu,6.721
147.7273,16.0168,190.4592,PA/PS,izu,6.078
147.7472,16.1855,189.1306,PA/PS,izu,5.429
147.7671,16.3543,187.8019,PA/PS,izu,6.418
147.787,16.523,186.4733,PA/PS,izu,8.344
147.7934,16.6171,186.1312,PA/PS,izu,8.482
147.7998,16.7112,185.7891,PA/PS,izu,8.019
147.8063,16.8054,185.447,PA/PS,izu,8.155
147.8127,16.8995,185.1048,PA/PS,izu,8.743
147.8191,16.9937,184.7627,PA/PS,izu,8.422
147.8255,17.0878,184.4206,PA/PS,izu,8.34
147.8319,17.182,184.0785,PA/PS,izu,8.305
147.8383,17.2761,183.7364,PA/PS,izu,8.565
147.8349,17.3741,183.0314,PA/PS,izu,8.565
147.8315,17.4721,182.3263,PA/PS,izu,8.731
147.8281,17.5701,181.6213,PA/PS,izu,8.519
147.8247,17.6681,180.9162,PA/PS,izu,8.528
147.8213,17.766,180.2112,PA/PS,izu,8.603
147.8179,17.864,179.5061,PA/PS,izu,8.416
147.8145,17.962,178.801,PA/PS,izu,5.228
147.811,18.06,178.0959,PA/PS,izu,7.16
147.797,18.2062,177.2707,PA/PS,izu,7.456
147.783,18.3523,176.4455,PA/PS,izu,6.912
147.769,18.4984,175.6203,PA/PS,izu,4.286
147.755,18.6446,174.7951,PA/PS,izu,6.178
147.721,18.7765,172.6637,PA/PS,izu,6.842
147.687,18.9083,170.5323,PA/PS,izu,6.971
147.653,19.0402,168.4009,PA/PS,izu,7.046
147.619,19.172,166.2695,PA/PS,izu,6.171
147.5793,19.3152,166.0301,PA/PS,izu,6.411
147.5395,19.4585,165.7906,PA/PS,izu,4.471
147.4998,19.6018,165.5512,PA/PS,izu,6.37
147.46,19.745,165.3117,PA/PS,izu,6.885
147.3967,19.8845,163.2043,PA/PS,izu,7.148
147.3335,20.024,161.0969,PA/PS,izu,6.553
147.2702,20.1635,158.9896,PA/PS,izu,6.212
147.207,20.303,156.8822,PA/PS,izu,6.237
147.16,20.4285,157.8224,PA/PS,izu,4.698
147.113,20.554,158.7625,PA/PS,izu,6.478
147.066,20.6795,159.7027,PA/PS,izu,6.559
147.019,20.805,160.6428,PA/PS,izu,6.299
146.9698,20.9365,160.6574,PA/PS,izu,6.616
146.9205,21.068,160.6721,PA/PS,izu,6.873
146.8713,21.1995,160.6867,PA/PS,izu,6.547
146.822,21.331,160.7013,PA/PS,izu,6.845
146.7527,21.4307,157.2996,PA/PS,izu,6.87
146.6835,21.5305,153.8978,PA/PS,izu,7.137
146.6142,21.6303,150.496,PA/PS,izu,7.187
146.545,21.73,147.0942,PA/PS,izu,7.272
146.4243,21.8477,144.4074,PA/PS,izu,7.349
146.3035,21.9655,141.7206,PA/PS,izu,7.17
146.1827,22.0832,139.0337,PA/PS,izu,6.847
146.062,22.201,136.3469,PA/PS,izu,6.988
145.9658,22.2649,134.9954,PA/PS,izu,7.417
145.8695,22.3287,133.6438,PA/PS,izu,7.765
145.7732,22.3926,132.2922,PA/PS,izu,8.002
145.677,22.4565,130.9407,PA/PS,izu,7.769
145.5807,22.5204,129.5891,PA/PS,izu,8.114
145.4845,22.5842,128.2376,PA/PS,izu,7.689
145.3882,22.6481,126.886,PA/PS,izu,7.844
145.292,22.712,125.5345,PA/PS,izu,8.455
145.2188,22.7792,126.6933,PA/PS,izu,8.037
145.1455,22.8465,127.8522,PA/PS,izu,8.224
145.0722,22.9138,129.0111,PA/PS,izu,7.454
144.999,22.981,130.1699,PA/PS,izu,7.5015
144.9257,23.0483,131.3288,PA/PS,izu,7.4945
144.8525,23.1155,132.4876,PA/PS,izu,7.2225
144.7792,23.1827,133.6464,PA/PS,izu,7.2225
144.706,23.25,134.8053,PA/PS,izu,6.5905
144.6215,23.3177,134.3311,PA/PS,izu,6.2825
144.537,23.3854,133.8569,PA/PS,izu,6.2445
144.4526,23.4531,133.3827,PA/PS,izu,6.6468
144.3681,23.5207,132.9084,PA/PS,izu,6.6468
144.2836,23.5884,132.4341,PA/PS,izu,6.9818
144.1992,23.6561,131.9599,PA/PS,izu,7.7668
144.1147,23.7237,131.4857,PA/PS,izu,8.5128
144.0302,23.7914,131.0115,PA/PS,izu,8.5128
143.9667,23.8663,132.4055,PA/PS,izu,8.6708
143.9032,23.9413,133.7995,PA/PS,izu,8.4808
143.8397,24.0162,135.1934,PA/PS,izu,8.2778
143.7761,24.0912,136.5874,PA/PS,izu,8.2778
143.7126,24.1662,137.9814,PA/PS,izu,8.1848
143.649,24.2411,139.3753,PA/PS,izu,8.7928
143.5855,24.316,140.7692,PA/PS,izu,8.8808
143.522,24.391,142.1632,PA/PS,izu,8.3198
143.428,24.5315,145.4045,PA/PS,izu,8.4365
143.3341,24.672,148.6458,PA/PS,izu,8.4675
143.2746,24.8,152.8651,PA/PS,izu,7.4985
143.2151,24.9279,157.0845,PA/PS,izu,7.0245
143.2002,25.1005,161.6958,PA/PS,izu,6.1425
143.1853,25.273,166.3071,PA/PS,izu,6.4175
143.1705,25.4455,170.9185,PA/PS,izu,5.7215
143.1556,25.6181,175.5298,PA/PS,izu,4.7783
143.1744,25.7958,178.0139,PA/PS,izu,5.4213
143.1933,25.9735,180.498,PA/PS,izu,4.6073
143.2122,26.1513,182.9821,PA/PS,izu,3.5493
143.231,26.329,185.4663,PA/PS,izu,3.9693
143.2382,26.431,185.0108,PA/PS,izu,4.5413
143.2455,26.533,184.5552,PA/PS,izu,5.5483
143.2527,26.635,184.0996,PA/PS,izu,6.144
143.26,26.737,183.6441,PA/PS,izu,8.065
143.2619,26.8281,183.3206,PA/PS,izu,8.339
143.2638,26.9192,182.997,PA/PS,izu,8.71
143.2656,27.0103,182.6735,PA/PS,izu,8.831
143.2675,27.1014,182.3499,PA/PS,izu,9.086
143.2694,27.1926,182.0263,PA/PS,izu,9.098
143.2713,27.2837,181.7027,PA/PS,izu,9.409
143.2731,27.3748,181.3791,PA/PS,izu,9.44
143.275,27.4659,181.0556,PA/PS,izu,8.998
143.2744,27.5925,180.7326,PA/PS,izu,9.0213
143.2738,27.7191,180.4096,PA/PS,izu,8.9943
143.2732,27.8457,180.0867,PA/PS,izu,8.7633
143.2727,27.9723,179.7637,PA/PS,izu,8.4243
143.2355,28.0994,176.192,PA/PS,izu,8.7963
143.1982,28.2264,172.6204,PA/PS,izu,8.5793
143.161,28.3534,169.0487,PA/PS,izu,8.9533
143.1237,28.4804,165.4771,PA/PS,izu,8.9593
143.0489,28.605,162.1484,PA/PS,izu,9.3439
142.974,28.7297,158.8198,PA/PS,izu,9.8279
142.8991,28.8544,155.4912,PA/PS,izu,9.4629
142.8242,28.9791,152.1625,PA/PS,izu,9.4829
142.7634,29.1263,154.1545,PA/PS,izu,9.4159
142.7026,29.2736,156.1465,PA/PS,izu,9.8119
142.6418,29.4209,158.1385,PA/PS,izu,9.2959
142.581,29.5682,160.1304,PA/PS,izu,9.0085
142.554,29.7081,162.7168,PA/PS,izu,9.4405
142.527,29.8481,165.3032,PA/PS,izu,9.8535
142.5,29.9881,167.8897,PA/PS,izu,9.086
142.473,30.128,170.4761,PA/PS,izu,9.961
142.4324,30.2173,167.4916,PA/PS,izu,9.851
142.3918,30.3066,164.507,PA/PS,izu,10.041
142.3512,30.3959,161.5225,PA/PS,izu,9.509
142.3106,30.4853,158.538,PA/PS,izu,9.397
142.2842,30.5864,160.7261,PA/PS,izu,9.769
142.2577,30.6876,162.9142,PA/PS,izu,9.439
142.2312,30.7888,165.1023,PA/PS,izu,9.439
142.2047,30.89,167.2904,PA/PS,izu,10.13
142.1933,30.9962,169.1486,PA/PS,izu,9.685
142.1818,31.1025,171.0068,PA/PS,izu,9.903
142.1704,31.2088,172.865,PA/PS,izu,9.804
142.159,31.315,174.7233,PA/PS,izu,9.778
142.144,31.482,174.9454,PA/PS,izu,10.074
142.129,31.649,175.1676,PA/PS,izu,9.968
142.114,31.816,175.3898,PA/PS,izu,9.715
142.099,31.983,175.612,PA/PS,izu,9.916
142.0805,32.1262,175.1467,PA/PS,izu,10.159
142.062,32.2694,174.6815,PA/PS,izu,10.09
142.0435,32.4126,174.2163,PA/PS,izu,10.129
142.025,32.5559,173.751,PA/PS,izu,10.189
142.0265,32.6675,175.4742,PA/PS,izu,9.466
142.028,32.779,177.1975,PA/PS,izu,8.622
142.0295,32.8906,178.9207,PA/PS,izu,10.037
142.031,33.0022,180.6439,PA/PS,izu,10.065
142.0221,33.136,178.7219,PA/PS,izu,10.072
142.0131,33.2699,176.7999,PA/PS,izu,10.022
141.9655,33.4068,170.2912,PA/PS,izu,10.075
141.9179,33.5437,163.7826,PA/PS,izu,10.057
141.8941,33.6805,167.7674,PA/PS,izu,10.099
141.8703,33.8174,171.7521,PA/PS,izu,10.047
141.8734,33.9163,171.7521,PA/PS,izu,10.065
141.8766,34.0152,171.7521,PA/PS,izu,10.065
141.8798,34.1141,171.7521,PA/PS,izu,10.043
141.883,34.213,171.7521,PA/PS,izu,10.045
174.5933,-42.1546,261.6829,PA/AU,ker,2.648
174.7305,-42.1404,261.6829,PA/AU,ker,2.712
174.8678,-42.1262,261.6829,PA/AU,ker,2.836
175.005,-42.112,261.6829,PA/AU,ker,3.122
175.1422,-42.0977,261.6829,PA/AU,ker,3.294
175.2794,-42.0834,261.6829,PA/AU,ker,3.11
175.4166,-42.0692,261.6829,PA/AU,ker,3.064
175.5538,-42.055,261.6829,PA/AU,ker,3.079
175.691,-42.0408,261.6829,PA/AU,ker,3.072
175.8137,-42.0052,260.0204,PA/AU,ker,3.149
175.9365,-41.9696,258.3578,PA/AU,ker,3.149
176.0592,-41.934,256.6953,PA/AU,ker,3.191
176.182,-41.8984,255.0328,PA/AU,ker,3.238
176.3048,-41.8628,253.3702,PA/AU,ker,3.242
176.4275,-41.8272,251.7077,PA/AU,ker,3.262
176.5503,-41.7916,250.0451,PA/AU,ker,3.291
176.673,-41.756,248.3826,PA/AU,ker,3.321
176.898,-41.7065,250.9068,PA/AU,ker,3.363
177.123,-41.657,253.431,PA/AU,ker,3.382
177.244,-41.6178,251.6722,PA/AU,ker,3.386
177.365,-41.5785,249.9134,PA/AU,ker,3.392
177.486,-41.5392,248.1546,PA/AU,ker,3.399
177.607,-41.5,246.3958,PA/AU,ker,3.362
177.709,-41.422,240.8815,PA/AU,ker,3.432
177.811,-41.344,235.3671,PA/AU,ker,3.457
177.913,-41.266,229.8528,PA/AU,ker,3.459
178.015,-41.188,224.3384,PA/AU,ker,3.514
178.0822,-41.0928,220.2447,PA/AU,ker,3.484
178.1495,-40.9975,216.151,PA/AU,ker,3.437
178.2167,-40.9023,212.0573,PA/AU,ker,3.39
178.284,-40.807,207.9635,PA/AU,ker,3.604
178.3545,-40.7112,208.25,PA/AU,ker,3.568
178.425,-40.6155,208.5366,PA/AU,ker,3.535
178.4955,-40.5198,208.8231,PA/AU,ker,3.587
178.566,-40.424,209.1097,PA/AU,ker,3.653
178.6225,-40.3397,208.5902,PA/AU,ker,3.824
178.679,-40.2555,208.0708,PA/AU,ker,3.845
178.7355,-40.1713,207.5514,PA/AU,ker,3.837
178.792,-40.087,207.0319,PA/AU,ker,3.852
178.8315,-39.9865,204.4566,PA/AU,ker,3.862
178.871,-39.886,201.8813,PA/AU,ker,3.906
178.9105,-39.7855,199.306,PA/AU,ker,3.906
178.95,-39.685,196.7308,PA/AU,ker,3.94
178.9937,-39.5713,196.6691,PA/AU,ker,3.953
179.0375,-39.4575,196.6074,PA/AU,ker,4.068
179.0813,-39.3438,196.5457,PA/AU,ker,4.051
179.125,-39.23,196.484,PA/AU,ker,4.134
179.17,-39.0595,194.0185,PA/AU,ker,4.028
179.215,-38.889,191.553,PA/AU,ker,3.942
179.2527,-38.8013,193.2919,PA/AU,ker,4.146
179.2905,-38.7135,195.0308,PA/AU,ker,4.124
179.3283,-38.6257,196.7697,PA/AU,ker,4.112
179.366,-38.538,198.5086,PA/AU,ker,4.124
179.4168,-38.4545,200.2353,PA/AU,ker,4.124
179.4675,-38.371,201.9621,PA/AU,ker,3.727
179.5182,-38.2875,203.6889,PA/AU,ker,3.727
179.569,-38.204,205.4156,PA/AU,ker,3.784
179.6228,-38.1041,205.1059,PA/AU,ker,3.808
179.6767,-38.0041,204.7962,PA/AU,ker,4.014
179.7306,-37.9042,204.4865,PA/AU,ker,4.114
179.7845,-37.8042,204.1768,PA/AU,ker,4.177
179.8383,-37.7043,203.8671,PA/AU,ker,4.392
179.8922,-37.6043,203.5573,PA/AU,ker,4.638
179.9461,-37.5044,203.2476,PA/AU,ker,4.844
180.0,-37.4045,202.9379,PA/AU,ker,4.948
180.0602,-37.319,204.5046,PA/AU,ker,5.083
180.1205,-37.2334,206.0713,PA/AU,ker,5.307
180.1807,-37.1479,207.6379,PA/AU,ker,5.345
180.241,-37.0623,209.2046,PA/AU,ker,5.007
180.3115,-36.9601,209.152,PA/AU,ker,5.636
180.382,-36.8579,209.0994,PA/AU,ker,5.205
180.4524,-36.7557,209.0468,PA/AU,ker,5.546
180.5229,-36.6535,208.9941,PA/AU,ker,5.454
180.5933,-36.5513,208.9415,PA/AU,ker,5.328
180.6638,-36.4491,208.8889,PA/AU,ker,5.698
180.7343,-36.3469,208.8363,PA/AU,ker,6.159
180.8047,-36.2447,208.7837,PA/AU,ker,6.411
180.8671,-36.0939,206.1977,PA/AU,ker,6.612
180.9295,-35.943,203.6116,PA/AU,ker,6.422
180.9919,-35.7921,201.0256,PA/AU,ker,6.051
181.0543,-35.6413,198.4396,PA/AU,ker,7.766
181.0975,-35.517,197.7647,PA/AU,ker,8.281
181.1406,-35.3927,197.0899,PA/AU,ker,7.81
181.1837,-35.2683,196.4151,PA/AU,ker,7.722
181.2268,-35.144,195.7403,PA/AU,ker,7.697
181.2853,-35.0345,197.707,PA/AU,ker,7.419
181.3439,-34.925,199.6737,PA/AU,ker,7.292
181.4024,-34.8155,201.6404,PA/AU,ker,7.371
181.461,-34.706,203.607,PA/AU,ker,6.984
181.524,-34.5955,204.3571,PA/AU,ker,7.607
181.587,-34.485,205.1073,PA/AU,ker,7.437
181.6465,-34.363,203.5005,PA/AU,ker,8.022
181.706,-34.241,201.8937,PA/AU,ker,8.201
181.7369,-34.1456,200.1741,PA/AU,ker,7.679
181.7679,-34.0502,198.4545,PA/AU,ker,8.783
181.7989,-33.9548,196.7349,PA/AU,ker,8.299
181.8298,-33.8594,195.0153,PA/AU,ker,8.299
181.9244,-33.7192,202.1311,PA/AU,ker,8.503
182.019,-33.579,209.247,PA/AU,ker,8.772
182.0618,-33.482,206.9746,PA/AU,ker,8.952
182.1045,-33.385,204.7022,PA/AU,ker,8.762
182.1472,-33.288,202.4298,PA/AU,ker,8.611
182.19,-33.191,200.1573,PA/AU,ker,8.748
182.226,-33.0673,198.538,PA/AU,ker,8.674
182.262,-32.9435,196.9187,PA/AU,ker,8.623
182.298,-32.8197,195.2994,PA/AU,ker,9.141
182.334,-32.696,193.68,PA/AU,ker,9.0
182.3687,-32.6085,194.8724,PA/AU,ker,9.089
182.4033,-32.5211,196.0648,PA/AU,ker,8.784
182.438,-32.4337,197.2571,PA/AU,ker,9.132
182.4726,-32.3463,198.4495,PA/AU,ker,8.672
182.5263,-32.1797,196.8376,PA/AU,ker,9.749
182.58,-32.0132,195.2257,PA/AU,ker,9.547
182.6395,-31.9031,199.9204,PA/AU,ker,9.845
182.699,-31.793,204.6152,PA/AU,ker,10.187
182.7473,-31.7077,204.8814,PA/AU,ker,9.458
182.7955,-31.6225,205.1477,PA/AU,ker,9.493
182.8438,-31.5373,205.4139,PA/AU,ker,9.493
182.892,-31.452,205.6802,PA/AU,ker,8.706
182.9393,-31.3483,204.5664,PA/AU,ker,8.878
182.9865,-31.2445,203.4526,PA/AU,ker,8.963
183.0337,-31.1407,202.3388,PA/AU,ker,8.572
183.081,-31.037,201.225,PA/AU,ker,8.164
183.1264,-30.9525,202.0992,PA/AU,ker,8.66
183.1719,-30.868,202.9735,PA/AU,ker,8.66
183.2173,-30.7835,203.8477,PA/AU,ker,9.416
183.2627,-30.699,204.7219,PA/AU,ker,9.416
183.3042,-30.5831,202.8204,PA/AU,ker,9.722
183.3458,-30.4672,200.9189,PA/AU,ker,9.579
183.3873,-30.3513,199.0174,PA/AU,ker,9.832
183.4288,-30.2354,197.1159,PA/AU,ker,9.36
183.4783,-30.1471,199.29,PA/AU,ker,9.923
183.5277,-30.0587,201.464,PA/AU,ker,8.75
183.5772,-29.9704,203.6381,PA/AU,ker,9.132
183.6267,-29.882,205.8122,PA/AU,ker,9.737
183.6718,-29.7799,204.5965,PA/AU,ker,9.817
183.7168,-29.6779,203.3809,PA/AU,ker,9.88
183.7619,-29.5759,202.1653,PA/AU,ker,8.719
183.8069,-29.4738,200.9496,PA/AU,ker,9.387
183.8357,-29.3716,199.1532,PA/AU,ker,10.378
183.8645,-29.2694,197.3568,PA/AU,ker,9.392
183.8932,-29.1672,195.5603,PA/AU,ker,10.132
183.922,-29.065,193.7639,PA/AU,ker,10.256
183.9427,-28.973,193.1111,PA/AU,ker,8.906
183.9635,-28.881,192.4583,PA/AU,ker,8.347
183.9843,-28.789,191.8055,PA/AU,ker,9.661
184.005,-28.697,191.1527,PA/AU,ker,9.661
184.0325,-28.5887,191.5049,PA/AU,ker,8.82
184.06,-28.4805,191.8571,PA/AU,ker,8.63
184.0875,-28.3723,192.2092,PA/AU,ker,8.867
184.115,-28.264,192.5614,PA/AU,ker,8.934
184.14,-28.144,192.0201,PA/AU,ker,9.14
184.165,-28.024,191.4788,PA/AU,ker,8.535
184.19,-27.904,190.9375,PA/AU,ker,8.854
184.215,-27.784,190.3962,PA/AU,ker,9.69
184.2502,-27.6704,191.6236,PA/AU,ker,9.266
184.2853,-27.5568,192.851,PA/AU,ker,9.461
184.3204,-27.4432,194.0784,PA/AU,ker,9.692
184.3556,-27.3296,195.3057,PA/AU,ker,8.265
184.3899,-27.2239,195.494,PA/AU,ker,8.272
184.4241,-27.1182,195.6823,PA/AU,ker,8.146
184.4583,-27.0126,195.8706,PA/AU,ker,8.348
184.4926,-26.9069,196.0589,PA/AU,ker,7.707
184.5137,-26.7895,194.32,PA/AU,ker,7.348
184.5348,-26.672,192.5811,PA/AU,ker,7.353
184.5559,-26.5545,190.8422,PA/AU,ker,7.593
184.577,-26.437,189.1032,PA/AU,ker,8.308
184.579,-26.334,187.0768,PA/AU,ker,8.239
184.581,-26.231,185.0503,PA/AU,ker,7.849
184.583,-26.128,183.0239,PA/AU,ker,7.598
184.585,-26.025,180.9975,PA/AU,ker,7.017
184.6015,-25.877,183.3583,PA/AU,ker,6.392
184.618,-25.729,185.7191,PA/AU,ker,5.739
184.6605,-25.5775,189.9509,PA/AU,ker,6.436
184.703,-25.426,194.1827,PA/AU,ker,6.581
184.721,-25.284,190.3564,PA/AU,ker,6.724
184.739,-25.142,186.53,PA/AU,ker,6.515
184.755,-24.989,185.9688,PA/AU,ker,8.033
184.771,-24.836,185.4075,PA/AU,ker,8.073
184.776,-24.745,184.7694,PA/AU,ker,8.278
184.781,-24.654,184.1313,PA/AU,ker,8.636
184.786,-24.563,183.4932,PA/AU,ker,8.913
184.791,-24.472,182.8552,PA/AU,ker,9.031
184.8177,-24.3715,185.5455,PA/AU,ker,9.564
184.8445,-24.271,188.2357,PA/AU,ker,9.564
184.8713,-24.1705,190.926,PA/AU,ker,9.09
184.898,-24.07,193.6162,PA/AU,ker,9.399
184.9565,-23.91,196.0376,PA/AU,ker,9.464
185.015,-23.75,198.4591,PA/AU,ker,9.688
185.0865,-23.6315,203.6822,PA/AU,ker,9.542
185.158,-23.513,208.9052,PA/AU,ker,10.131
185.2475,-23.367,209.1189,PA/AU,ker,9.866
185.337,-23.221,209.3327,PA/AU,ker,9.869
185.424,-23.0635,208.1196,PA/AU,ker,9.92
185.511,-22.906,206.9064,PA/AU,ker,9.103
185.594,-22.7615,207.3914,PA/AU,ker,8.867
185.677,-22.617,207.8765,PA/AU,ker,9.63
185.723,-22.5352,207.7673,PA/AU,ker,9.432
185.769,-22.4535,207.6581,PA/AU,ker,9.432
185.815,-22.3717,207.5489,PA/AU,ker,9.355
185.861,-22.29,207.4397,PA/AU,ker,9.106
185.9077,-22.1962,206.7708,PA/AU,ker,9.106
185.9545,-22.1025,206.1019,PA/AU,ker,9.018
186.0012,-22.0087,205.433,PA/AU,ker,9.018
186.048,-21.915,204.7642,PA/AU,ker,9.401
186.0815,-21.8178,203.0034,PA/AU,ker,9.12
186.115,-21.7205,201.2426,PA/AU,ker,9.255
186.1485,-21.6232,199.4818,PA/AU,ker,8.626
186.182,-21.526,197.721,PA/AU,ker,8.626
186.2395,-21.387,199.3821,PA/AU,ker,9.042
