lon,lat,az,bound,slab
33.8948,34.4031,250.6957,AF/AN,hel1
34.0542,34.5045,232.4581,AF/AN,hel1
34.1656,34.5748,232.5075,AF/AN,hel1
34.2770,34.6450,232.5570,AF/AN,hel1
34.3884,34.7152,232.6064,AF/AN,hel1
34.4998,34.7855,232.6559,AF/AN,hel1
34.5999,34.8619,231.2825,AF/AN,hel1
34.7000,34.9382,229.9091,AF/AN,hel1
34.8000,35.0146,228.5357,AF/AN,hel1
34.9001,35.0910,227.1623,AF/AN,hel1
35.0156,35.1695,227.9607,AF/AN,hel1
35.1311,35.2480,228.7592,AF/AN,hel1
35.2466,35.3265,229.5576,AF/AN,hel1
35.3621,35.4051,230.3561,AF/AN,hel1
35.4694,35.4761,230.5191,AF/AN,hel1
35.5767,35.5470,230.6822,AF/AN,hel1
35.6840,35.6180,230.8452,AF/AN,hel1
35.7912,35.6890,231.0083,AF/AN,hel1
35.9468,35.7725,231.0083,AF/AN,hel1
36.1023,35.8561,231.0083,AF/AN,hel1
36.2579,35.9397,231.0083,AF/AN,hel1
36.4134,36.0232,231.0083,AF/AN,hel1
18.6580,36.3397,352.7188,EU/NU,hel2
18.6740,36.2391,352.7188,EU/NU,hel2
18.6899,36.1385,352.7188,EU/NU,hel2
18.7059,36.0379,352.7188,EU/NU,hel2
18.7218,35.9374,352.7188,EU/NU,hel2
18.7694,35.8231,349.8838,EU/NU,hel2
18.8169,35.7088,347.0489,EU/NU,hel2
18.8645,35.5945,344.2140,EU/NU,hel2
18.9121,35.4803,341.3791,EU/NU,hel2
18.9491,35.3615,342.4744,EU/NU,hel2
18.9862,35.2426,343.5698,EU/NU,hel2
19.0233,35.1237,344.6652,EU/NU,hel2
19.0603,35.0048,345.7606,EU/NU,hel2
19.1605,34.9364,345.8678,EU/NU,hel2
19.2606,34.8679,345.9749,EU/NU,hel2
19.3607,34.7994,346.0820,EU/NU,hel2
19.4609,34.7309,346.1892,EU/NU,hel2
19.4979,34.6029,337.7121,EU/NU,hel2
19.5350,34.4749,329.2350,EU/NU,hel2
19.5721,34.3469,320.7579,EU/NU,hel2
19.6092,34.2189,312.2808,EU/NU,hel2
19.6989,34.1458,312.8710,EU/NU,hel2
19.7885,34.0728,313.4613,EU/NU,hel2
19.8781,33.9997,314.0515,EU/NU,hel2
19.9677,33.9267,314.6417,EU/NU,hel2
20.0943,33.8033,315.8917,EU/NU,hel2
20.2208,33.6800,317.1417,EU/NU,hel2
20.3474,33.5567,318.3917,EU/NU,hel2
20.4740,33.4334,319.6417,EU/NU,hel2
20.6531,33.4245,308.1356,EU/NU,hel2
20.8321,33.4155,296.6295,EU/NU,hel2
21.0111,33.4065,285.1234,EU/NU,hel2
21.1901,33.3976,273.6174,EU/NU,hel2
21.2955,33.3703,272.5440,EU/NU,hel2
21.4008,33.3430,271.4706,EU/NU,hel2
21.5062,33.3157,270.3972,EU/NU,hel2
21.6116,33.2884,269.3238,EU/NU,hel2
21.7959,33.3023,268.2505,EU/NU,hel2
21.9801,33.3162,267.1771,EU/NU,hel2
22.1643,33.3302,266.1037,EU/NU,hel2
22.3486,33.3441,265.0303,EU/NU,hel2
22.4961,33.3374,266.0802,EU/NU,hel2
22.6435,33.3307,267.1300,EU/NU,hel2
22.7910,33.3240,268.1798,EU/NU,hel2
22.9384,33.3174,269.2296,EU/NU,hel2
23.0859,33.3107,270.2794,EU/NU,hel2
23.2333,33.3041,271.3293,EU/NU,hel2
23.3807,33.2974,272.3791,EU/NU,hel2
23.5282,33.2907,273.4289,EU/NU,hel2
23.6653,33.2039,275.1388,EU/NU,hel2
23.8023,33.1172,276.8487,EU/NU,hel2
23.9393,33.0305,278.5586,EU/NU,hel2
24.0764,32.9438,280.2685,EU/NU,hel2
24.2186,32.9074,281.9785,EU/NU,hel2
24.3608,32.8710,283.6884,EU/NU,hel2
24.5031,32.8346,285.3983,EU/NU,hel2
24.6453,32.7981,287.1082,EU/NU,hel2
24.8244,32.7388,287.6958,EU/NU,hel2
25.0035,32.6796,288.2834,EU/NU,hel2
25.1826,32.6204,288.8709,EU/NU,hel2
25.3618,32.5611,289.4585,EU/NU,hel2
25.5409,32.5019,290.0461,EU/NU,hel2
25.7201,32.4427,290.6336,EU/NU,hel2
25.8992,32.3834,291.2212,EU/NU,hel2
26.0783,32.3242,291.8088,EU/NU,hel2
26.1836,32.3472,287.2979,EU/NU,hel2
26.2889,32.3702,282.7869,EU/NU,hel2
26.3942,32.3932,278.2759,EU/NU,hel2
26.4994,32.4162,273.7649,EU/NU,hel2
26.6046,32.4392,269.2540,EU/NU,hel2
26.7099,32.4622,264.7430,EU/NU,hel2
26.8152,32.4852,260.2321,EU/NU,hel2
26.9205,32.5081,255.7211,EU/NU,hel2
27.0046,32.5768,248.2843,EU/NU,hel2
27.0888,32.6455,240.8475,EU/NU,hel2
27.1729,32.7142,233.4107,EU/NU,hel2
27.2570,32.7829,225.9738,EU/NU,hel2
27.3570,32.8584,226.2454,EU/NU,hel2
27.4569,32.9340,226.5170,EU/NU,hel2
27.5569,33.0096,226.7886,EU/NU,hel2
27.6568,33.0852,227.0602,EU/NU,hel2
27.7568,33.1608,227.3319,EU/NU,hel2
27.8567,33.2364,227.6035,EU/NU,hel2
27.9566,33.3120,227.8751,EU/NU,hel2
28.0565,33.3875,228.1467,EU/NU,hel2
28.2038,33.4334,233.5306,EU/NU,hel2
28.3512,33.4793,238.9145,EU/NU,hel2
28.4986,33.5252,244.2984,EU/NU,hel2
28.6459,33.5712,249.6823,EU/NU,hel2
28.7985,33.6308,248.5149,EU/NU,hel2
28.9511,33.6904,247.3476,EU/NU,hel2
29.1037,33.7501,246.1803,EU/NU,hel2
29.2563,33.8097,245.0129,EU/NU,hel2
29.3299,33.8784,245.0129,EU/NU,hel2
29.4035,33.9471,245.0129,EU/NU,hel2
29.4772,34.0158,245.0129,EU/NU,hel2
29.5508,34.0845,245.0129,EU/NU,hel2
29.6244,34.1532,245.0129,EU/NU,hel2
29.6980,34.2219,245.0129,EU/NU,hel2
29.7716,34.2905,245.0129,EU/NU,hel2
29.8452,34.3592,245.0129,EU/NU,hel2
15.3751,37.3401,280.4033,NU\EU,ita1
15.4893,37.3237,280.4033,NU\EU,ita1
15.6035,37.3072,280.4033,NU\EU,ita1
15.7177,37.2908,280.4033,NU\EU,ita1
15.8319,37.2743,280.4033,NU\EU,ita1
16.0342,37.2916,272.2041,NU\EU,ita1
16.2365,37.3088,264.0049,NU\EU,ita1
16.3833,37.3312,264.0049,NU\EU,ita1
16.5301,37.3537,264.0049,NU\EU,ita1
16.6769,37.3761,264.0049,NU\EU,ita1
16.8237,37.3985,264.0049,NU\EU,ita1
16.9956,37.4505,244.6398,NU\EU,ita1
17.1676,37.5026,225.2747,NU\EU,ita1
17.2935,37.6017,225.2747,NU\EU,ita1
17.4195,37.7008,225.2747,NU\EU,ita1
17.5156,37.8469,216.3947,NU\EU,ita1
17.6117,37.9929,207.5148,NU\EU,ita1
17.6924,38.1392,205.5091,NU\EU,ita1
17.7731,38.2855,203.5033,NU\EU,ita1
17.8089,38.3735,200.6075,NU\EU,ita1
17.8447,38.4615,197.7117,NU\EU,ita1
18.0307,38.5162,193.2573,NU\EU,ita1
18.0582,38.6551,191.0301,NU\EU,ita1
18.0857,38.7941,188.8030,NU\EU,ita1
18.0739,38.9002,181.9244,NU\EU,ita1
18.0621,39.0063,175.0458,NU\EU,ita1
18.0110,39.0880,175.0458,NU\EU,ita1
17.9599,39.1696,175.0458,NU\EU,ita1
15.8376,36.2414,318.1643,NU\EU,ita2
15.9731,36.1195,318.1643,NU\EU,ita2
16.1086,35.9976,318.1643,NU\EU,ita2
16.3071,35.9369,318.1643,NU\EU,ita2
16.5056,35.8763,318.1643,NU\EU,ita2
16.7041,35.8157,318.1643,NU\EU,ita2
16.9027,35.7550,318.1643,NU\EU,ita2
17.1178,35.7715,297.1263,NU\EU,ita2
17.3330,35.7880,276.0883,NU\EU,ita2
17.5481,35.8045,255.0504,NU\EU,ita2
17.7632,35.8211,234.0124,NU\EU,ita2
17.9106,35.9082,234.0124,NU\EU,ita2
18.0579,35.9954,234.0124,NU\EU,ita2
18.2053,36.0825,234.0124,NU\EU,ita2
18.3527,36.1696,234.0124,NU\EU,ita2
18.4239,36.3113,233.8007,NU\EU,ita2
18.4951,36.4529,233.5889,NU\EU,ita2
18.5663,36.5945,233.3772,NU\EU,ita2
18.6375,36.7362,233.1654,NU\EU,ita2
18.8143,36.8459,232.7419,NU\EU,ita2
18.9911,36.9556,232.3184,NU\EU,ita2
19.0899,37.0474,230.8772,NU\EU,ita2
19.1887,37.1393,229.4359,NU\EU,ita2
19.2875,37.2311,227.9946,NU\EU,ita2
19.3864,37.3230,226.5533,NU\EU,ita2
19.4852,37.4149,225.1121,NU\EU,ita2
19.5840,37.5067,223.6708,NU\EU,ita2
19.6828,37.5986,222.2296,NU\EU,ita2
19.7816,37.6904,220.7883,NU\EU,ita2
19.8108,37.7805,214.1883,NU\EU,ita2
19.8400,37.8706,207.5883,NU\EU,ita2
19.8693,37.9607,200.9883,NU\EU,ita2
19.8985,38.0508,194.3884,NU\EU,ita2
19.7526,38.1389,185.9969,NU\EU,ita2
19.6067,38.2270,177.6055,NU\EU,ita2
19.4608,38.3151,169.2140,NU\EU,ita2
19.3149,38.4032,160.8226,NU\EU,ita2
19.1690,38.4913,152.4312,NU\EU,ita2
19.0231,38.5794,144.0397,NU\EU,ita2
18.8772,38.6675,135.6483,NU\EU,ita2
18.7313,38.7557,127.2568,NU\EU,ita2
18.5537,38.8678,127.6581,NU\EU,ita2
18.3760,38.9800,128.0594,NU\EU,ita2
18.1984,39.0922,128.4608,NU\EU,ita2
18.0208,39.2043,128.8621,NU\EU,ita2
17.9150,39.3038,131.7543,NU\EU,ita2
17.8091,39.4032,134.6465,NU\EU,ita2
17.7033,39.5027,137.5387,NU\EU,ita2
17.5974,39.6021,140.4308,NU\EU,ita2
17.4789,39.7048,140.4308,NU\EU,ita2
17.3604,39.8074,140.4308,NU\EU,ita2
17.2418,39.9100,140.4308,NU\EU,ita2
17.1233,40.0127,140.4308,NU\EU,ita2
72.4591,34.6822,317.2560,EU-IN,him
72.6017,34.5556,317.2560,EU-IN,him
72.7443,34.4291,317.2560,EU-IN,him
72.8869,34.3025,317.2560,EU-IN,him
73.0296,34.1759,317.2560,EU-IN,him
73.1705,34.0486,317.3356,EU-IN,him
73.3115,33.9214,317.4153,EU-IN,him
73.4524,33.7942,317.4950,EU-IN,him
73.5933,33.6669,317.5746,EU-IN,him
73.6834,33.6035,316.6704,EU-IN,him
73.7735,33.5401,315.7663,EU-IN,him
73.8636,33.4767,314.8622,EU-IN,him
73.9537,33.4132,313.9580,EU-IN,him
74.0438,33.3498,313.0539,EU-IN,him
74.1339,33.2863,312.1497,EU-IN,him
74.2241,33.2228,311.2455,EU-IN,him
74.3142,33.1594,310.3414,EU-IN,him
74.5080,33.0897,312.1268,EU-IN,him
74.7018,33.0200,313.9122,EU-IN,him
74.8956,32.9503,315.6976,EU-IN,him
75.0894,32.8806,317.4831,EU-IN,him
75.1625,32.7942,318.3759,EU-IN,him
75.2357,32.7078,319.2686,EU-IN,him
75.3089,32.6214,320.1613,EU-IN,him
75.3821,32.5350,321.0540,EU-IN,him
75.4553,32.4486,321.9467,EU-IN,him
75.5285,32.3622,322.8394,EU-IN,him
75.6017,32.2758,323.7322,EU-IN,him
75.6749,32.1894,324.6249,EU-IN,him
75.6867,32.0504,322.2120,EU-IN,him
75.6984,31.9113,319.7992,EU-IN,him
75.7102,31.7723,317.3863,EU-IN,him
75.7220,31.6333,314.9735,EU-IN,him
75.8219,31.5733,313.7671,EU-IN,him
75.9218,31.5134,312.5607,EU-IN,him
76.0216,31.4535,311.3542,EU-IN,him
76.1215,31.3935,310.1478,EU-IN,him
76.2214,31.3335,308.9414,EU-IN,him
76.3212,31.2736,307.7350,EU-IN,him
76.4211,31.2137,306.5285,EU-IN,him
76.5210,31.1537,305.3221,EU-IN,him
76.6424,31.0497,307.7647,EU-IN,him
76.7638,30.9457,310.2074,EU-IN,him
76.8852,30.8417,312.6501,EU-IN,him
77.0067,30.7376,315.0928,EU-IN,him
77.1652,30.6927,314.6526,EU-IN,him
77.3237,30.6478,314.2124,EU-IN,him
77.4822,30.6029,313.7722,EU-IN,him
77.6407,30.5580,313.3320,EU-IN,him
77.7496,30.4750,312.8918,EU-IN,him
77.8585,30.3920,312.4516,EU-IN,him
77.9674,30.3090,312.0114,EU-IN,him
78.0762,30.2261,311.5713,EU-IN,him
78.1628,30.1413,313.3358,EU-IN,him
78.2493,30.0565,315.1003,EU-IN,him
78.3358,29.9717,316.8648,EU-IN,him
78.4224,29.8869,318.6294,EU-IN,him
78.5447,29.8346,318.6702,EU-IN,him
78.6671,29.7823,318.7110,EU-IN,him
78.7895,29.7300,318.7518,EU-IN,him
78.9118,29.6776,318.7925,EU-IN,him
78.9830,29.6065,313.1380,EU-IN,him
79.0543,29.5355,307.4835,EU-IN,him
79.1256,29.4644,301.8290,EU-IN,him
79.1969,29.3934,296.1745,EU-IN,him
79.3451,29.3308,296.1299,EU-IN,him
79.4933,29.2681,296.0852,EU-IN,him
79.6415,29.2054,296.0405,EU-IN,him
79.7898,29.1428,295.9959,EU-IN,him
79.8990,29.1303,291.3827,EU-IN,him
80.0082,29.1179,286.7695,EU-IN,him
80.1174,29.1054,282.1563,EU-IN,him
80.2265,29.0930,277.5432,EU-IN,him
80.3865,29.0340,285.2442,EU-IN,him
80.5465,28.9750,292.9452,EU-IN,him
80.6706,28.9288,292.9962,EU-IN,him
80.7947,28.8826,293.0472,EU-IN,him
80.9189,28.8364,293.0982,EU-IN,him
81.0430,28.7902,293.1492,EU-IN,him
81.1225,28.6960,292.5866,EU-IN,him
81.2020,28.6018,292.0241,EU-IN,him
81.2815,28.5076,291.4615,EU-IN,him
81.3610,28.4135,290.8990,EU-IN,him
81.4659,28.3826,290.6178,EU-IN,him
81.5709,28.3518,290.3365,EU-IN,him
81.6758,28.3210,290.0553,EU-IN,him
81.7807,28.2902,289.7740,EU-IN,him
81.8856,28.2593,289.4928,EU-IN,him
81.9905,28.2285,289.2115,EU-IN,him
82.0954,28.1977,288.9302,EU-IN,him
82.2004,28.1669,288.6489,EU-IN,him
82.3842,28.0955,289.9656,EU-IN,him
82.5679,28.0242,291.2824,EU-IN,him
82.7516,27.9528,292.5992,EU-IN,him
82.9354,27.8815,293.9159,EU-IN,him
83.1183,27.8094,293.9871,EU-IN,him
83.3011,27.7372,294.0583,EU-IN,him
83.4839,27.6651,294.1295,EU-IN,him
83.6667,27.5929,294.2007,EU-IN,him
83.7896,27.5577,292.6577,EU-IN,him
83.9126,27.5224,291.1148,EU-IN,him
84.0356,27.4871,289.5719,EU-IN,him
84.1585,27.4519,288.0289,EU-IN,him
84.2811,27.4162,288.0871,EU-IN,him
84.4038,27.3805,288.1453,EU-IN,him
84.5265,27.3448,288.2034,EU-IN,him
84.6491,27.3091,288.2616,EU-IN,him
84.7707,27.2918,287.1455,EU-IN,him
84.8923,27.2745,286.0294,EU-IN,him
85.0139,27.2571,284.9133,EU-IN,him
85.1355,27.2398,283.7972,EU-IN,him
85.2571,27.2225,282.6811,EU-IN,him
85.3787,27.2051,281.5650,EU-IN,him
85.5003,27.1878,280.4489,EU-IN,him
85.6219,27.1704,279.3329,EU-IN,him
85.7793,27.1515,278.9616,EU-IN,him
85.9367,27.1325,278.5903,EU-IN,him
86.0941,27.1136,278.2190,EU-IN,him
86.2515,27.0946,277.8477,EU-IN,him
86.3089,27.0053,278.4761,EU-IN,him
86.3662,26.9159,279.1046,EU-IN,him
86.4236,26.8266,279.7330,EU-IN,him
86.4809,26.7372,280.3614,EU-IN,him
86.6507,26.7028,281.6182,EU-IN,him
86.8204,26.6683,282.8751,EU-IN,him
86.9200,26.7567,282.9748,EU-IN,him
87.0195,26.8451,283.0745,EU-IN,him
87.1190,26.9335,283.1742,EU-IN,him
87.2186,27.0220,283.2739,EU-IN,him
87.3502,26.9937,283.3736,EU-IN,him
87.4818,26.9654,283.4733,EU-IN,him
87.6134,26.9371,283.5729,EU-IN,him
87.7450,26.9089,283.6726,EU-IN,him
87.8888,26.9029,280.9540,EU-IN,him
88.0325,26.8970,278.2355,EU-IN,him
88.1762,26.8910,275.5170,EU-IN,him
88.3200,26.8850,272.7985,EU-IN,him
88.4403,26.9028,274.0265,EU-IN,him
88.5606,26.9205,275.2546,EU-IN,him
88.6808,26.9382,276.4827,EU-IN,him
88.8011,26.9559,277.7108,EU-IN,him
88.9214,26.9736,278.9389,EU-IN,him
89.0416,26.9914,280.1670,EU-IN,him
89.1619,27.0091,281.3951,EU-IN,him
89.2821,27.0268,282.6232,EU-IN,him
89.4047,26.9819,277.0560,EU-IN,him
89.5273,26.9370,271.4888,EU-IN,him
89.6499,26.8921,265.9216,EU-IN,him
89.7724,26.8472,260.3544,EU-IN,him
89.9117,26.8697,260.2356,EU-IN,him
90.0509,26.8921,260.1169,EU-IN,him
90.1902,26.9145,259.9982,EU-IN,him
90.3294,26.9370,259.8794,EU-IN,him
90.4455,26.9459,260.5622,EU-IN,him
90.5616,26.9547,261.2450,EU-IN,him
90.6776,26.9635,261.9278,EU-IN,him
90.7937,26.9723,262.6105,EU-IN,him
90.9098,26.9811,263.2933,EU-IN,him
91.0258,26.9899,263.9760,EU-IN,him
91.1419,26.9987,264.6588,EU-IN,him
91.2580,27.0075,265.3416,EU-IN,him
91.3888,27.0138,265.7561,EU-IN,him
91.5196,27.0202,266.1706,EU-IN,him
91.6504,27.0266,266.5851,EU-IN,him
91.7812,27.0329,266.9996,EU-IN,him
91.9120,27.0388,267.0581,EU-IN,him
92.0429,27.0447,267.1166,EU-IN,him
92.1738,27.0506,267.1752,EU-IN,him
92.3047,27.0564,267.2337,EU-IN,him
92.4208,27.0639,267.0863,EU-IN,him
92.5369,27.0714,266.9389,EU-IN,him
92.6530,27.0789,266.7914,EU-IN,him
92.7690,27.0864,266.6440,EU-IN,him
92.8851,27.0939,266.4966,EU-IN,him
93.0012,27.1014,266.3491,EU-IN,him
93.1173,27.1090,266.2016,EU-IN,him
93.2334,27.1165,266.0542,EU-IN,him
93.4019,27.1131,268.7052,EU-IN,him
93.5704,27.1098,271.3563,EU-IN,him
93.7251,27.2075,262.1964,EU-IN,him
93.8797,27.3053,253.0365,EU-IN,him
94.0343,27.4031,243.8766,EU-IN,him
94.1890,27.5008,234.7167,EU-IN,him
94.3489,27.6052,234.4771,EU-IN,him
94.5088,27.7095,234.2374,EU-IN,him
94.6687,27.8138,233.9978,EU-IN,him
94.8287,27.9182,233.7582,EU-IN,him
94.9879,27.9844,236.5465,EU-IN,him
95.1472,28.0507,239.3348,EU-IN,him
95.3064,28.1169,242.1232,EU-IN,him
95.4657,28.1832,244.9115,EU-IN,him
95.6579,28.1711,252.2480,EU-IN,him
95.8501,28.1591,259.5844,EU-IN,him
96.0423,28.1470,266.9208,EU-IN,him
96.2345,28.1349,274.2573,EU-IN,him
96.3738,28.1287,273.9540,EU-IN,him
96.5130,28.1224,273.6507,EU-IN,him
96.6523,28.1161,273.3474,EU-IN,him
96.7916,28.1099,273.0441,EU-IN,him
96.9308,28.1030,273.0441,EU-IN,him
97.0700,28.0962,273.0441,EU-IN,him
97.2092,28.0894,273.0441,EU-IN,him
97.3484,28.0826,273.0441,EU-IN,him
68.0332,33.0970,268.9583,IN-EU,hin
68.4332,33.3970,268.9583,IN-EU,hin
68.6374,33.4008,268.9583,IN-EU,hin
68.8416,33.4046,268.9583,IN-EU,hin
69.0458,33.4083,268.9583,IN-EU,hin
69.2500,33.4121,268.9583,IN-EU,hin
69.3629,33.4310,267.7059,IN-EU,hin
69.4759,33.4498,266.4535,IN-EU,hin
69.5889,33.4686,265.2011,IN-EU,hin
69.7019,33.4875,263.9487,IN-EU,hin
69.8149,33.5063,262.6962,IN-EU,hin
69.9278,33.5251,261.4438,IN-EU,hin
70.0408,33.5440,260.1914,IN-EU,hin
70.1537,33.5628,258.9390,IN-EU,hin
70.2732,33.5930,258.2461,IN-EU,hin
70.3927,33.6231,257.5532,IN-EU,hin
70.5122,33.6532,256.8603,IN-EU,hin
70.6317,33.6834,256.1673,IN-EU,hin
70.7511,33.7135,255.4744,IN-EU,hin
70.8706,33.7437,254.7815,IN-EU,hin
70.9901,33.7738,254.0885,IN-EU,hin
71.1096,33.8040,253.3956,IN-EU,hin
71.3182,33.8417,254.5349,IN-EU,hin
71.5267,33.8794,255.6742,IN-EU,hin
71.7353,33.9171,256.8135,IN-EU,hin
71.9438,33.9548,257.9528,IN-EU,hin
72.1219,33.9963,257.0929,IN-EU,hin
72.3001,34.0377,256.2330,IN-EU,hin
72.4783,34.0791,255.3731,IN-EU,hin
72.6564,34.1206,254.5132,IN-EU,hin
72.8302,34.2262,244.1592,IN-EU,hin
73.0040,34.3317,233.8051,IN-EU,hin
73.1170,34.4372,230.7371,IN-EU,hin
73.2300,34.5427,227.6692,IN-EU,hin
73.3430,34.6483,224.6012,IN-EU,hin
73.4559,34.7538,221.5332,IN-EU,hin
73.5037,34.8706,215.7958,IN-EU,hin
73.5515,34.9874,210.0584,IN-EU,hin
73.5993,35.1043,204.3211,IN-EU,hin
73.6471,35.2211,198.5837,IN-EU,hin
73.7166,35.3304,200.8062,IN-EU,hin
73.7861,35.4397,203.0288,IN-EU,hin
73.8556,35.5490,205.2514,IN-EU,hin
73.9251,35.6583,207.4740,IN-EU,hin
74.0076,35.7186,212.6300,IN-EU,hin
74.0902,35.7789,217.7860,IN-EU,hin
74.1728,35.8392,222.9420,IN-EU,hin
74.2554,35.8995,228.0979,IN-EU,hin
74.4378,35.9975,232.3161,IN-EU,hin
74.6203,36.0955,236.5344,IN-EU,hin
74.7420,36.1407,238.7541,IN-EU,hin
74.8636,36.1860,240.9738,IN-EU,hin
74.9853,36.2312,243.1935,IN-EU,hin
75.1069,36.2764,245.4132,IN-EU,hin
75.2503,36.2839,250.6694,IN-EU,hin
75.3937,36.2914,255.9255,IN-EU,hin
75.5371,36.2990,261.1817,IN-EU,hin
75.6805,36.3065,266.4379,IN-EU,hin
75.8195,36.3028,267.8512,IN-EU,hin
