id_no,time,lat,lon,depth,mag,event_type,mrr,mtt,mpp,mrt,mrp,mtp,type,moment_lat,moment_lon,moment_depth,moment_duration
103,9-8-2012T19:58:45.8,9.9536,-85.5705,23.5000,1.6000,earthquake,2648747000000000000.0000,-1377552000000000000.0000,-1271194000000000000.0000,1412393000000000000.0000,-965281600000000000.0000,1344862000000000000.0000,nan,9.9536,-85.5705,23.5000,nan
104,9-8-2012T20:25:47.09,9.8960,-85.5089,22.8000,1.6000,earthquake,2395376000000000000.0000,-1389437000000000000.0000,-1005940000000000000.0000,983211000000000000.0000,936955600000000000.0000,1953272000000000000.0000,nan,9.8960,-85.5089,22.8000,nan
105,9-8-2012T20:29:23.2,9.8856,-85.5188,22.5000,5.6000,earthquake,849301700000000000393216.0000,-638682900000000050200576.0000,-210618799999999983747072.0000,2946820999999999984009216.0000,314173899999999988596736.0000,-794195799999999970902016.0000,nan,9.8856,-85.5188,22.5000,nan
106,9-8-2012T21:36:4.69,9.9339,-85.5874,22.5000,1.7000,earthquake,3910501000000000000.0000,246529700000000000.0000,-4157031000000000000.0000,-1007080000000000000.0000,-1610579000000000000.0000,166129100000000000.0000,nan,9.9339,-85.5874,22.5000,nan
107,9-8-2012T23:57:48.47,9.6754,-85.1978,20.6000,2.9000,earthquake,75946800000000000000.0000,-205579900000000016384.0000,129633100000000000000.0000,77217060000000000000.0000,-175407100000000016384.0000,101414200000000000000.0000,nan,9.6754,-85.1978,20.6000,nan
108,9-9-2012T0:40:58.18,9.6981,-85.2133,19.4500,2.7000,earthquake,66367560000000000000.0000,-70435180000000000000.0000,4067627000000000000.0000,60918240000000000000.0000,-98281609999999991808.0000,43487470000000000000.0000,nan,9.6981,-85.2133,19.4500,nan
109,9-9-2012T0:42:9.66,9.7156,-85.2113,21.2000,3.4000,earthquake,679734699999999950848.0000,-847442699999999950848.0000,167708000000000000000.0000,644809300000000049152.0000,-1114824999999999967232.0000,499108700000000016384.0000,nan,9.7156,-85.2113,21.2000,nan
110,9-9-2012T1:0:23.28,9.7009,-85.2119,19.5400,2.0000,earthquake,4245096000000000000.0000,-4056223000000000000.0000,-188872900000000000.0000,11752840000000000000.0000,-443881700000000000.0000,1705408000000000000.0000,nan,9.7009,-85.2119,19.5400,nan
111,9-9-2012T2:14:14.32,9.7873,-85.5557,18.7800,2.3000,earthquake,3681165000000000000.0000,-2093266000000000000.0000,-1587899000000000000.0000,34531150000000000000.0000,5858977000000000000.0000,-4687261000000000000.0000,nan,9.7873,-85.5557,18.7800,nan
112,9-9-2012T2:27:19.33,9.9864,-85.6603,20.8300,2.9000,earthquake,164425600000000000000.0000,-138685500000000000000.0000,-25740080000000000000.0000,176851900000000016384.0000,-141610000000000000000.0000,68094550000000000000.0000,nan,9.9864,-85.6603,20.8300,nan
113,9-9-2012T2:36:39.52,9.9181,-85.5599,22.4100,2.3000,earthquake,25849980000000000000.0000,-28851500000000000000.0000,3001513000000000000.0000,-4870402000000000000.0000,-15051090000000000000.0000,15932650000000000000.0000,nan,9.9181,-85.5599,22.4100,nan
114,9-9-2012T3:1:8.67,9.9215,-85.5595,22.5400,1.2000,earthquake,363356700000000000.0000,-266171100000000000.0000,-97185610000000000.0000,335938600000000000.0000,-596669800000000000.0000,236490300000000000.0000,nan,9.9215,-85.5595,22.5400,nan
115,9-9-2012T3:50:48.96,9.9858,-85.6559,21.1100,1.8000,earthquake,5027003000000000000.0000,-5640645000000000000.0000,613643000000000000.0000,1319915000000000000.0000,-2667369000000000000.0000,1490499000000000000.0000,nan,9.9858,-85.6559,21.1100,nan
116,9-9-2012T3:54:43.43,9.7619,-85.5579,19.5700,3.3000,earthquake,156059699999999983616.0000,-147345000000000000000.0000,-8714669000000000000.0000,940243900000000016384.0000,-590750599999999967232.0000,53008880000000000000.0000,nan,9.7619,-85.5579,19.5700,nan
117,9-9-2012T4:27:49.3,9.9161,-85.5669,22.1700,2.3000,earthquake,22775710000000000000.0000,-12048690000000000000.0000,-10727020000000000000.0000,21493790000000000000.0000,-16588090000000000000.0000,11501800000000000000.0000,nan,9.9161,-85.5669,22.1700,nan
118,9-9-2012T5:50:34.64,9.9849,-85.6564,20.8100,1.4000,earthquake,375041700000000000.0000,-545723000000000000.0000,170681300000000000.0000,1389910000000000000.0000,-576551500000000000.0000,-117578200000000000.0000,nan,9.9849,-85.6564,20.8100,nan
119,9-9-2012T6:56:52.13,9.9148,-85.5619,22.5000,1.1000,earthquake,74843070000000000.0000,-138317600000000000.0000,63474510000000000.0000,518514400000000000.0000,-121938700000000000.0000,-134611900000000000.0000,nan,9.9148,-85.5619,22.5000,nan
120,9-9-2012T7:2:53.47,9.9244,-85.5655,22.6400,2.1000,earthquake,9313214000000000000.0000,-12779380000000000000.0000,3466168000000000000.0000,7856709000000000000.0000,-10431250000000000000.0000,3828519000000000000.0000,nan,9.9244,-85.5655,22.6400,nan
121,9-9-2012T7:55:28.35,9.9235,-85.5631,22.6500,1.0000,earthquake,321090000000000000.0000,-86489540000000000.0000,-234600500000000000.0000,174923300000000000.0000,-145722900000000000.0000,154426900000000000.0000,nan,9.9235,-85.5631,22.6500,nan
122,9-9-2012T8:7:38.55,9.9196,-85.5651,22.5600,1.0000,earthquake,355788700000000000.0000,-332817700000000000.0000,-22970990000000000.0000,44159260000000000.0000,-133488900000000000.0000,140639800000000000.0000,nan,9.9196,-85.5651,22.5600,nan
123,9-9-2012T8:53:54.18,9.8813,-85.3768,23.9200,1.1000,earthquake,401613100000000000.0000,-276027200000000000.0000,-125585900000000000.0000,367063300000000000.0000,-96672110000000000.0000,213351600000000000.0000,nan,9.8813,-85.3768,23.9200,nan
124,9-9-2012T10:4:27.16,9.9209,-85.5598,22.4300,1.4000,earthquake,1421270000000000000.0000,-1219020000000000000.0000,-202250800000000000.0000,653839600000000000.0000,6727010000000000.0000,557559700000000000.0000,nan,9.9209,-85.5598,22.4300,nan
125,9-9-2012T12:23:7.62,9.8478,-85.1940,18.3000,1.4000,earthquake,1338231000000000000.0000,12489490000000000.0000,-1350721000000000000.0000,-157871300000000000.0000,-799463800000000000.0000,200218600000000000.0000,nan,9.8478,-85.1940,18.3000,nan
126,9-9-2012T14:55:37.23,9.9896,-85.6579,20.7100,1.3000,earthquake,1039753000000000000.0000,-668233100000000000.0000,-371520000000000000.0000,383274200000000000.0000,-94498470000000000.0000,519876600000000000.0000,nan,9.9896,-85.6579,20.7100,nan
127,9-9-2012T16:55:53.64,9.9871,-85.6583,20.5500,1.2000,earthquake,583379400000000000.0000,-583128600000000000.0000,-250835000000000.0000,86818100000000000.0000,-403018800000000000.0000,347578000000000000.0000,nan,9.9871,-85.6583,20.5500,nan
128,9-9-2012T17:52:7.6,9.9844,-85.6599,20.8400,3.6000,earthquake,1310726000000000065536.0000,-921777799999999967232.0000,-388948499999999983616.0000,2047033000000000098304.0000,-2009481999999999934464.0000,641997300000000049152.0000,nan,9.9844,-85.6599,20.8400,nan
129,9-9-2012T18:3:13.55,9.9724,-85.6650,20.1500,1.4000,earthquake,469442400000000000.0000,-1049595000000000000.0000,580152600000000000.0000,947252100000000000.0000,-886108200000000000.0000,10519030000000000.0000,nan,9.9724,-85.6650,20.1500,nan
130,9-9-2012T19:29:36.79,9.7850,-85.5566,18.7700,2.8000,earthquake,13159960000000000000.0000,-32899240000000000000.0000,19739280000000000000.0000,185524499999999983616.0000,31679510000000000000.0000,59709090000000000000.0000,nan,9.7850,-85.5566,18.7700,nan
131,9-9-2012T21:39:36.12,9.9859,-85.6625,20.9000,2.3000,earthquake,16492340000000000000.0000,3589691000000000000.0000,-20082030000000000000.0000,-10500890000000000000.0000,-28160220000000000000.0000,3401968000000000000.0000,nan,9.9859,-85.6625,20.9000,nan
132,9-9-2012T22:33:19.36,9.6435,-85.1984,18.1000,1.8000,earthquake,316605600000000000.0000,-1223868000000000000.0000,907262100000000000.0000,4486879000000000000.0000,-625397000000000000.0000,-4251694000000000000.0000,nan,9.6435,-85.1984,18.1000,nan
133,9-9-2012T23:6:13.52,9.8021,-85.5961,19.0000,1.7000,earthquake,3220902000000000000.0000,-4047187000000000000.0000,826285000000000000.0000,1626890000000000000.0000,1882948000000000000.0000,-204978600000000000.0000,nan,9.8021,-85.5961,19.0000,nan
134,9-9-2012T23:25:53.59,10.0598,-85.2308,35.9000,2.8000,earthquake,52593780000000000000.0000,-11453530000000000000.0000,-41140250000000000000.0000,176066700000000016384.0000,-52038050000000000000.0000,61711870000000000000.0000,nan,10.0598,-85.2308,35.9000,nan
135,9-9-2012T23:36:29.27,9.7009,-85.2147,19.4700,2.2000,earthquake,19750880000000000000.0000,-22724220000000000000.0000,2973347000000000000.0000,10184110000000000000.0000,-8331440000000000000.0000,-405325000000000000.0000,nan,9.7009,-85.2147,19.4700,nan
136,9-9-2012T23:47:37.36,10.0994,-85.6951,22.2000,3.3000,earthquake,873355000000000032768.0000,-542738200000000032768.0000,-330616800000000000000.0000,-80471920000000000000.0000,-513176800000000000000.0000,637015399999999967232.0000,nan,10.0994,-85.6951,22.2000,nan
137,9-10-2012T0:19:10.01,9.7000,-85.2159,19.8700,3.3000,earthquake,576816899999999983616.0000,-660039700000000049152.0000,83222820000000000000.0000,304597900000000016384.0000,-752187000000000032768.0000,461207299999999983616.0000,nan,9.7000,-85.2159,19.8700,nan
138,9-10-2012T0:29:11.74,9.9237,-85.5633,22.7000,1.1000,earthquake,443131000000000000.0000,-79145940000000000.0000,-363985100000000000.0000,146315500000000000.0000,-313774500000000000.0000,169729000000000000.0000,nan,9.9237,-85.5633,22.7000,nan
139,9-10-2012T2:0:32.03,9.9596,-85.7625,19.3100,1.8000,earthquake,587645500000000000.0000,-2736074000000000000.0000,2148429000000000000.0000,2835682000000000000.0000,-4820943000000000000.0000,1518073000000000000.0000,nan,9.9596,-85.7625,19.3100,nan
140,9-10-2012T2:25:53.56,9.9233,-85.5660,22.7100,2.4000,earthquake,27926540000000000000.0000,-6836475000000000000.0000,-21090070000000000000.0000,35430590000000000000.0000,-15339970000000000000.0000,19635060000000000000.0000,nan,9.9233,-85.5660,22.7100,nan
141,9-10-2012T2:28:39.69,9.7012,-85.2164,19.6100,2.5000,earthquake,38120730000000000000.0000,-43036230000000000000.0000,4915497000000000000.0000,18832820000000000000.0000,-46377530000000000000.0000,29010120000000000000.0000,nan,9.7012,-85.2164,19.6100,nan
142,9-10-2012T2:34:34.21,9.9153,-85.5569,22.3900,2.2000,earthquake,14788980000000000000.0000,-16718000000000000000.0000,1929022000000000000.0000,18226270000000000000.0000,-5641655000000000000.0000,-3996096000000000000.0000,nan,9.9153,-85.5569,22.3900,nan
143,9-10-2012T3:38:41.74,9.6442,-85.2017,17.9000,2.0000,earthquake,8072504000000000000.0000,-7812729000000000000.0000,-259774900000000000.0000,9599130000000000000.0000,706898900000000000.0000,-1646372000000000000.0000,nan,9.6442,-85.2017,17.9000,nan
144,9-10-2012T4:7:34.27,9.8601,-85.6239,19.4100,2.0000,earthquake,6667224000000000000.0000,-6654498000000000000.0000,-12726180000000000.0000,10549100000000000000.0000,-1604873000000000000.0000,512890100000000000.0000,nan,9.8601,-85.6239,19.4100,nan
145,9-10-2012T4:11:47.1,9.9244,-85.5656,22.6300,1.2000,earthquake,298474700000000000.0000,-282879600000000000.0000,-15595160000000000.0000,729394400000000000.0000,-37209880000000000.0000,113494500000000000.0000,nan,9.9244,-85.5656,22.6300,nan
146,9-10-2012T4:49:35.7,9.9234,-85.5607,22.7500,1.0000,earthquake,384165600000000000.0000,-211395800000000000.0000,-172769800000000000.0000,46586840000000000.0000,-87524120000000000.0000,193902300000000000.0000,nan,9.9234,-85.5607,22.7500,nan
147,9-10-2012T5:23:2.8,9.7811,-85.4929,18.6000,2.9000,earthquake,137307400000000000000.0000,-39316790000000000000.0000,-97990600000000000000.0000,159296600000000000000.0000,-186908600000000000000.0000,64202290000000000000.0000,nan,9.7811,-85.4929,18.6000,nan
148,9-10-2012T5:33:45.15,9.6988,-85.2102,19.5100,2.6000,earthquake,58211940000000000000.0000,-34479550000000000000.0000,-23732390000000000000.0000,49134180000000000000.0000,-63912860000000000000.0000,30506240000000000000.0000,nan,9.6988,-85.2102,19.5100,nan
149,9-10-2012T7:26:42.37,9.6409,-85.1983,18.1800,2.3000,earthquake,27687570000000000000.0000,-20719080000000000000.0000,-6968494000000000000.0000,20867660000000000000.0000,-6096381000000000000.0000,12809340000000000000.0000,nan,9.6409,-85.1983,18.1800,nan
150,9-10-2012T9:6:10.94,9.6410,-85.1985,18.1700,1.8000,earthquake,4474718000000000000.0000,-5283820000000000000.0000,809102400000000000.0000,-723401400000000000.0000,-2786844000000000000.0000,2687499000000000000.0000,nan,9.6410,-85.1985,18.1700,nan
151,9-10-2012T9:47:2.04,10.1865,-85.5350,28.4600,2.4000,earthquake,23287440000000000000.0000,3604827000000000000.0000,-26892270000000000000.0000,-12740930000000000000.0000,-41141880000000000000.0000,4201675000000000000.0000,nan,10.1865,-85.5350,28.4600,nan
152,9-10-2012T10:12:6.64,9.7005,-85.2157,19.6800,2.6000,earthquake,57885550000000000000.0000,-39079270000000000000.0000,-18806280000000000000.0000,45969420000000000000.0000,-65294200000000000000.0000,31743950000000000000.0000,nan,9.7005,-85.2157,19.6800,nan
153,9-10-2012T11:8:43.57,10.1810,-85.7940,22.4000,2.0000,earthquake,7505710000000000000.0000,-5647024000000000000.0000,-1858686000000000000.0000,1813308000000000000.0000,-8390168000000000000.0000,6242329000000000000.0000,nan,10.1810,-85.7940,22.4000,nan
154,9-10-2012T12:15:18.46,9.9855,-85.6492,21.1300,2.0000,earthquake,7008065000000000000.0000,-9610101000000000000.0000,2602036000000000000.0000,7434932000000000000.0000,-4371582000000000000.0000,-3159363000000000000.0000,nan,9.9855,-85.6492,21.1300,nan
155,9-10-2012T16:43:21.21,9.9586,-85.7652,19.5700,2.8000,earthquake,70979440000000000000.0000,-128205700000000000000.0000,57226300000000000000.0000,138890800000000000000.0000,-80804280000000000000.0000,-40198300000000000000.0000,nan,9.9586,-85.7652,19.5700,nan
156,9-10-2012T17:16:14.22,9.9953,-85.6553,21.0800,1.6000,earthquake,2061744000000000000.0000,-1056757000000000000.0000,-1004988000000000000.0000,2141454000000000000.0000,-849907700000000000.0000,1225997000000000000.0000,nan,9.9953,-85.6553,21.0800,nan
157,9-10-2012T18:9:51.4,9.9165,-85.5618,22.1400,1.5000,earthquake,1427216000000000000.0000,702998400000000000.0000,-2130215000000000000.0000,1080142000000000000.0000,-547781600000000000.0000,103036600000000000.0000,nan,9.9165,-85.5618,22.1400,nan
158,9-10-2012T21:45:15.25,9.6386,-85.1952,18.5400,1.9000,earthquake,6136407000000000000.0000,-1779171000000000000.0000,-4357236000000000000.0000,5088469000000000000.0000,-3627460000000000000.0000,3237068000000000000.0000,nan,9.6386,-85.1952,18.5400,nan
159,9-10-2012T22:0:20.27,9.8820,-85.3659,24.0300,2.2000,earthquake,10117330000000000000.0000,-6136603000000000000.0000,-3980730000000000000.0000,18951290000000000000.0000,-12996820000000000000.0000,4995643000000000000.0000,nan,9.8820,-85.3659,24.0300,nan
160,9-11-2012T2:14:50.76,10.2970,-85.9824,15.0000,4.2000,earthquake,15849450000000000983040.0000,-3420865000000000098304.0000,-12428579999999999344640.0000,14515420000000000655360.0000,-12197139999999999868928.0000,7924723000000000294912.0000,nan,10.2970,-85.9824,15.0000,nan
161,9-11-2012T3:11:21.84,9.6406,-85.1994,18.2500,1.5000,earthquake,2156532000000000000.0000,-1527507000000000000.0000,-629025100000000000.0000,185443900000000000.0000,-485365900000000000.0000,1025726000000000000.0000,nan,9.6406,-85.1994,18.2500,nan
162,9-11-2012T4:6:19.85,9.8785,-85.3750,24.8200,1.1000,earthquake,233101000000000000.0000,-437874400000000000.0000,204773400000000000.0000,308957800000000000.0000,-272355100000000000.0000,-50935490000000000.0000,nan,9.8785,-85.3750,24.8200,nan
163,9-11-2012T4:22:50.94,9.5285,-84.8973,11.7000,3.0000,earthquake,66452580000000000000.0000,-50915430000000000000.0000,-15537150000000000000.0000,376620400000000000000.0000,16748630000000000000.0000,-112876000000000000000.0000,nan,9.5285,-84.8973,11.7000,nan
164,9-11-2012T4:46:3.74,9.8423,-85.4002,24.5000,3.3000,earthquake,761734499999999983616.0000,-511675100000000016384.0000,-250059400000000000000.0000,764617200000000065536.0000,-244113500000000016384.0000,402994099999999983616.0000,nan,9.8423,-85.4002,24.5000,nan
165,9-11-2012T8:21:1.92,9.7835,-85.5559,18.7800,3.0000,earthquake,160348899999999983616.0000,-46985190000000000000.0000,-113363700000000000000.0000,290893900000000016384.0000,-212652700000000016384.0000,90903910000000008192.0000,nan,9.7835,-85.5559,18.7800,nan
166,9-11-2012T8:22:21.81,9.8800,-85.3707,23.7500,3.2000,earthquake,420352999999999967232.0000,-390078899999999983616.0000,-30274080000000000000.0000,662532299999999950848.0000,117110000000000000000.0000,-115785200000000000000.0000,nan,9.8800,-85.3707,23.7500,nan
167,9-11-2012T8:25:12.66,9.8808,-85.3678,23.7600,1.5000,earthquake,155309800000000000.0000,-243718700000000000.0000,88408870000000000.0000,2170801000000000000.0000,-469767200000000000.0000,-182063500000000000.0000,nan,9.8808,-85.3678,23.7600,nan
168,9-11-2012T9:0:27.98,9.9204,-85.5662,22.3700,1.4000,earthquake,1272648000000000000.0000,-554460300000000000.0000,-718187900000000000.0000,755358000000000000.0000,-540434700000000000.0000,654082800000000000.0000,nan,9.9204,-85.5662,22.3700,nan
169,9-11-2012T9:5:8.64,9.9849,-85.6373,20.9000,0.8000,earthquake,158341600000000000.0000,-140546000000000000.0000,-17795680000000000.0000,71426770000000000.0000,-87220900000000000.0000,67308890000000000.0000,nan,9.9849,-85.6373,20.9000,nan
170,9-11-2012T9:38:44.48,9.6687,-85.1096,16.2100,2.7000,earthquake,104598700000000000000.0000,-97419200000000000000.0000,-7179512000000000000.0000,57613610000000000000.0000,36658040000000000000.0000,71049380000000000000.0000,nan,9.6687,-85.1096,16.2100,nan
171,9-11-2012T12:44:17.7,9.8777,-85.3754,23.7400,2.6000,earthquake,60435000000000000000.0000,-38038120000000000000.0000,-22396880000000000000.0000,40441390000000000000.0000,-66231520000000000000.0000,34313630000000000000.0000,nan,9.8777,-85.3754,23.7400,nan
172,9-11-2012T13:38:24.55,9.8804,-85.3755,23.8700,1.9000,earthquake,2360807000000000000.0000,-7311991000000000000.0000,4951184000000000000.0000,4245595000000000000.0000,-4190934000000000000.0000,-1437846000000000000.0000,nan,9.8804,-85.3755,23.8700,nan
173,9-11-2012T14:16:19.14,9.6906,-85.2874,19.7100,1.8000,earthquake,5481968000000000000.0000,-3435485000000000000.0000,-2046483000000000000.0000,2730086000000000000.0000,-173035600000000000.0000,3050589000000000000.0000,nan,9.6906,-85.2874,19.7100,nan
174,9-11-2012T14:50:16.03,9.8613,-85.6251,19.4100,2.3000,earthquake,7187914000000000000.0000,-11167270000000000000.0000,3979361000000000000.0000,31903570000000000000.0000,-11243330000000000000.0000,-4309373000000000000.0000,nan,9.8613,-85.6251,19.4100,nan
175,9-11-2012T15:14:55.74,9.7007,-85.2186,19.1200,2.0000,earthquake,6638089000000000000.0000,-8983404000000000000.0000,2345316000000000000.0000,1953319000000000000.0000,-7632242000000000000.0000,5593712000000000000.0000,nan,9.7007,-85.2186,19.1200,nan
176,9-11-2012T19:30:19.15,9.8822,-85.3668,24.0100,1.8000,earthquake,3692582000000000000.0000,-5242604000000000000.0000,1550022000000000000.0000,3003481000000000000.0000,-2999874000000000000.0000,171050800000000000.0000,nan,9.8822,-85.3668,24.0100,nan
177,9-11-2012T23:24:19.15,9.9210,-85.5623,22.5100,2.1000,earthquake,13936270000000000000.0000,-7781445000000000000.0000,-6154823000000000000.0000,9386474000000000000.0000,-5577734000000000000.0000,7119312000000000000.0000,nan,9.9210,-85.5623,22.5100,nan
178,9-12-2012T2:11:46.52,9.9001,-85.6872,21.0000,4.5000,earthquake,53103539999999998820352.0000,-31702800000000001572864.0000,-21400750000000001376256.0000,40373090000000000196608.0000,-1882028000000000131072.0000,35168470000000001114112.0000,nan,9.9001,-85.6872,21.0000,nan
179,9-12-2012T3:55:57.92,9.9843,-85.6578,20.7400,1.9000,earthquake,251638300000000000.0000,478553100000000000.0000,-730191400000000000.0000,7194803000000000000.0000,411459500000000000.0000,-5204380000000000000.0000,nan,9.9843,-85.6578,20.7400,nan
180,9-12-2012T6:29:2.93,9.4400,-85.3300,5.0000,4.8000,earthquake,-195383300000000015073280.0000,-3350845000000000229376.0000,198734099999999999868928.0000,27056600000000000262144.0000,11347569999999999672320.0000,-10456679999999999737856.0000,nan,9.4400,-85.3300,5.0000,nan
181,9-12-2012T6:39:2.58,9.9262,-85.5611,22.2200,2.2000,earthquake,19568610000000000000.0000,-15169810000000000000.0000,-4398798000000000000.0000,5172057000000000000.0000,-12795940000000000000.0000,11147620000000000000.0000,nan,9.9262,-85.5611,22.2200,nan
182,9-12-2012T6:51:3.66,9.9169,-85.5623,22.4900,2.0000,earthquake,7552068000000000000.0000,-6909514000000000000.0000,-642554800000000000.0000,9892193000000000000.0000,-1658316000000000000.0000,2299961000000000000.0000,nan,9.9169,-85.5623,22.4900,nan
183,9-12-2012T7:51:43.76,9.9244,-85.5655,22.6500,1.4000,earthquake,1466686000000000000.0000,-262860100000000000.0000,-1203826000000000000.0000,-151861600000000000.0000,-465026800000000000.0000,661697300000000000.0000,nan,9.9244,-85.5655,22.6500,nan
184,9-12-2012T9:1:46.29,9.9200,-85.5666,22.3700,2.0000,earthquake,8335331000000000000.0000,-11666770000000000000.0000,3331442000000000000.0000,2240545000000000000.0000,-6264283000000000000.0000,2425515000000000000.0000,nan,9.9200,-85.5666,22.3700,nan
185,9-12-2012T9:48:13,9.6389,-85.1950,17.5600,1.9000,earthquake,6052555000000000000.0000,-3267748000000000000.0000,-2784806000000000000.0000,1893689000000000000.0000,-5783911000000000000.0000,3854836000000000000.0000,nan,9.6389,-85.1950,17.5600,nan
186,9-12-2012T12:22:1.54,10.0602,-85.2248,35.9000,2.4000,earthquake,16632430000000000000.0000,-1229654000000000000.0000,-15402780000000000000.0000,39869170000000000000.0000,-22430320000000000000.0000,12708990000000000000.0000,nan,10.0602,-85.2248,35.9000,nan
187,9-12-2012T18:43:16.74,9.8618,-85.6242,20.1800,4.5000,earthquake,7389907000000000294912.0000,-7128218000000000458752.0000,-261689200000000000000.0000,47809670000000001638400.0000,-51553919999999995805696.0000,3944052999999999967232.0000,nan,9.8618,-85.6242,20.1800,nan
188,9-12-2012T18:43:42.7,9.7822,-85.6210,14.0000,4.5000,earthquake,58498460000000000655360.0000,-34057859999999998296064.0000,-24440599999999998164992.0000,35899840000000002097152.0000,-10344000000000000000000.0000,32037480000000001835008.0000,nan,9.7822,-85.6210,14.0000,nan
189,9-12-2012T21:33:45.28,9.9863,-85.6547,20.8700,2.2000,earthquake,17545380000000000000.0000,-17451310000000000000.0000,-94069510000000000.0000,-2364707000000000000.0000,-11739250000000000000.0000,13466880000000000000.0000,nan,9.9863,-85.6547,20.8700,nan
190,9-13-2012T0:39:17.48,10.1022,-85.6925,22.3500,1.4000,earthquake,1360555000000000000.0000,-912780000000000000.0000,-447774600000000000.0000,261330500000000000.0000,-675108300000000000.0000,738534000000000000.0000,nan,10.1022,-85.6925,22.3500,nan
191,9-13-2012T1:9:35.62,9.9865,-85.6590,20.6900,1.8000,earthquake,2882181000000000000.0000,-3393730000000000000.0000,511548900000000000.0000,3871726000000000000.0000,-1500761000000000000.0000,-3539088000000000000.0000,nan,9.9865,-85.6590,20.6900,nan
192,9-13-2012T8:4:40.35,9.8813,-85.3737,24.0800,1.6000,earthquake,2169658000000000000.0000,-2048673000000000000.0000,-120984700000000000.0000,1875207000000000000.0000,-1251323000000000000.0000,676930100000000000.0000,nan,9.8813,-85.3737,24.0800,nan
193,9-13-2012T11:31:55.84,9.9905,-85.6584,20.8900,2.1000,earthquake,14068920000000000000.0000,-16141500000000000000.0000,2072583000000000000.0000,2088212000000000000.0000,-7637175000000000000.0000,4706543000000000000.0000,nan,9.9905,-85.6584,20.8900,nan
194,9-13-2012T11:45:1.92,9.6922,-85.2156,19.4700,1.8000,earthquake,4728664000000000000.0000,-5021629000000000000.0000,292965100000000000.0000,2726537000000000000.0000,-2635415000000000000.0000,1264862000000000000.0000,nan,9.6922,-85.2156,19.4700,nan
195,9-13-2012T12:25:48.63,9.8801,-85.3711,23.7400,3.2000,earthquake,397996999999999967232.0000,-478367500000000016384.0000,80370540000000000000.0000,442096199999999967232.0000,-464014800000000000000.0000,152808099999999983616.0000,nan,9.8801,-85.3711,23.7400,nan
196,9-13-2012T12:44:43.41,9.6942,-85.2085,19.5100,1.8000,earthquake,1405081000000000000.0000,-3234508000000000000.0000,1829427000000000000.0000,4504007000000000000.0000,-3400400000000000000.0000,-265267200000000000.0000,nan,9.6942,-85.2085,19.5100,nan
197,9-13-2012T13:9:58.19,9.9938,-85.6548,21.0800,2.3000,earthquake,23010340000000000000.0000,-12700810000000000000.0000,-10309530000000000000.0000,14352460000000000000.0000,-22377840000000000000.0000,12394680000000000000.0000,nan,9.9938,-85.6548,21.0800,nan
198,9-13-2012T13:59:40.42,9.8817,-85.3663,24.2500,1.8000,earthquake,1717742000000000000.0000,-572946300000000000.0000,-1144796000000000000.0000,5399920000000000000.0000,-2597224000000000000.0000,1269360000000000000.0000,nan,9.8817,-85.3663,24.2500,nan
199,9-13-2012T14:7:38.47,9.9922,-85.6530,21.1100,2.1000,earthquake,7621415000000000000.0000,-13316550000000000000.0000,5695137000000000000.0000,8942865000000000000.0000,-9995109000000000000.0000,1557294000000000000.0000,nan,9.9922,-85.6530,21.1100,nan
200,9-13-2012T16:12:47.76,9.6937,-85.2119,19.1700,3.1000,earthquake,283600200000000000000.0000,-395873500000000016384.0000,112273400000000000000.0000,134588600000000000000.0000,-353095000000000032768.0000,220368899999999983616.0000,nan,9.6937,-85.2119,19.1700,nan
201,9-13-2012T17:50:38.74,9.9928,-85.6544,21.0700,2.3000,earthquake,27921360000000000000.0000,-16599480000000000000.0000,-11321880000000000000.0000,15398990000000000000.0000,-15472840000000000000.0000,13810250000000000000.0000,nan,9.9928,-85.6544,21.0700,nan
202,9-13-2012T19:49:46.31,10.1013,-85.6932,22.3500,2.9000,earthquake,168685600000000000000.0000,-103712700000000000000.0000,-64972910000000000000.0000,13543520000000000000.0000,-184986400000000000000.0000,152686300000000016384.0000,nan,10.1013,-85.6932,22.3500,nan
203,9-13-2012T21:59:11.23,10.1001,-85.6943,22.2400,1.9000,earthquake,4264269000000000000.0000,-3511138000000000000.0000,-753130800000000000.0000,4454196000000000000.0000,-6170453000000000000.0000,2445163000000000000.0000,nan,10.1001,-85.6943,22.2400,nan
204,9-13-2012T22:3:14.53,9.9851,-85.6582,20.8500,2.2000,earthquake,8460639000000000000.0000,-10232080000000000000.0000,1771438000000000000.0000,21584490000000000000.0000,-8662148000000000000.0000,-571407400000000000.0000,nan,9.9851,-85.6582,20.8500,nan
205,9-14-2012T1:25:37.81,9.6626,-85.1138,15.5800,1.7000,earthquake,3976071000000000000.0000,-1303426000000000000.0000,-2672644000000000000.0000,590994000000000000.0000,-1869415000000000000.0000,1945017000000000000.0000,nan,9.6626,-85.1138,15.5800,nan
206,9-14-2012T2:14:59.37,9.9229,-85.5614,22.4200,1.0000,earthquake,187970900000000000.0000,-283465000000000000.0000,95494130000000000.0000,202426800000000000.0000,-228025600000000000.0000,55810010000000000.0000,nan,9.9229,-85.5614,22.4200,nan
207,9-14-2012T3:9:18.77,9.7455,-85.5406,17.2000,3.7000,earthquake,1106619000000000032768.0000,-324471500000000016384.0000,-782147900000000016384.0000,3193310999999999901696.0000,-2908008999999999836160.0000,572757699999999983616.0000,nan,9.7455,-85.5406,17.2000,nan
