lat,lon,depth
-37.3616,-63.7212,554.8048
-37.3729,-63.5186,563.6646
-37.3840,-63.3230,573.3179
-37.3950,-63.1323,584.8904
-37.4059,-62.9180,591.7025
-37.4160,-62.6987,597.4751
-37.4265,-62.5068,609.7311
-37.4359,-62.2990,618.0050
-37.4469,-62.1132,631.8259
-37.4530,-61.8800,635.0822
-37.4602,-61.6675,642.8249
-37.4659,-61.4485,649.4254
-37.4729,-61.2458,659.5325
-37.4812,-61.0515,672.2950
-37.4887,-60.8524,684.8614
-37.4988,-60.6721,701.8758
-37.2313,-68.6652,206.3108
-37.2125,-68.5536,235.2693
-37.2000,-68.4000,254.5897
-37.1887,-68.2327,270.7374
-37.1759,-68.0647,286.6816
-37.1618,-67.8941,302.5226
-37.1454,-67.7279,319.1408
-37.1352,-67.5467,330.9723
-37.1161,-67.3845,348.4790
-37.0498,-66.0106,446.9126
-37.0539,-65.8266,455.1544
-37.0579,-65.6462,464.5685
-37.0655,-65.4568,472.3465
-37.0753,-65.2642,479.3663
-37.0845,-65.0734,487.5758
-37.0924,-64.8913,497.7837
-37.1050,-64.6906,504.4749
-37.1159,-64.4954,513.2220
-37.1266,-64.3070,522.9072
-37.1396,-64.1007,530.0212
-37.1507,-63.9077,539.9267
-37.1634,-63.6998,547.1100
-37.1745,-63.5065,558.0774
-37.1855,-63.3296,571.6796
-37.1974,-63.1343,582.5705
-37.2090,-62.9195,589.6346
-37.2195,-62.6950,594.7211
-37.2299,-62.4896,604.3896
-37.2381,-62.2641,609.1196
-37.2468,-62.0532,617.4697
-37.2556,-61.8496,627.4689
-37.2622,-61.6332,634.4075
-37.2722,-61.4418,647.7641
-37.2825,-61.2537,661.7895
-37.2909,-61.0545,673.7019
-37.3015,-60.8648,689.2215
-37.3120,-60.6793,705.3439
-37.0497,-68.6336,194.3784
-37.0203,-68.5415,228.7776
-37.0064,-68.3835,246.9353
-36.9905,-68.2222,264.7790
-36.9786,-68.0471,278.6381
-36.9628,-67.8763,294.3066
-36.9509,-67.6974,306.9693
-36.9307,-67.5344,324.3931
-36.9050,-67.3812,344.6339
-36.8302,-66.3823,426.9642
-36.8377,-66.1867,432.0643
-36.8383,-66.0105,442.0679
-36.8449,-65.8236,449.4966
-36.8524,-65.6360,457.1957
-36.8609,-65.4472,465.1521
-36.8715,-65.2552,472.3692
-36.8828,-65.0603,479.8747
-36.8944,-64.8651,487.5429
-36.9065,-64.6689,495.4151
-36.9171,-64.4784,505.3483
-36.9305,-64.2760,512.5394
-36.9407,-64.0933,524.5374
-36.9540,-63.8861,531.9606
-36.9667,-63.6827,540.3529
-36.9780,-63.4944,552.5159
-36.9896,-63.3227,567.2925
-37.0024,-63.1464,582.1437
-37.0150,-62.9309,589.4852
-37.0262,-62.7056,594.8441
-37.0357,-62.4722,599.1780
-37.0422,-62.2284,600.4030
-37.0497,-62.0091,607.0671
-37.0579,-61.8019,616.2811
-37.0688,-61.6147,629.9558
-37.0863,-61.4590,651.9497
-37.1241,-60.8951,698.5286
-37.1292,-60.6797,707.0602
-36.8389,-68.6888,204.6443
-36.8243,-68.5406,224.6399
-36.8116,-68.3745,240.6781
-36.7954,-68.2092,257.3646
-36.7791,-68.0396,272.9483
-36.7650,-67.8625,286.5532
-36.7452,-67.6953,302.8900
-36.7160,-67.5439,323.9870
-36.6860,-67.3937,345.0566
-36.6339,-66.9007,389.6846
-36.6280,-66.7245,399.8066
-36.6269,-66.5420,408.2631
-36.6218,-66.3734,419.7116
-36.6250,-66.1901,427.7084
-36.6311,-66.0034,435.0280
-36.6383,-65.8174,442.6028
-36.6466,-65.6306,450.4747
-36.6614,-65.4251,454.9398
-36.6725,-65.2332,462.3859
-36.6828,-65.0429,471.0624
-36.6938,-64.8524,479.9133
-36.7044,-64.6657,489.8981
-36.7164,-64.4707,499.2024
-36.7297,-64.2731,507.6105
-36.7404,-64.0909,519.9025
-36.7534,-63.8933,529.4729
-36.7673,-63.6850,537.2657
-36.7793,-63.4967,549.7319
-36.7920,-63.3110,562.0312
-36.8052,-63.1303,576.2367
-36.8185,-62.9288,586.6343
-36.8302,-62.7027,592.2865
-36.8384,-62.4499,593.1973
-36.8444,-62.2053,594.6807
-36.8524,-61.9903,602.4960
-36.8627,-61.7960,614.7101
-36.5818,-69.0481,236.5206
-36.6018,-68.1970,249.3953
-36.5833,-68.0266,264.8088
-36.5621,-67.8581,281.1120
-36.5404,-67.6905,297.3293
-36.5007,-67.5504,322.0896
-36.4742,-67.3910,340.2179
-36.4580,-67.2219,353.6468
-36.4361,-67.0612,370.0915
-36.4192,-66.8998,384.7128
-36.4135,-66.7247,394.8523
-36.4090,-66.5505,405.2255
-36.4079,-66.3762,414.8712
-36.4157,-66.1866,421.1198
-36.4245,-65.9969,427.6595
-36.4359,-65.8034,433.5616
-36.4480,-65.6085,439.7982
-36.4546,-65.4292,450.0245
-36.4750,-65.2109,452.2209
-36.4857,-65.0206,461.1749
-36.4969,-64.8301,470.3173
-36.5088,-64.6386,479.6945
-36.5201,-64.4484,490.2315
-36.5328,-64.2557,499.8794
-36.5439,-64.0737,512.4923
-36.5572,-63.8761,522.3975
-36.5701,-63.6876,534.1765
-36.5838,-63.4795,543.3223
-36.5969,-63.2890,555.0169
-36.6109,-63.1236,572.2593
-36.6249,-62.9219,582.9610
-36.6368,-62.6951,588.9250
-36.6419,-62.4127,584.6144
-36.6458,-62.1586,584.5137
-36.6586,-61.9800,599.9763
