lon,lat,depth,unc,etype,mag
287.5520,-33.2560,19,nan,ER,5.6000
287.4490,-33.3730,24,nan,ER,4.6000
287.4990,-33.3320,24,nan,ER,5.0000
287.5580,-33.2850,24,nan,ER,5.0000
287.5960,-33.2590,24,nan,ER,4.2000
286.2320,-36.7280,28,nan,ER,4.7000
286.6790,-35.8410,28,nan,ER,4.8000
287.9900,-35.0360,30,nan,ER,5.1000
287.2320,-35.9060,30,nan,ER,4.6000
286.7560,-35.5360,28,nan,ER,4.3000
287.0070,-35.7310,28,nan,ER,4.6000
286.1040,-34.9830,30,nan,ER,4.4000
287.5950,-35.1680,28,nan,ER,4.6000
285.1370,-37.6950,21,nan,ER,5.1000
290.0100,-35.9120,28,nan,ER,5.0000
285.9310,-37.3550,21,nan,ER,4.6000
287.7710,-34.2470,29,nan,ER,5.3000
287.2180,-34.5280,25,nan,ER,5.1000
288.3060,-34.5270,25,nan,ER,5.7000
288.1610,-34.6350,24,nan,ER,5.2000
288.3010,-34.5760,25,nan,ER,4.9000
286.1260,-35.3180,28,nan,ER,4.4000
286.7680,-35.3590,28,nan,ER,4.8000
287.9810,-35.7290,28,nan,ER,4.5000
286.1930,-36.7360,27,nan,ER,4.6000
286.4060,-36.6290,21,nan,ER,5.9000
286.4120,-36.6780,28,nan,ER,4.4000
286.0640,-37.6300,21,nan,ER,5.1000
286.6470,-36.4440,28,nan,ER,4.6000
286.3320,-36.7570,27,nan,ER,4.8000
286.2680,-36.6780,18,nan,ER,6.1000
286.1840,-37.4980,21,nan,ER,5.2000
287.9490,-35.2350,28,nan,ER,4.6000
287.5390,-35.0950,28,nan,ER,5.0000
286.1720,-34.8420,30,nan,ER,4.6000
286.8490,-38.2460,34,nan,ER,4.5000
286.3160,-36.7300,27,nan,ER,4.3000
287.7600,-34.1940,29,nan,ER,4.8000
287.2460,-34.8940,30,nan,ER,4.8000
286.6570,-36.7570,32,nan,ER,4.7000
286.4510,-36.1250,35,nan,ER,4.9000
287.5600,-33.3570,24,nan,ER,4.8000
286.2610,-36.8430,27,nan,ER,5.1000
287.8420,-34.6670,30,nan,ER,5.0000
286.4670,-36.2240,35,nan,ER,4.7000
285.9140,-35.4790,28,nan,ER,4.5000
286.8090,-35.8100,28,nan,ER,4.6000
286.8120,-35.6920,28,nan,ER,4.7000
287.8510,-34.4370,25,nan,ER,4.5000
288.2370,-34.6360,25,nan,ER,4.7000
287.8870,-32.8240,24,nan,ER,4.6000
286.7570,-38.4270,32,nan,ER,4.6000
286.5620,-36.4850,25,nan,ER,4.7000
287.9770,-32.6720,23,nan,ER,4.7000
285.9060,-37.5010,24,nan,ER,5.1000
287.0410,-36.2700,35,nan,ER,5.0000
287.1210,-35.0910,28,nan,ER,4.9000
286.0630,-37.5380,21,nan,ER,4.9000
286.5120,-36.0010,28,nan,ER,4.6000
