lat,lon,depth
43.7991,-121.8452,191.7610
43.7969,-121.6545,212.9910
43.9996,-122.0547,141.1631
43.9994,-121.9256,163.2738
43.9991,-121.8476,191.6902
44.1944,-122.1636,120.8960
44.1962,-122.0214,138.4475
44.1982,-121.8739,158.9902
44.1993,-121.7941,187.4599
44.3976,-122.1779,123.0629
44.3981,-122.0205,138.8669
44.3990,-121.8565,157.7065
44.3996,-121.6954,179.6242
44.6012,-122.1029,113.7735
44.6012,-121.9975,136.5050
44.6004,-121.8746,159.2055
44.8028,-121.9756,133.7389
44.8007,-121.7381,147.0723
44.9999,-121.8646,122.4090
45.0000,-121.6347,138.0156
44.9993,-119.5950,409.7452
45.1998,-121.6347,138.1240
45.1982,-119.6257,413.1530
45.4003,-121.4875,125.5234
45.3991,-119.8175,394.8285
45.3987,-119.6278,413.1607
45.6000,-121.5094,164.4808
45.5999,-121.2558,181.7861
45.5996,-121.1119,208.0861
45.5989,-121.0962,244.2431
45.5990,-120.9467,270.0046
45.5992,-120.7218,289.2471
45.5996,-119.6293,413.1610
45.8002,-121.6439,138.8664
45.7997,-121.6482,175.2457
45.7991,-121.3688,190.3857
45.7981,-121.1968,214.6766
45.7983,-121.0409,240.1018
45.7989,-120.8558,262.7936
45.7990,-120.7049,287.8123
45.7989,-120.4973,307.6275
45.7985,-120.3216,329.6306
45.8003,-119.5724,406.3397
46.0000,-121.6619,140.2440
45.9996,-121.6961,178.7937
45.9998,-121.4456,196.0972
45.9998,-121.2259,217.0630
45.9998,-121.0040,237.3837
45.9998,-120.8197,259.9380
45.9995,-120.7240,289.3435
45.9995,-120.5250,309.9434
45.9995,-120.3057,328.1455
45.9996,-120.0937,345.9257
45.9993,-119.5586,404.6345
46.1998,-121.6442,138.8653
46.1998,-121.6314,173.8074
46.2008,-121.4268,194.6292
46.2018,-121.2456,218.2301
46.2010,-121.0239,238.6651
46.2004,-120.8484,262.0650
46.2001,-120.7252,289.3074
46.2002,-120.4995,307.6345
46.2004,-120.2726,324.9556
46.2001,-120.0951,345.8810
46.3987,-122.0991,112.9239
46.4008,-121.6783,104.8725
46.3999,-121.6353,138.2559
46.3998,-121.6038,171.6906
46.4002,-121.3891,191.7252
46.4005,-121.2464,218.0401
46.4004,-121.0628,241.3732
46.4001,-120.8496,261.9723
46.3999,-120.6719,284.7846
46.3999,-120.4561,303.7871
46.3999,-120.2736,324.9016
46.3998,-120.0965,345.8352
46.6011,-122.0994,112.9282
46.5997,-121.7511,111.9997
46.6001,-121.6621,140.5036
46.5999,-121.5579,168.0837
46.5996,-121.3613,189.5942
46.5992,-121.1901,213.7754
46.5992,-121.0260,238.4937
46.5994,-120.8412,261.2393
46.5994,-120.6729,284.7854
46.5995,-120.4571,303.7887
46.5995,-120.2230,320.2186
46.5996,-120.0229,338.6351
46.8027,-122.0855,110.7617
46.8005,-121.8330,119.5748
46.8000,-121.6000,135.1279
46.8000,-121.4747,161.5697
46.7998,-121.2381,180.4698
46.7990,-121.1144,208.2810
46.7988,-120.9791,235.0586
46.7993,-120.7859,256.9383
46.7993,-120.6464,282.5978
46.7992,-120.4492,303.0661
46.7992,-120.2237,320.2766
46.7997,-119.9654,333.0694
47.0000,-121.8251,118.4917
47.0000,-121.5640,132.0535
47.0000,-121.3625,152.9314
47.0000,-121.1233,172.0798
47.0000,-121.0000,200.0000
47.0000,-120.9132,230.1518
47.0000,-120.7304,252.5993
47.0000,-120.5921,278.1468
46.9999,-120.4592,303.8453
47.0000,-120.2245,320.3380
47.0001,-119.9325,329.8849
47.2009,-121.9714,97.2523
47.2012,-121.7253,109.3512
47.2004,-121.5101,127.6670
47.1999,-121.2967,147.8720
47.1980,-120.8558,152.0545
47.1982,-120.8086,185.4821
47.2001,-120.8190,222.7807
47.2002,-120.6561,246.6556
47.2002,-120.5193,272.1186
47.2005,-120.4330,301.5034
47.2007,-120.1732,315.5376
47.4023,-121.8138,79.1083
47.4015,-121.5527,93.0007
47.4002,-121.4743,124.7678
47.3996,-121.1373,135.5360
47.3990,-120.2637,215.7047
47.4000,-120.3816,260.8391
47.3999,-120.1463,276.9923
47.5963,-121.7132,67.2421
47.5972,-121.4778,85.8516
47.5992,-121.4110,119.4969
47.5987,-120.9397,120.2799
47.6000,-119.9670,261.6615
47.5997,-119.5761,261.3347
47.7913,-121.3584,74.5536
47.7959,-121.1750,99.8912
47.7983,-120.9364,120.3411
47.8009,-119.7041,273.1945
47.8013,-119.3902,277.6085
47.8013,-119.1672,288.6044
47.9962,-121.2355,63.3740
47.9972,-121.0992,93.8267
47.9976,-120.8860,116.7562
48.0021,-119.4470,283.3992
48.0024,-119.2616,298.6343
48.0030,-119.0158,306.0932
48.0030,-118.8562,321.7327
48.2032,-121.2631,65.5976
48.1993,-121.1438,97.4634
48.1981,-120.9891,124.5707
48.1975,-120.8581,152.6981
48.2010,-119.8415,286.0831
48.2019,-119.5462,293.2605
48.2016,-119.4295,316.1340
48.2028,-119.1522,321.4932
48.2035,-118.9638,334.9188
48.3994,-121.2478,63.9620
48.3995,-121.2980,110.1518
48.3996,-121.1888,139.6404
48.3991,-120.9452,158.8970
48.3990,-120.7841,183.8505
48.3991,-120.5475,202.5254
48.4002,-119.9645,297.2170
48.4001,-119.7829,315.9227
48.3998,-119.6327,336.8638
48.3990,-119.5098,360.3076
48.3990,-119.2898,372.8379
48.5952,-121.2609,65.5473
48.5997,-121.3330,113.1620
48.6004,-121.2264,142.5538
48.6005,-121.0228,164.5940
48.6004,-120.8423,188.1111
48.6000,-120.6536,210.4307
48.5996,-120.4077,227.6908
48.5998,-120.2867,253.7156
48.6000,-120.2646,287.4196
48.5999,-120.0357,303.5781
48.6000,-119.8343,320.8329
48.6001,-119.6987,343.5049
48.6002,-119.5656,366.2445
48.6001,-119.3355,378.0601
48.7973,-121.3202,72.0215
48.8020,-121.2749,108.8620
48.8020,-121.1867,139.8923
48.8015,-121.0418,166.2604
48.8007,-120.9209,194.0078
48.8001,-120.6828,212.6179
48.7996,-120.5228,236.3922
48.8000,-120.4000,262.5379
48.8007,-120.2929,289.5996
48.8002,-120.0358,303.5276
48.8012,-119.9115,327.9420
