lon,lat,depth,ID,etype
291.999,18.941,56.0,10436.0,EQ
291.227,18.578,183.0,10437.0,EQ
291.343,18.508,135.0,10440.0,EQ
291.343,18.508,135.0,10440.0,EQ
291.877,18.961,130.0,10442.0,EQ
291.237,18.645,156.0,10443.0,EQ
291.898,18.985,57.0,10444.0,EQ
291.026,18.553,154.0,10445.0,EQ
291.026,18.553,154.0,10445.0,EQ
291.059,18.507,149.0,10446.0,EQ
291.059,18.507,149.0,10446.0,EQ
291.265,18.651,182.0,10447.0,EQ
291.116,18.402,160.0,10448.0,EQ
291.116,18.402,160.0,10448.0,EQ
291.606,18.887,92.0,10450.0,EQ
291.556,18.424,125.0,10452.0,EQ
291.556,18.424,125.0,10452.0,EQ
291.602,18.743,118.0,10454.0,EQ
291.851,18.766,73.0,10456.0,EQ
291.363,18.744,155.0,10459.0,EQ
291.738,18.977,99.0,10460.0,EQ
291.02,18.585,139.0,10461.0,EQ
291.355,18.909,145.0,10462.0,EQ
291.009,18.406,139.0,10464.0,EQ
291.009,18.406,139.0,10464.0,EQ
291.743,18.539,97.0,10466.0,EQ
291.951,18.566,90.0,10468.0,EQ
291.064,18.529,126.0,10469.0,EQ
291.064,18.529,126.0,10469.0,EQ
292.791,18.821,45.0,10472.0,EQ
292.848,18.683,66.0,10476.0,EQ
292.25,18.941,68.0,10477.0,EQ
292.838,18.701,60.0,10478.0,EQ
292.107,18.828,81.0,10479.0,EQ
292.158,18.299,113.0,10491.0,EQ
292.158,18.299,113.0,10491.0,EQ
292.158,18.546,123.0,10492.0,EQ
292.672,18.566,97.0,10493.0,EQ
292.171,18.914,88.0,10495.0,EQ
292.624,18.172,18.0,10499.0,EQ
292.005,18.679,90.0,10500.0,EQ
292.25,18.161,130.0,10502.0,EQ
292.25,18.161,130.0,10502.0,EQ
292.233,18.138,134.0,10505.0,EQ
292.233,18.138,134.0,10505.0,EQ
292.673,18.36,13.0,10506.0,EQ
292.349,18.201,125.0,10507.0,EQ
292.349,18.201,125.0,10507.0,EQ
292.508,18.416,106.0,10510.0,EQ
292.508,18.416,106.0,10510.0,EQ
292.052,18.553,92.0,10511.0,EQ
292.976,18.6,77.0,10513.0,EQ
292.842,18.74,83.0,10514.0,EQ
292.865,18.665,65.0,10515.0,EQ
292.708,18.857,102.0,10517.0,EQ
292.478,18.308,123.0,10518.0,EQ
292.478,18.308,123.0,10518.0,EQ
292.376,18.216,49.0,10519.0,EQ
292.639,18.35,3.0,10521.0,EQ
292.279,18.417,123.0,10522.0,EQ
292.279,18.417,123.0,10522.0,EQ
292.613,18.155,6.0,10523.0,EQ
292.11,18.745,107.0,10524.0,EQ
292.336,18.784,90.0,10525.0,EQ
292.516,18.186,157.0,10526.0,EQ
292.516,18.186,157.0,10526.0,EQ
292.764,18.303,124.0,10527.0,EQ
292.764,18.303,124.0,10527.0,EQ
292.132,18.982,53.0,10528.0,EQ
292.153,18.887,53.0,10532.0,EQ
292.167,18.255,117.0,10534.0,EQ
292.167,18.255,117.0,10534.0,EQ
292.848,18.67,63.0,10535.0,EQ
292.863,18.578,82.0,10536.0,EQ
292.267,18.305,171.0,10537.0,EQ
292.267,18.305,171.0,10537.0,EQ
292.228,18.703,111.0,10541.0,EQ
292.306,18.848,122.0,10542.0,EQ
292.063,18.908,53.0,10544.0,EQ
292.64,18.279,154.0,10546.0,EQ
292.64,18.279,154.0,10546.0,EQ
292.499,18.199,144.0,10547.0,EQ
292.499,18.199,144.0,10547.0,EQ
292.013,18.991,57.0,10548.0,EQ
292.718,18.307,106.0,10550.0,EQ
292.718,18.307,106.0,10550.0,EQ
292.605,18.105,13.0,10551.0,EQ
292.226,18.796,63.0,10553.0,EQ
292.273,18.878,68.0,10554.0,EQ
292.238,18.96,75.0,10555.0,EQ
292.247,18.991,65.0,10556.0,EQ
292.194,18.898,98.0,10557.0,EQ
292.195,18.735,88.0,10560.0,EQ
292.148,18.864,88.0,10561.0,EQ
292.227,18.999,71.0,10562.0,EQ
292.255,18.976,85.0,10563.0,EQ
292.356,18.985,65.0,10567.0,EQ
292.204,18.734,83.0,10569.0,EQ
292.336,18.982,41.0,10570.0,EQ
292.204,18.918,84.0,10571.0,EQ
292.186,18.74,77.0,10572.0,EQ
292.202,18.893,83.0,10574.0,EQ
292.244,18.953,70.0,10575.0,EQ
292.226,18.933,72.0,10577.0,EQ
292.174,18.921,77.0,10578.0,EQ
292.99,18.578,74.0,10579.0,EQ
292.283,18.949,72.0,10580.0,EQ
292.204,18.801,71.0,10581.0,EQ
292.139,18.665,96.0,10582.0,EQ
292.635,18.81,54.0,10585.0,EQ
292.243,18.823,84.0,10586.0,EQ
292.943,18.654,78.0,10588.0,EQ
292.775,18.86,52.0,10589.0,EQ
292.404,18.269,9.0,10591.0,EQ
292.469,18.709,53.0,10594.0,EQ
292.305,18.938,48.0,10597.0,EQ
292.289,19.0,53.0,10599.0,EQ
292.728,18.976,34.0,10601.0,EQ
292.231,18.946,62.0,10603.0,EQ
292.568,18.942,61.0,10607.0,EQ
292.234,18.605,145.0,10609.0,EQ
292.312,18.187,7.0,10610.0,EQ
292.454,18.106,135.0,10618.0,EQ
292.454,18.106,135.0,10618.0,EQ
292.322,18.99,55.0,10623.0,EQ
292.704,18.373,109.0,10624.0,EQ
292.704,18.373,109.0,10624.0,EQ
292.575,18.147,6.0,10626.0,EQ
293.974,18.279,136.0,10627.0,EQ
293.097,18.493,97.0,10628.0,EQ
293.228,18.977,80.0,10630.0,EQ
293.059,18.975,46.0,10631.0,EQ
293.192,18.953,75.0,10632.0,EQ
293.302,18.611,97.0,10633.0,EQ
293.267,18.873,63.0,10634.0,EQ
293.231,18.966,54.0,10635.0,EQ
293.382,18.997,53.0,10636.0,EQ
293.395,18.955,59.0,10637.0,EQ
293.018,18.62,77.0,10638.0,EQ
293.111,18.911,64.0,10639.0,EQ
293.059,18.403,135.0,10640.0,EQ
293.059,18.403,135.0,10640.0,EQ
293.231,18.931,44.0,10641.0,EQ
293.812,18.515,94.0,10642.0,EQ
293.69,18.435,125.0,10644.0,EQ
293.782,18.644,70.0,10646.0,EQ
293.735,18.916,49.0,10647.0,EQ
293.231,18.852,42.0,10648.0,EQ
293.265,18.633,70.0,10649.0,EQ
293.94,18.484,116.0,10650.0,EQ
293.945,18.376,116.0,10651.0,EQ
293.94,18.517,81.0,10652.0,EQ
293.742,18.179,9.0,10653.0,EQ
293.838,18.532,108.0,10654.0,EQ
293.121,18.185,17.0,10655.0,EQ
293.591,18.822,93.0,10656.0,EQ
293.659,18.272,129.0,10657.0,EQ
293.659,18.272,129.0,10657.0,EQ
293.589,18.417,104.0,10658.0,EQ
293.457,18.935,81.0,10659.0,EQ
293.843,18.428,86.0,10660.0,EQ
293.737,18.061,49.0,10662.0,EQ
293.295,18.83,60.0,10664.0,EQ
293.558,18.817,96.0,10665.0,EQ
293.226,18.93,59.0,10666.0,EQ
293.938,18.884,39.0,10667.0,EQ
293.274,18.232,143.0,10668.0,EQ
293.274,18.232,143.0,10668.0,EQ
293.997,18.202,122.0,10669.0,EQ
293.997,18.202,122.0,10669.0,EQ
293.748,18.43,116.0,10670.0,EQ
293.983,18.281,135.0,10671.0,EQ
293.118,18.591,78.0,10672.0,EQ
293.911,18.228,7.0,10674.0,EQ
293.118,18.878,40.0,10675.0,EQ
293.282,18.589,83.0,10676.0,EQ
294.029,18.22,8.0,10677.0,EQ
294.988,18.98,18.0,10678.0,EQ
294.946,18.98,24.0,10679.0,EQ
294.194,18.826,98.0,10680.0,EQ
294.986,18.997,27.0,10681.0,EQ
294.796,18.848,62.0,10682.0,EQ
294.969,18.91,29.0,10683.0,EQ
294.378,18.691,51.0,10686.0,EQ
294.809,18.941,44.0,10687.0,EQ
294.811,18.937,48.0,10688.0,EQ
294.813,18.949,39.0,10689.0,EQ
294.812,18.859,59.0,10690.0,EQ
294.828,18.811,53.0,10691.0,EQ
294.843,18.852,61.0,10692.0,EQ
294.293,18.668,72.0,10693.0,EQ
294.03,18.219,8.0,10694.0,EQ
294.841,18.971,28.0,10695.0,EQ
294.679,18.914,72.0,10696.0,EQ
294.708,18.962,77.0,10697.0,EQ
294.667,18.742,90.0,10698.0,EQ
294.625,18.919,60.0,10699.0,EQ
294.654,18.835,74.0,10700.0,EQ
294.83,18.882,54.0,10701.0,EQ
294.051,18.392,122.0,10702.0,EQ
294.793,18.923,46.0,10703.0,EQ
294.214,18.395,118.0,10704.0,EQ
294.71,18.985,28.0,10705.0,EQ
294.243,18.688,74.0,10706.0,EQ
294.785,18.963,39.0,10707.0,EQ
294.754,18.901,36.0,10708.0,EQ
294.905,18.955,49.0,10709.0,EQ
294.746,18.945,26.0,10710.0,EQ
294.78,18.868,45.0,10712.0,EQ
294.899,18.67,66.0,10713.0,EQ
294.526,18.09,135.0,10714.0,EQ
294.815,18.626,73.0,10715.0,EQ
294.664,18.912,67.0,10716.0,EQ
294.741,18.881,32.0,10717.0,EQ
294.896,18.871,37.0,10718.0,EQ
294.3,18.559,83.0,10719.0,EQ
294.201,18.994,42.0,10720.0,EQ
294.166,18.972,52.0,10721.0,EQ
294.191,18.949,71.0,10722.0,EQ
294.558,18.97,62.0,10723.0,EQ
294.36,18.369,108.0,10724.0,EQ
294.485,18.983,40.0,10725.0,EQ
294.939,18.997,24.0,10727.0,EQ
294.07,18.811,132.0,10729.0,EQ
294.018,18.931,44.0,10731.0,EQ
294.755,18.932,27.0,10732.0,EQ
294.8,18.992,28.0,10736.0,EQ
294.671,18.984,29.0,10738.0,EQ
294.731,18.918,28.0,10739.0,EQ
294.79,18.988,24.0,10740.0,EQ
294.398,18.553,87.0,10741.0,EQ
294.139,18.387,120.0,10742.0,EQ
294.837,18.925,31.0,10744.0,EQ
294.751,18.736,52.0,10745.0,EQ
294.778,18.83,49.0,10747.0,EQ
294.68,18.958,29.0,10748.0,EQ
294.861,18.834,54.0,10749.0,EQ
294.299,18.562,87.0,10750.0,EQ
294.904,18.963,45.87,10752.0,EQ
294.95,18.962,30.0,10753.0,EQ
294.611,18.582,93.0,10754.0,EQ
294.858,18.944,29.0,10755.0,EQ
294.78,18.867,59.0,10758.0,EQ
294.697,18.878,48.0,10759.0,EQ
294.322,18.386,119.0,10760.0,EQ
294.526,18.984,58.0,10761.0,EQ
294.801,18.736,67.0,10762.0,EQ
294.765,18.679,68.0,10763.0,EQ
294.956,18.69,77.0,10764.0,EQ
294.148,18.814,56.0,10766.0,EQ
294.687,18.637,73.0,10767.0,EQ
294.459,18.829,43.0,10769.0,EQ
294.688,18.585,58.0,10770.0,EQ
294.632,18.976,62.0,10771.0,EQ
294.687,18.809,74.0,10772.0,EQ
294.832,18.979,32.0,10773.0,EQ
294.657,18.979,36.0,10776.0,EQ
294.864,18.701,59.0,10778.0,EQ
294.783,18.886,38.0,10779.0,EQ
294.964,18.699,75.0,10780.0,EQ
294.767,18.343,101.0,10782.0,EQ
294.496,18.31,104.0,10785.0,EQ
294.706,18.898,48.0,10788.0,EQ
294.416,18.68,52.0,10790.0,EQ
294.139,18.915,26.0,10794.0,EQ
294.729,18.812,63.0,10795.0,EQ
294.607,18.999,44.0,10796.0,EQ
294.656,18.936,58.0,10797.0,EQ
294.613,18.99,29.0,10798.0,EQ
294.754,18.913,41.0,10799.0,EQ
294.781,18.857,55.0,10800.0,EQ
294.405,18.594,78.0,10801.0,EQ
294.861,18.927,40.0,10802.0,EQ
294.849,18.917,41.0,10803.0,EQ
294.873,18.949,39.0,10804.0,EQ
294.863,18.925,42.0,10805.0,EQ
295.239,18.483,91.0,10809.0,EQ
295.572,18.893,51.0,10810.0,EQ
295.038,18.866,99.0,10811.0,EQ
295.283,18.992,63.0,10812.0,EQ
295.252,18.887,57.0,10813.0,EQ
295.107,18.846,45.0,10815.0,EQ
295.044,18.343,121.0,10817.0,EQ
295.561,18.809,59.0,10822.0,EQ
295.589,18.232,132.0,10831.0,EQ
295.074,18.994,28.0,10838.0,EQ
295.423,18.791,69.0,10841.0,EQ
295.555,18.888,39.0,10843.0,EQ
295.178,18.183,123.0,10844.0,EQ
295.411,18.844,43.0,10845.0,EQ
295.41,18.096,127.0,10854.0,EQ
295.269,18.77,24.0,10857.0,EQ
295.091,18.86,21.0,10860.0,EQ
295.55,18.447,111.0,10862.0,EQ
295.081,18.973,29.0,10866.0,EQ
295.404,18.986,21.0,10867.0,EQ
295.488,18.915,44.0,10871.0,EQ
295.597,18.933,68.0,10872.0,EQ
295.43,18.714,27.0,10874.0,EQ
295.583,18.826,24.0,10875.0,EQ
295.592,18.998,57.0,10878.0,EQ
295.158,18.138,126.0,10880.0,EQ
295.029,18.953,24.0,10882.0,EQ
295.569,18.817,34.0,10885.0,EQ
295.257,18.757,62.0,10887.0,EQ
295.413,18.821,46.0,10888.0,EQ
295.177,18.671,49.0,10889.0,EQ
295.103,18.629,79.0,10893.0,EQ
295.152,18.711,70.0,10894.0,EQ
295.336,18.834,23.0,10895.0,EQ
295.493,18.604,109.0,10896.0,EQ
295.588,18.976,39.0,10898.0,EQ
295.529,18.998,69.0,10902.0,EQ
295.539,18.838,55.0,10904.0,EQ
295.106,18.994,34.0,10906.0,EQ
295.144,18.448,98.0,10907.0,EQ
295.496,18.344,132.0,10916.0,EQ
295.12,18.755,40.0,10919.0,EQ
295.551,18.866,39.0,10921.0,EQ
295.337,18.779,40.0,10925.0,EQ
295.332,18.82,36.0,10926.0,EQ
295.074,18.394,95.0,10928.0,EQ
295.032,18.514,93.26,10929.0,EQ
295.479,18.161,140.0,10933.0,EQ
295.008,18.263,126.0,10936.0,EQ
295.142,18.931,14.0,10937.0,EQ
295.043,18.886,39.0,10940.0,EQ
295.014,18.883,56.0,10943.0,EQ
295.586,18.981,65.0,10946.0,EQ
295.008,18.91,21.0,10950.0,EQ
295.593,18.852,36.0,10955.0,EQ
295.316,19.0,46.0,10956.0,EQ
295.089,18.9,56.0,10959.0,EQ
295.068,18.987,17.0,10961.0,EQ
295.047,18.964,13.0,10962.0,EQ
295.493,18.912,55.0,10966.0,EQ
295.162,18.811,64.0,10968.0,EQ
295.116,18.965,28.0,10969.0,EQ
295.199,18.997,37.0,10970.0,EQ
295.345,18.152,128.0,10972.0,EQ
295.069,18.941,44.0,10974.0,EQ
295.479,19.0,22.0,10979.0,EQ
295.493,18.989,24.0,10980.0,EQ
295.477,18.947,44.0,10981.0,EQ
295.114,18.065,152.0,10987.0,EQ
295.022,18.942,45.0,10988.0,EQ
295.044,18.909,31.0,10989.0,EQ
295.067,18.44,94.0,10992.0,EQ
289.576,19.05,82.83,11023.0,EQ
289.698,19.667,18.7,11024.0,EQ
289.466,19.598,18.85,11025.0,EQ
290.372,19.079,79.57,11028.0,EQ
290.147,19.208,37.98,11030.0,EQ
290.345,19.252,82.14,11031.0,EQ
290.574,19.207,30.73,11032.0,EQ
291.917,19.293,163.0,11035.0,EQ
291.36,19.381,90.0,11037.0,EQ
291.931,19.529,75.0,11038.0,EQ
291.856,19.235,41.0,11039.0,EQ
291.195,19.46,78.0,11040.0,EQ
291.454,19.598,63.0,11041.0,EQ
291.699,19.519,81.0,11043.0,EQ
291.521,19.016,116.0,11044.0,EQ
291.162,19.383,114.0,11045.0,EQ
291.112,19.476,44.0,11046.0,EQ
291.199,19.621,64.0,11047.0,EQ
291.349,19.177,39.0,11049.0,EQ
291.676,19.442,63.0,11050.0,EQ
291.897,19.372,29.0,11051.0,EQ
291.97,19.33,39.0,11053.0,EQ
291.851,19.141,54.0,11054.0,EQ
291.836,19.317,68.0,11055.0,EQ
291.974,19.473,54.0,11059.0,EQ
291.236,19.053,138.0,11062.0,EQ
291.263,19.219,122.0,11063.0,EQ
291.772,19.244,66.0,11064.0,EQ
291.396,19.126,24.0,11065.0,EQ
291.642,19.236,49.0,11066.0,EQ
291.724,19.551,103.0,11067.0,EQ
291.569,19.467,45.0,11068.0,EQ
291.442,19.273,131.0,11069.0,EQ
291.3,19.18,182.0,11070.0,EQ
291.431,19.137,40.0,11071.0,EQ
291.423,19.006,164.0,11072.0,EQ
291.493,19.025,39.0,11073.0,EQ
291.894,19.114,51.0,11074.0,EQ
291.592,19.329,95.0,11075.0,EQ
291.74,19.093,156.0,11077.0,EQ
291.97,19.137,41.0,11078.0,EQ
291.996,19.146,42.0,11079.0,EQ
291.568,19.029,53.0,11081.0,EQ
291.904,19.294,58.0,11082.0,EQ
291.685,19.049,73.0,11084.0,EQ
291.265,19.014,120.0,11085.0,EQ
291.604,19.222,129.0,11086.0,EQ
291.142,19.417,133.0,11087.0,EQ
291.118,19.102,40.0,11088.0,EQ
291.507,19.547,46.0,11089.0,EQ
291.322,19.053,129.0,11090.0,EQ
291.69,19.334,52.0,11092.0,EQ
291.821,19.086,78.0,11093.0,EQ
291.392,19.111,42.0,11094.0,EQ
291.978,19.035,55.0,11095.0,EQ
291.239,19.256,39.0,11098.0,EQ
291.805,19.286,28.0,11100.0,EQ
291.144,19.373,102.0,11101.0,EQ
291.814,19.236,30.0,11102.0,EQ
291.352,19.124,168.0,11103.0,EQ
291.93,19.253,76.0,11104.0,EQ
291.436,19.151,168.0,11106.0,EQ
291.237,19.12,97.0,11107.0,EQ
291.617,19.258,135.0,11108.0,EQ
291.563,19.198,157.0,11110.0,EQ
291.238,19.186,128.0,11111.0,EQ
291.112,19.063,142.0,11113.0,EQ
292.295,19.054,42.0,11114.0,EQ
292.005,19.442,30.0,11115.0,EQ
292.973,19.253,49.0,11116.0,EQ
292.963,19.16,96.0,11117.0,EQ
292.997,19.202,55.0,11118.0,EQ
292.551,19.067,48.0,11119.0,EQ
292.567,19.162,37.0,11120.0,EQ
292.438,19.014,59.0,11121.0,EQ
292.43,19.009,34.0,11124.0,EQ
292.005,19.429,58.0,11125.0,EQ
292.531,19.136,79.0,11127.0,EQ
292.312,19.469,64.0,11132.0,EQ
292.17,19.12,81.0,11136.0,EQ
292.815,19.255,24.0,11137.0,EQ
292.85,19.07,102.0,11138.0,EQ
292.791,19.312,24.0,11139.0,EQ
292.175,19.501,39.0,11141.0,EQ
292.879,19.262,62.0,11142.0,EQ
292.762,19.272,28.0,11144.0,EQ
292.214,19.389,16.0,11148.0,EQ
292.175,19.175,56.0,11151.0,EQ
292.233,19.261,71.0,11152.0,EQ
292.102,19.052,71.0,11153.0,EQ
292.248,19.203,26.0,11154.0,EQ
292.183,19.261,42.0,11155.0,EQ
292.115,19.088,83.0,11157.0,EQ
292.071,19.274,70.0,11158.0,EQ
292.023,19.167,64.0,11160.0,EQ
292.201,19.313,53.0,11161.0,EQ
292.467,19.015,109.0,11162.0,EQ
292.646,19.147,49.0,11163.0,EQ
292.257,19.094,70.0,11166.0,EQ
292.772,19.11,24.0,11168.0,EQ
292.22,19.203,57.0,11169.0,EQ
292.171,19.258,32.0,11170.0,EQ
292.562,19.377,49.0,11171.0,EQ
292.309,19.225,30.0,11173.0,EQ
292.868,19.159,76.0,11175.0,EQ
292.886,19.31,48.0,11176.0,EQ
292.737,19.36,44.0,11184.0,EQ
292.695,19.351,44.0,11185.0,EQ
292.812,19.232,26.0,11186.0,EQ
292.246,19.166,62.0,11188.0,EQ
292.517,19.269,16.0,11190.0,EQ
292.175,19.361,97.0,11191.0,EQ
292.082,19.504,57.0,11192.0,EQ
292.808,19.351,78.0,11194.0,EQ
292.795,19.365,38.0,11195.0,EQ
292.339,19.31,43.0,11196.0,EQ
292.28,19.106,48.0,11200.0,EQ
292.305,19.029,52.0,11201.0,EQ
292.269,19.101,49.0,11205.0,EQ
292.328,19.02,61.0,11206.0,EQ
292.247,19.035,73.0,11207.0,EQ
292.329,19.042,56.0,11208.0,EQ
292.32,19.131,38.0,11209.0,EQ
292.224,19.07,38.0,11210.0,EQ
292.157,19.095,36.0,11211.0,EQ
292.262,19.044,59.0,11213.0,EQ
292.024,19.035,69.0,11214.0,EQ
292.294,19.022,71.0,11216.0,EQ
292.248,19.076,54.0,11220.0,EQ
292.301,19.129,44.0,11221.0,EQ
292.831,19.107,98.0,11222.0,EQ
292.175,19.104,37.0,11224.0,EQ
292.251,19.015,72.0,11225.0,EQ
292.135,19.145,67.0,11226.0,EQ
292.074,19.235,64.0,11227.0,EQ
292.006,19.015,63.0,11228.0,EQ
292.001,19.196,49.0,11229.0,EQ
292.996,19.285,34.0,11230.0,EQ
292.27,19.252,29.0,11232.0,EQ
292.72,19.053,73.0,11233.0,EQ
292.56,19.11,76.0,11234.0,EQ
292.769,19.25,54.0,11235.0,EQ
292.255,19.052,56.0,11236.0,EQ
292.059,19.042,62.0,11237.0,EQ
292.261,19.192,68.0,11238.0,EQ
292.253,19.106,48.0,11239.0,EQ
292.237,19.014,69.0,11240.0,EQ
292.283,19.035,48.0,11241.0,EQ
292.291,19.065,36.0,11242.0,EQ
292.283,19.044,44.0,11243.0,EQ
292.361,19.148,41.0,11245.0,EQ
292.252,19.096,58.0,11246.0,EQ
292.213,19.048,70.0,11249.0,EQ
292.265,19.064,42.0,11251.0,EQ
292.202,19.182,54.0,11252.0,EQ
292.339,19.356,79.0,11253.0,EQ
292.138,19.36,41.0,11254.0,EQ
292.512,19.347,29.0,11255.0,EQ
292.931,19.163,41.0,11259.0,EQ
293.077,19.162,26.95,11262.0,EQ
293.128,19.185,38.0,11263.0,EQ
293.152,19.122,39.0,11264.0,EQ
293.249,19.038,34.0,11266.0,EQ
293.044,19.121,46.0,11267.0,EQ
293.163,19.143,28.0,11268.0,EQ
293.188,19.204,28.0,11269.0,EQ
293.174,19.08,42.0,11270.0,EQ
293.046,19.113,39.0,11271.0,EQ
293.171,19.095,43.0,11272.0,EQ
293.192,19.111,39.0,11273.0,EQ
293.368,19.034,40.0,11274.0,EQ
293.192,19.115,30.0,11275.0,EQ
293.191,19.174,37.0,11276.0,EQ
293.2,19.139,46.0,11277.0,EQ
293.214,19.11,38.0,11278.0,EQ
293.155,19.138,41.0,11279.0,EQ
293.214,19.041,43.0,11280.0,EQ
293.138,19.142,31.0,11281.0,EQ
293.134,19.066,56.0,11282.0,EQ
293.31,19.042,54.0,11283.0,EQ
293.21,19.118,41.0,11284.0,EQ
293.021,19.147,46.0,11285.0,EQ
293.202,19.127,30.0,11286.0,EQ
293.149,19.073,53.0,11287.0,EQ
293.195,19.005,32.0,11288.0,EQ
293.194,19.007,32.0,11289.0,EQ
293.301,19.169,26.0,11290.0,EQ
293.379,19.12,51.0,11291.0,EQ
293.359,19.108,44.0,11292.0,EQ
293.367,19.083,48.0,11293.0,EQ
293.17,19.127,31.0,11294.0,EQ
293.365,19.204,28.0,11295.0,EQ
293.377,19.177,36.0,11296.0,EQ
293.213,19.176,45.0,11297.0,EQ
293.208,19.077,38.0,11298.0,EQ
293.38,19.242,31.0,11299.0,EQ
293.1,19.112,49.0,11300.0,EQ
293.216,19.133,41.0,11301.0,EQ
293.352,19.07,53.0,11302.0,EQ
293.362,19.057,55.0,11303.0,EQ
293.295,19.158,58.0,11304.0,EQ
293.107,19.01,55.0,11305.0,EQ
293.082,19.129,42.0,11306.0,EQ
293.063,19.135,28.0,11307.0,EQ
293.128,19.044,57.0,11308.0,EQ
293.318,19.119,27.0,11309.0,EQ
