lat,lon,depth,unc,etype,ID,mag,time,S1,D1,R1,S2,D2,R2,src
0.30,122.62,106.50,15.00,EQ,100104,5.00,1992-10-02 19:29:55.140,63.89,31.85,39.96,298.45,70.19,115.46,05-18-17
0.25,122.43,157.40,15.00,EQ,100105,5.30,1992-10-16 18:33:16.190,330.27,70.20,70.98,195.78,27.19,132.15,05-18-17
0.49,121.53,96.60,15.00,EQ,100115,6.40,1993-09-29 11:16:03.540,73.35,88.86,282.47,168.48,12.52,-174.75,05-18-17
0.73,122.70,77.90,15.00,EQ,100118,5.60,1993-12-07 16:27:25.570,144.31,73.78,288.62,273.97,24.50,-137.66,05-18-17
0.22,122.25,186.30,15.00,EQ,100145,5.20,1998-08-08 16:07:56.120,165.66,56.27,147.12,275.41,63.16,38.48,05-18-17
0.26,122.47,147.40,15.00,EQ,100147,6.00,1998-09-21 06:52:41.190,285.04,57.63,90.24,104.59,32.37,89.62,05-18-17
0.24,122.36,143.90,15.00,EQ,100151,5.40,1999-04-02 21:37:41.720,283.70,59.37,90.06,103.58,30.63,89.89,05-18-17
0.48,121.29,101.30,15.00,EQ,100158,5.60,2000-08-03 08:53:19.640,4.87,63.01,340.71,103.89,72.88,-151.65,05-18-17
0.45,121.89,109.40,15.00,EQ,100162,6.00,2001-03-14 18:56:18.880,223.35,58.49,123.87,351.26,44.94,47.73,05-18-17
-0.00,122.87,156.30,15.00,EQ,100165,6.10,2001-12-09 18:15:02.600,55.23,25.65,77.06,249.54,65.05,96.14,05-18-17
0.68,122.32,79.40,15.00,EQ,100169,5.70,2002-03-17 03:37:19.940,275.22,74.01,140.72,17.92,52.51,20.31,05-18-17
0.31,122.03,195.90,15.00,EQ,100174,5.10,2002-08-02 08:04:32.970,181.42,48.40,106.98,336.73,44.34,71.79,05-18-17
0.25,122.01,192.90,15.00,EQ,100177,5.30,2003-04-16 09:31:23.940,292.81,77.04,100.68,72.75,16.74,51.16,05-18-17
0.60,122.35,74.90,15.00,EQ,100181,5.90,2003-12-28 05:36:54.810,265.70,60.14,169.45,1.00,80.87,30.28,05-18-17
0.75,122.88,67.20,15.00,EQ,100188,4.80,2004-11-09 18:51:33.070,24.53,35.08,16.91,280.56,80.38,123.90,05-18-17
0.19,119.70,71.60,15.00,EQ,100203,5.20,2006-07-17 19:48:33.270,350.75,44.87,265.18,177.54,45.33,-85.22,05-18-17
0.56,120.41,60.20,15.00,EQ,100214,4.90,2007-10-10 21:06:47.120,52.26,79.88,232.50,309.36,38.65,-16.34,05-18-17
0.21,120.64,83.20,15.00,EQ,100215,5.10,2007-12-06 13:59:15.100,28.30,78.82,278.08,172.07,13.77,-125.44,05-18-17
0.11,120.68,96.00,15.00,EQ,100222,5.90,2008-10-20 04:54:19.240,313.88,34.62,34.69,194.21,71.14,119.58,05-18-17
0.83,123.31,60.40,15.00,EQ,100243,4.90,2011-01-10 08:35:34.850,266.31,25.99,257.27,100.42,64.70,-83.87,05-18-17
0.94,121.74,59.60,15.00,EQ,100247,5.00,2011-07-01 02:38:49.430,356.71,66.80,312.93,109.67,47.71,-147.82,05-18-17
-0.09,121.91,276.20,15.00,EQ,100250,5.70,2011-11-15 10:43:51.850,240.61,58.70,260.39,78.67,32.60,-74.64,05-18-17
0.12,120.50,75.00,15.00,EQ,100252,5.50,2011-12-02 05:19:26.890,299.60,42.25,26.39,189.44,72.61,129.13,05-18-17
0.75,122.21,96.63,15.00,EQ,100266,5.50,2013-10-12 14:30:09.700,308.06,84.65,100.37,65.07,11.66,27.50,05-18-17
0.11,119.98,69.15,15.00,EQ,100275,5.30,2014-09-23 10:22:20.140,158.65,48.39,184.22,65.84,86.84,-41.69,05-18-17
0.14,119.97,61.85,15.00,EQ,100279,5.20,2015-01-15 00:09:27.720,173.82,18.80,216.67,48.64,78.90,-74.72,05-18-17
0.44,122.64,110.19,15.00,EQ,100281,4.90,2015-03-08 15:26:29.280,303.46,85.11,109.08,47.29,19.68,14.66,05-18-17
-0.41,120.36,78.50,15.00,EQ,100306,4.80,2003-05-31 03:42:01.270,nan,nan,nan,nan,nan,nan,05-18-17
-0.24,120.29,128.40,15.00,EQ,100311,4.30,2007-04-07 05:20:29.660,nan,nan,nan,nan,nan,nan,05-18-17
-0.10,121.50,270.20,15.00,EQ,100323,3.80,2006-08-06 02:46:39.380,nan,nan,nan,nan,nan,nan,05-18-17
0.28,119.75,59.00,15.00,EQ,100508,4.50,2000-05-29 23:20:00.340,nan,nan,nan,nan,nan,nan,05-18-17
0.26,119.68,63.40,15.00,EQ,100509,4.00,2004-01-20 01:41:39.070,nan,nan,nan,nan,nan,nan,05-18-17
0.36,120.43,63.70,15.00,EQ,100519,4.40,2000-07-27 14:14:09.150,nan,nan,nan,nan,nan,nan,05-18-17
0.37,120.93,93.00,15.00,EQ,100520,4.80,2002-08-06 08:42:39.300,nan,nan,nan,nan,nan,nan,05-18-17
0.32,120.60,80.70,15.00,EQ,100521,4.80,2004-02-11 04:16:20.220,nan,nan,nan,nan,nan,nan,05-18-17
0.36,120.75,138.40,15.00,EQ,100528,4.50,2006-10-07 18:04:03.050,nan,nan,nan,nan,nan,nan,05-18-17
0.88,120.96,80.50,15.00,EQ,100529,4.60,2007-11-12 09:33:39.010,nan,nan,nan,nan,nan,nan,05-18-17
0.47,120.99,88.00,15.00,EQ,100531,5.10,2009-01-20 04:06:57.220,nan,nan,nan,nan,nan,nan,05-18-17
0.35,120.84,91.30,15.00,EQ,100533,4.70,2009-08-05 18:29:58.970,nan,nan,nan,nan,nan,nan,05-18-17
0.26,120.65,93.00,15.00,EQ,100534,5.00,2010-01-24 23:37:04.260,nan,nan,nan,nan,nan,nan,05-18-17
0.25,120.28,63.20,15.00,EQ,100535,4.50,2010-03-17 22:28:41.100,nan,nan,nan,nan,nan,nan,05-18-17
0.99,120.84,65.20,15.00,EQ,100539,4.50,2011-01-23 13:26:54.430,nan,nan,nan,nan,nan,nan,05-18-17
0.26,120.95,135.00,15.00,EQ,100540,4.70,2012-01-26 11:44:54.530,nan,nan,nan,nan,nan,nan,05-18-17
0.17,120.54,101.40,15.00,EQ,100541,4.70,2012-08-12 19:43:44.610,nan,nan,nan,nan,nan,nan,05-18-17
0.34,120.52,97.30,15.00,EQ,100542,4.30,2013-11-28 03:57:29.800,nan,nan,nan,nan,nan,nan,05-18-17
0.48,120.50,90.67,15.00,EQ,100543,4.70,2014-01-28 22:45:50.630,nan,nan,nan,nan,nan,nan,05-18-17
0.20,120.25,86.12,15.00,EQ,100544,4.50,2014-02-17 03:50:42.110,nan,nan,nan,nan,nan,nan,05-18-17
0.60,120.50,89.29,15.00,EQ,100545,5.00,2014-02-25 01:49:04.720,nan,nan,nan,nan,nan,nan,05-18-17
0.72,120.72,80.82,15.00,EQ,100546,4.00,2015-07-30 04:56:49.370,nan,nan,nan,nan,nan,nan,05-18-17
0.65,120.82,78.61,15.00,EQ,100547,4.10,2015-08-21 19:02:39.110,nan,nan,nan,nan,nan,nan,05-18-17
0.04,120.11,74.72,15.00,EQ,100548,4.10,2015-10-11 07:00:17.910,nan,nan,nan,nan,nan,nan,05-18-17
0.09,121.38,116.50,15.00,EQ,100549,4.50,2000-01-30 08:31:21.130,nan,nan,nan,nan,nan,nan,05-18-17
0.51,121.42,99.60,15.00,EQ,100550,4.50,2000-07-17 22:43:00.370,nan,nan,nan,nan,nan,nan,05-18-17
0.48,121.31,109.60,15.00,EQ,100551,4.80,2000-08-04 00:20:36.140,nan,nan,nan,nan,nan,nan,05-18-17
0.69,121.29,66.70,15.00,EQ,100552,4.40,2000-08-09 22:52:44.880,nan,nan,nan,nan,nan,nan,05-18-17
0.53,121.85,150.80,15.00,EQ,100554,4.30,2001-07-09 13:03:14.030,nan,nan,nan,nan,nan,nan,05-18-17
0.31,121.89,184.60,15.00,EQ,100555,4.70,2001-12-07 10:29:59.810,nan,nan,nan,nan,nan,nan,05-18-17
0.11,121.74,234.70,15.00,EQ,100556,4.40,2004-06-07 06:02:11.690,nan,nan,nan,nan,nan,nan,05-18-17
0.44,121.92,140.00,15.00,EQ,100558,4.80,2004-06-19 21:45:45.980,nan,nan,nan,nan,nan,nan,05-18-17
0.19,121.88,214.80,15.00,EQ,100560,4.40,2004-09-03 13:30:25.760,nan,nan,nan,nan,nan,nan,05-18-17
0.03,121.64,292.70,15.00,EQ,100561,4.20,2004-11-05 21:04:02.910,nan,nan,nan,nan,nan,nan,05-18-17
0.56,121.29,85.20,15.00,EQ,100562,4.80,2005-05-09 16:37:04.070,nan,nan,nan,nan,nan,nan,05-18-17
0.75,121.81,115.00,15.00,EQ,100563,4.30,2005-07-17 13:44:59.850,nan,nan,nan,nan,nan,nan,05-18-17
0.99,121.69,66.50,15.00,EQ,100564,4.80,2006-06-16 03:21:17.000,nan,nan,nan,nan,nan,nan,05-18-17
0.19,121.94,214.70,15.00,EQ,100565,4.20,2006-07-04 18:52:49.710,nan,nan,nan,nan,nan,nan,05-18-17
0.11,121.87,247.80,15.00,EQ,100567,3.70,2008-02-19 04:20:42.750,nan,nan,nan,nan,nan,nan,05-18-17
0.51,121.35,85.30,15.00,EQ,100568,4.80,2008-03-24 22:47:13.940,nan,nan,nan,nan,nan,nan,05-18-17
0.81,121.17,71.60,15.00,EQ,100570,4.80,2008-07-10 02:49:48.520,nan,nan,nan,nan,nan,nan,05-18-17
0.20,121.57,217.90,15.00,EQ,100571,4.50,2008-09-28 05:40:27.240,nan,nan,nan,nan,nan,nan,05-18-17
0.53,121.72,106.80,15.00,EQ,100572,4.00,2008-11-11 07:06:10.220,nan,nan,nan,nan,nan,nan,05-18-17
0.54,121.57,109.90,15.00,EQ,100573,4.80,2008-12-10 22:57:11.810,nan,nan,nan,nan,nan,nan,05-18-17
0.33,121.83,152.20,15.00,EQ,100574,4.50,2009-02-10 22:33:32.790,nan,nan,nan,nan,nan,nan,05-18-17
0.46,121.65,123.20,15.00,EQ,100575,5.00,2009-12-23 18:13:18.810,nan,nan,nan,nan,nan,nan,05-18-17
0.47,121.51,94.50,15.00,EQ,100576,4.50,2010-07-15 18:28:38.830,nan,nan,nan,nan,nan,nan,05-18-17
0.24,121.55,169.90,15.00,EQ,100577,4.20,2011-02-21 09:19:30.710,nan,nan,nan,nan,nan,nan,05-18-17
0.22,121.76,179.60,15.00,EQ,100578,4.70,2012-02-04 18:23:54.380,nan,nan,nan,nan,nan,nan,05-18-17
0.23,121.95,202.55,15.00,EQ,100580,4.50,2013-08-06 14:15:00.200,nan,nan,nan,nan,nan,nan,05-18-17
0.21,121.94,197.44,15.00,EQ,100581,4.30,2014-01-23 04:11:25.150,nan,nan,nan,nan,nan,nan,05-18-17
0.70,121.71,100.73,15.00,EQ,100582,4.50,2014-03-01 06:46:26.190,nan,nan,nan,nan,nan,nan,05-18-17
0.25,121.99,207.65,15.00,EQ,100583,4.20,2014-05-26 19:29:29.270,nan,nan,nan,nan,nan,nan,05-18-17
0.95,121.01,70.73,15.00,EQ,100584,4.10,2014-08-24 18:28:07.550,nan,nan,nan,nan,nan,nan,05-18-17
0.28,121.92,198.63,15.00,EQ,100585,4.10,2014-09-14 14:15:07.310,nan,nan,nan,nan,nan,nan,05-18-17
0.66,121.72,114.57,15.00,EQ,100586,4.70,2015-06-26 08:50:11.110,nan,nan,nan,nan,nan,nan,05-18-17
0.21,121.93,216.41,15.00,EQ,100587,4.50,2015-09-17 16:01:00.690,nan,nan,nan,nan,nan,nan,05-18-17
0.56,121.62,102.35,15.00,EQ,100589,4.70,2015-10-14 16:21:45.450,nan,nan,nan,nan,nan,nan,05-18-17
0.31,122.18,191.40,15.00,EQ,100590,4.80,2000-02-21 15:46:37.060,nan,nan,nan,nan,nan,nan,05-18-17
0.92,122.65,80.90,15.00,EQ,100592,4.90,2000-12-22 19:39:23.220,nan,nan,nan,nan,nan,nan,05-18-17
0.49,122.54,98.20,15.00,EQ,100593,5.00,2001-06-03 23:48:19.920,nan,nan,nan,nan,nan,nan,05-18-17
0.34,122.10,182.50,15.00,EQ,100595,4.50,2002-09-09 01:17:14.350,nan,nan,nan,nan,nan,nan,05-18-17
0.20,122.17,199.80,15.00,EQ,100596,4.50,2002-09-14 06:10:37.330,nan,nan,nan,nan,nan,nan,05-18-17
0.25,122.22,194.80,15.00,EQ,100597,4.70,2002-12-07 17:04:15.840,nan,nan,nan,nan,nan,nan,05-18-17
0.59,122.02,89.10,15.00,EQ,100599,4.80,2003-03-01 11:14:45.570,nan,nan,nan,nan,nan,nan,05-18-17
0.53,122.19,131.20,15.00,EQ,100600,4.60,2003-04-09 14:44:29.600,nan,nan,nan,nan,nan,nan,05-18-17
0.27,122.14,192.00,15.00,EQ,100601,4.50,2003-04-18 12:21:08.350,nan,nan,nan,nan,nan,nan,05-18-17
0.27,122.14,198.90,15.00,EQ,100603,4.40,2003-07-10 02:38:11.200,nan,nan,nan,nan,nan,nan,05-18-17
0.70,122.69,108.50,15.00,EQ,100604,4.20,2004-02-20 14:50:53.140,nan,nan,nan,nan,nan,nan,05-18-17
0.32,122.30,193.70,15.00,EQ,100606,4.30,2004-07-09 21:18:31.340,nan,nan,nan,nan,nan,nan,05-18-17
0.35,122.39,189.80,15.00,EQ,100607,4.50,2004-08-12 12:24:09.470,nan,nan,nan,nan,nan,nan,05-18-17
0.41,122.36,109.90,15.00,EQ,100608,4.40,2004-08-15 15:04:59.950,nan,nan,nan,nan,nan,nan,05-18-17
0.31,122.13,198.50,15.00,EQ,100609,4.10,2004-09-19 02:57:31.370,nan,nan,nan,nan,nan,nan,05-18-17
0.08,122.14,167.00,15.00,EQ,100610,4.00,2004-10-02 18:37:05.120,nan,nan,nan,nan,nan,nan,05-18-17
0.31,122.62,130.50,15.00,EQ,100612,4.00,2005-02-12 03:13:59.770,nan,nan,nan,nan,nan,nan,05-18-17
0.41,122.25,130.20,15.00,EQ,100614,4.40,2005-08-26 03:23:47.470,nan,nan,nan,nan,nan,nan,05-18-17
0.44,122.41,109.90,15.00,EQ,100616,4.60,2006-01-26 16:21:43.190,nan,nan,nan,nan,nan,nan,05-18-17
0.56,122.29,60.20,15.00,EQ,100617,4.30,2006-02-09 20:42:16.840,nan,nan,nan,nan,nan,nan,05-18-17
0.29,122.33,147.80,15.00,EQ,100618,4.00,2006-02-12 20:10:20.000,nan,nan,nan,nan,nan,nan,05-18-17
0.57,122.39,73.30,15.00,EQ,100620,4.60,2006-04-30 06:11:48.280,nan,nan,nan,nan,nan,nan,05-18-17
0.23,122.14,198.50,15.00,EQ,100624,4.20,2007-01-26 05:51:58.000,nan,nan,nan,nan,nan,nan,05-18-17
0.30,122.37,148.60,15.00,EQ,100625,4.80,2007-02-01 20:02:48.330,nan,nan,nan,nan,nan,nan,05-18-17
0.54,122.45,93.40,15.00,EQ,100628,4.10,2007-11-14 05:12:33.360,nan,nan,nan,nan,nan,nan,05-18-17
0.21,122.26,182.80,15.00,EQ,100630,4.70,2007-12-18 14:07:54.330,nan,nan,nan,nan,nan,nan,05-18-17
0.30,122.13,183.60,15.00,EQ,100633,4.40,2008-02-13 08:51:21.270,nan,nan,nan,nan,nan,nan,05-18-17
0.38,122.20,194.50,15.00,EQ,100634,3.50,2008-07-01 21:10:46.800,nan,nan,nan,nan,nan,nan,05-18-17
0.33,122.05,182.60,15.00,EQ,100635,4.10,2008-07-04 11:07:05.430,nan,nan,nan,nan,nan,nan,05-18-17
0.21,122.01,191.70,15.00,EQ,100636,4.20,2008-07-18 14:25:03.940,nan,nan,nan,nan,nan,nan,05-18-17
0.25,122.23,186.20,15.00,EQ,100638,4.70,2009-01-12 09:42:40.140,nan,nan,nan,nan,nan,nan,05-18-17
0.20,122.03,195.30,15.00,EQ,100639,4.40,2009-11-03 10:20:04.090,nan,nan,nan,nan,nan,nan,05-18-17
0.50,122.30,114.60,15.00,EQ,100640,4.30,2010-02-19 18:23:42.040,nan,nan,nan,nan,nan,nan,05-18-17
0.31,122.19,182.80,15.00,EQ,100641,4.20,2010-03-29 13:47:13.340,nan,nan,nan,nan,nan,nan,05-18-17
0.70,122.73,83.50,15.00,EQ,100642,4.00,2010-07-05 09:46:40.100,nan,nan,nan,nan,nan,nan,05-18-17
0.16,122.24,187.90,15.00,EQ,100644,4.90,2010-12-21 04:21:29.530,nan,nan,nan,nan,nan,nan,05-18-17
0.22,122.21,196.80,15.00,EQ,100645,4.60,2011-02-25 21:13:18.880,nan,nan,nan,nan,nan,nan,05-18-17
0.20,122.33,180.40,15.00,EQ,100647,4.90,2012-05-10 07:31:31.380,nan,nan,nan,nan,nan,nan,05-18-17
0.52,122.31,108.80,15.00,EQ,100649,4.60,2012-06-09 16:30:55.180,nan,nan,nan,nan,nan,nan,05-18-17
0.21,122.15,195.60,15.00,EQ,100650,4.20,2012-10-06 16:30:49.060,nan,nan,nan,nan,nan,nan,05-18-17
0.28,122.20,183.30,15.00,EQ,100651,4.40,2012-11-07 08:18:20.840,nan,nan,nan,nan,nan,nan,05-18-17
0.29,122.29,162.00,15.00,EQ,100652,4.50,2012-11-11 22:44:12.260,nan,nan,nan,nan,nan,nan,05-18-17
0.25,122.29,156.20,15.00,EQ,100653,4.40,2012-11-13 12:42:50.760,nan,nan,nan,nan,nan,nan,05-18-17
0.47,122.41,123.90,15.00,EQ,100655,4.30,2013-02-07 09:01:34.850,nan,nan,nan,nan,nan,nan,05-18-17
0.79,122.66,65.50,15.00,EQ,100656,4.50,2013-04-02 08:41:42.330,nan,nan,nan,nan,nan,nan,05-18-17
0.60,122.80,100.20,15.00,EQ,100657,4.50,2013-05-24 08:58:35.720,nan,nan,nan,nan,nan,nan,05-18-17
0.41,122.18,122.00,15.00,EQ,100658,4.60,2013-06-29 11:49:32.720,nan,nan,nan,nan,nan,nan,05-18-17
0.24,122.25,194.20,15.00,EQ,100659,4.30,2013-07-28 19:41:22.500,nan,nan,nan,nan,nan,nan,05-18-17
0.43,122.12,122.46,15.00,EQ,100660,4.70,2013-09-15 21:56:22.560,nan,nan,nan,nan,nan,nan,05-18-17
0.30,122.41,135.84,15.00,EQ,100661,4.40,2013-11-20 08:46:09.370,nan,nan,nan,nan,nan,nan,05-18-17
0.74,122.68,91.39,15.00,EQ,100663,4.30,2014-02-17 13:37:00.740,nan,nan,nan,nan,nan,nan,05-18-17
0.38,122.90,142.26,15.00,EQ,100664,4.30,2014-04-05 08:46:21.940,nan,nan,nan,nan,nan,nan,05-18-17
0.11,122.88,143.81,15.00,EQ,100665,4.30,2014-04-25 07:06:16.110,nan,nan,nan,nan,nan,nan,05-18-17
0.32,122.33,181.94,15.00,EQ,100666,4.20,2014-05-01 18:20:18.200,nan,nan,nan,nan,nan,nan,05-18-17
0.38,122.79,148.92,15.00,EQ,100667,4.20,2014-05-07 17:02:57.000,nan,nan,nan,nan,nan,nan,05-18-17
0.92,122.06,79.79,15.00,EQ,100668,4.10,2014-07-11 11:38:40.370,nan,nan,nan,nan,nan,nan,05-18-17
0.23,122.29,190.29,15.00,EQ,100669,4.50,2014-08-04 16:23:54.760,nan,nan,nan,nan,nan,nan,05-18-17
0.20,122.42,139.47,15.00,EQ,100670,4.00,2014-08-31 20:53:35.240,nan,nan,nan,nan,nan,nan,05-18-17
0.65,122.86,68.35,15.00,EQ,100672,4.00,2014-10-15 07:28:03.230,nan,nan,nan,nan,nan,nan,05-18-17
0.44,122.36,131.40,15.00,EQ,100673,4.50,2014-10-21 10:45:31.490,nan,nan,nan,nan,nan,nan,05-18-17
0.56,122.08,109.41,15.00,EQ,100674,4.40,2014-10-22 17:14:34.770,nan,nan,nan,nan,nan,nan,05-18-17
0.28,122.00,165.45,15.00,EQ,100675,4.60,2014-12-19 18:09:25.200,nan,nan,nan,nan,nan,nan,05-18-17
0.22,122.56,159.79,15.00,EQ,100676,4.70,2015-01-20 17:05:29.990,nan,nan,nan,nan,nan,nan,05-18-17
0.39,122.05,123.62,15.00,EQ,100677,4.80,2015-04-03 18:48:42.360,nan,nan,nan,nan,nan,nan,05-18-17
0.24,122.01,185.65,15.00,EQ,100678,4.20,2015-05-13 09:38:30.110,nan,nan,nan,nan,nan,nan,05-18-17
0.25,122.07,199.95,15.00,EQ,100679,4.60,2015-05-19 00:41:22.330,nan,nan,nan,nan,nan,nan,05-18-17
0.30,122.12,195.09,15.00,EQ,100680,4.50,2015-05-22 20:42:25.850,nan,nan,nan,nan,nan,nan,05-18-17
0.40,122.43,129.67,15.00,EQ,100682,4.20,2015-07-20 13:59:58.070,nan,nan,nan,nan,nan,nan,05-18-17
0.41,122.32,140.68,15.00,EQ,100683,4.10,2015-07-29 01:33:49.220,nan,nan,nan,nan,nan,nan,05-18-17
0.33,122.08,169.87,15.00,EQ,100684,4.10,2015-07-30 15:47:42.990,nan,nan,nan,nan,nan,nan,05-18-17
0.21,122.66,157.37,15.00,EQ,100685,4.30,2015-08-28 04:21:34.520,nan,nan,nan,nan,nan,nan,05-18-17
0.18,122.48,179.17,15.00,EQ,100686,4.20,2015-09-24 17:50:43.440,nan,nan,nan,nan,nan,nan,05-18-17
0.37,122.24,157.51,15.00,EQ,100687,4.20,2015-10-18 08:31:13.680,nan,nan,nan,nan,nan,nan,05-18-17
0.44,122.23,190.92,15.00,EQ,100688,4.00,2015-10-24 00:56:30.430,nan,nan,nan,nan,nan,nan,05-18-17
0.35,122.02,189.93,15.00,EQ,100689,4.20,2015-11-09 04:12:20.250,nan,nan,nan,nan,nan,nan,05-18-17
0.05,123.24,125.70,15.00,EQ,100712,4.60,2003-06-30 00:43:55.030,nan,nan,nan,nan,nan,nan,05-18-17
0.75,123.41,85.50,15.00,EQ,100716,4.20,2004-02-01 10:25:32.070,nan,nan,nan,nan,nan,nan,05-18-17
0.25,123.38,195.50,15.00,EQ,100736,4.40,2005-09-21 22:49:33.630,nan,nan,nan,nan,nan,nan,05-18-17
0.93,123.48,65.30,15.00,EQ,100755,4.60,2007-08-20 13:10:35.550,nan,nan,nan,nan,nan,nan,05-18-17
0.89,123.18,69.50,15.00,EQ,100782,5.00,2010-02-26 04:41:28.990,nan,nan,nan,nan,nan,nan,05-18-17
0.64,123.29,68.30,15.00,EQ,100785,4.60,2010-06-17 22:07:54.310,nan,nan,nan,nan,nan,nan,05-18-17
0.52,123.28,137.60,15.00,EQ,100790,4.40,2011-12-29 15:24:25.240,nan,nan,nan,nan,nan,nan,05-18-17
0.59,123.14,135.14,15.00,EQ,100805,4.30,2013-12-31 20:23:34.680,nan,nan,nan,nan,nan,nan,05-18-17
1.95,120.84,60.50,15.00,EQ,100868,4.00,2008-05-16 07:01:08.140,nan,nan,nan,nan,nan,nan,05-18-17
1.08,121.80,60.55,15.00,EQ,100897,4.30,2014-01-03 16:51:31.910,nan,nan,nan,nan,nan,nan,05-18-17
1.07,122.83,59.72,15.00,EQ,100952,4.70,2015-07-19 07:50:15.960,nan,nan,nan,nan,nan,nan,05-18-17
1.11,123.56,101.80,15.00,EQ,100956,4.30,2004-09-06 03:05:16.250,nan,nan,nan,nan,nan,nan,05-18-17
-0.07,121.92,272.70,15.00,EQ,101056,4.50,1996-07-25 02:43:26.730,nan,nan,nan,nan,nan,nan,05-18-17
0.62,120.08,93.90,15.00,EQ,101195,4.50,1985-07-30 18:18:35.300,nan,nan,nan,nan,nan,nan,05-18-17
0.16,120.38,80.40,15.00,EQ,101196,4.80,1985-09-15 14:22:13.100,nan,nan,nan,nan,nan,nan,05-18-17
0.34,120.32,60.80,15.00,EQ,101198,4.60,1992-06-19 12:37:20.150,nan,nan,nan,nan,nan,nan,05-18-17
0.07,120.50,82.20,15.00,EQ,101199,5.00,1993-04-02 15:37:42.450,nan,nan,nan,nan,nan,nan,05-18-17
0.67,120.99,61.70,15.00,EQ,101200,4.80,1995-06-05 17:58:09.250,nan,nan,nan,nan,nan,nan,05-18-17
0.33,120.25,139.60,15.00,EQ,101206,4.40,1999-01-22 00:56:27.510,nan,nan,nan,nan,nan,nan,05-18-17
0.28,120.50,165.40,15.00,EQ,101207,4.50,1999-10-04 12:18:48.820,nan,nan,nan,nan,nan,nan,05-18-17
0.64,120.37,90.10,15.00,EQ,101208,4.70,1999-10-20 04:23:32.890,nan,nan,nan,nan,nan,nan,05-18-17
0.41,121.12,119.30,15.00,EQ,101209,4.90,1985-03-19 10:17:40.700,nan,nan,nan,nan,nan,nan,05-18-17
0.24,121.06,166.60,15.00,EQ,101210,4.10,1985-04-28 09:45:46.530,nan,nan,nan,nan,nan,nan,05-18-17
0.17,121.96,210.60,15.00,EQ,101211,5.00,1985-08-14 15:27:04.360,nan,nan,nan,nan,nan,nan,05-18-17
0.96,121.76,69.50,15.00,EQ,101212,4.70,1985-09-01 06:28:27.900,nan,nan,nan,nan,nan,nan,05-18-17
0.67,121.43,83.00,15.00,EQ,101213,5.10,1985-09-01 22:25:34.170,nan,nan,nan,nan,nan,nan,05-18-17
0.29,121.97,157.30,15.00,EQ,101214,5.10,1985-11-03 04:23:20.690,nan,nan,nan,nan,nan,nan,05-18-17
0.10,121.68,151.60,15.00,EQ,101215,4.70,1985-12-24 05:28:34.180,nan,nan,nan,nan,nan,nan,05-18-17
